price,Тип жилья,Комнатность,Площадь квартиры,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Вид из окон,Временная эпоха,Высота потолков,Лифт,Материал стен,Консьерж,Территория,,Жилая площадь,Вид из окна,Парковка,Год постройки,Серия дома,Отопление,Балкон/лоджия,Срок сдачи,Отделка,Реновация
3999000,апартаменты,1-комнатная,12 м²,4 м²,4 из 6,раздельный,2,Евро,есть,есть,есть,есть,есть,есть,есть,есть,во двор и на улицу,сталинка,3 м,есть,кирпич,есть,закрытая,Хорошая школа,,,,,,,,,,
11990000,апартаменты,1-комнатная,16 м²,3 м²,8 из 8,совмещённый,1,Дизайнерский,,,,есть,,,,,,сталинка,"3,2 м",есть,кирпич,,,Хорошая школа,12 м²,во двор,закрытая,,,,,,,
8000000,апартаменты,1-комнатная,"18,8 м²",4 м²,24 из 24,,,,,,,,,,,,,,"2,5 м",,монолит,,,,10 м²,,,2024,,,,,,
2800000,,1-комнатная,19 м²,,1 из 1,,,Нужен ремонт,,,,нет,,,,,во двор и на улицу,,,,дерево,,,,,,,,,,,,,
2700000,,1-комнатная,19 м²,,1 из 1,,,Нужен ремонт,,,,нет,,,,,во двор и на улицу,,,,дерево,,закрытая,,,,,,,,,,,
7000000,апартаменты,1-комнатная,19 м²,3 м²,3 из 6,совмещённый,1,Дизайнерский,,,,,,,,,,сталинка,,есть,кирпич,,,,11 м²,во двор,,,,,,,,
8200000,,1-комнатная,"20,5 м²","4,1 м²",1 из 6,раздельный,1,Нужен ремонт,,,,нет,,,,,,сталинка,"2,9 м",есть,,,,Хорошие школы,"12,5 м²",на улицу,закрытая,,,,,,,
9300000,,1-комнатная,"20,9 м²",3 м²,4 из 9,совмещённый,1,Евро,,,,,,,,,,брежневка,"2,64 м",есть,кирпич,,,Торговый центр,"12,9 м²",во двор,закрытая,,II-29,центральное,,,,
9500000,,1-комнатная,"20,9 м²",5 м²,5 из 9,совмещённый,1,Хороший,,,,есть,,есть,,,,брежневка,"2,5 м",есть,кирпич,,,Хорошие школы,11 м²,во двор,открытая,,,центральное,,,,
9500000,,1-комнатная,"21,5 м²","5,5 м²",13 из 16,совмещённый,1,Евро,,,,,,,,,,,,есть,кирпич-монолит,,,,11 м²,на улицу,закрытая,2020,И-209А,,,,,
9584999,апартаменты,1-комнатная,"21,5 м²",5 м²,3 из 4,,,,,,,,,есть,,,,,,,кирпич,,,,13 м²,,,,,,,,,
13776000,,1-комнатная,"21,9 м²",,2 из 7,,,,,,,,,,,,,сталинка,,,,,,Хорошие школы,,,,,,центральное,,,,
9700000,апартаменты,1-комнатная,21 м²,6 м²,2 из 3,совмещённый,1,Дизайнерский,,,,,,,,,,,5 м,,кирпич,,,,10 м²,во двор,,1981,,,,,,
10000000,,1-комнатная,21 м²,"3,5 м²",4 из 9,совмещённый,1,Евро,,,,,,,,,,брежневка,"2,64 м",есть,,,,Хорошая школа,13 м²,во двор,,,,центральное,,,,
8900000,,1-комнатная,21 м²,5 м²,5 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,,есть,кирпич,,,Хорошие школы,11 м²,во двор,,,II-18,центральное,,,,
8250000,,1-комнатная,21 м²,4 м²,7 из 9,раздельный,1,,,,,есть,,,,,,брежневка,,,,,,,"14,3 м²",,,,II-57,центральное,есть,,,
9000000,,1-комнатная,22 м²,3 м²,8 из 9,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,64 м",есть,кирпич,,,Спортивная площадка,15 м²,во двор,закрытая,,,,,,,
8100000,апартаменты,1-комнатная,23 м²,3 м²,1 из 5,совмещённый,1,Евро,,,,,,,,,,,,,,,,,18 м²,,закрытая,,,,,,,
12000000,,1-комнатная,"24,2 м²","5,7 м²",13 из 24,совмещённый,1,Нужен ремонт,,,,,,,,,,,3 м,есть,монолит,,,,"10,9 м²",во двор,,2022,,,,,,
11900000,,1-комнатная,"24,5 м²",5 м²,4 из 16,совмещённый,1,,,,,,,,,,,,,есть,монолит,,,,15 м²,на улицу,,,,,,,,
8300000,апартаменты,1-комнатная,"24,5 м²",4 м²,6 из 6,совмещённый,1,Евро,есть,,есть,есть,есть,есть,,есть,,,4 м,есть,кирпич,есть,,Спортивная площадка,18 м²,во двор,,,,,,,,
8900000,апартаменты,1-комнатная,"25,2 м²",3 м²,3 из 5,совмещённый,1,Евро,,,,,,,,,,,,,,,,,20 м²,,закрытая,,,,,,,
13000000,,1-комнатная,"25,3 м²",5 м²,16 из 33,,2,Евро,,,,,,,,,,,,,,,,,"15,3 м²",во двор,закрытая,2024,,,,,,
13000000,,1-комнатная,"25,3 м²",5 м²,16 из 33,совмещённый,1,,,,,,есть,,,,,,,,панель,,,,18 м²,во двор,,2024,,,есть,,,
9700000,,1-комнатная,"25,3 м²",6 м²,2 из 9,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,"13,6 м²",во двор,закрытая,,1-515,центральное,,,,
15000000,,1-комнатная,25 м²,5 м²,12 из 27,совмещённый,1,Дизайнерский,,,,есть,,,,,,,"3,08 м",есть,монолит,,,,,,подземная,2020,,,,,,
7650000,,1-комнатная,25 м²,6 м²,18 из 25,,,,,,,,,,,,,,,,,,,,18 м²,,,2024,,,есть,,,
9500000,,1-комнатная,25 м²,6 м²,2 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,,есть,панель,,,Хорошие школы,14 м²,во двор,закрытая,,1-515,центральное,,,,
10299000,,1-комнатная,"26,1 м²","6,2 м²",9 из 9,совмещённый,1,Нужен ремонт,,,,,,,,,,брежневка,"2,65 м",есть,панель,,,,"14,2 м²",во двор,закрытая,,1-515,центральное,,,,
12000000,,1-комнатная,"26,2 м²","5,7 м²",2 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошие школы,"14,9 м²",во двор,,,1-515,центральное,,,,
8021500,,1-комнатная,"26,3 м²","10,4 м²",16 из 22,,,,,,,,,,,,,,,,монолит,,,,"6,6 м²",,,,,,,4 кв. 2026 г.,,
8074100,,1-комнатная,"26,3 м²","10,4 м²",17 из 22,,,,,,,,,,,,,,,,монолит,,,,"6,6 м²",,,,,,,4 кв. 2026 г.,,
8126700,,1-комнатная,"26,3 м²","10,4 м²",19 из 22,,,,,,,,,,,,,,,,монолит,,,,"6,6 м²",,,,,,,4 кв. 2026 г.,,
8500000,,1-комнатная,"26,4 м²",6 м²,7 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,панель,,,Хорошая школа,"10,4 м²",во двор,закрытая,,1-515,центральное,,,,
8200000,,1-комнатная,"26,6 м²",8 м²,10 из 16,,,,,,,,,,,,,,,,панель,,,Хорошие школы,,,,2017,,центральное,,,,
9000000,,1-комнатная,"26,6 м²",7 м²,2 из 12,раздельный,1,Хороший,,,,есть,,,,,,брежневка,"2,7 м",есть,панель,,,Хорошая школа,12 м²,во двор,закрытая,,1605-АМ,центральное,,,,
10800000,,1-комнатная,"26,7 м²",6 м²,1 из 9,совмещённый,1,Евро,,,,нет,,,,,,брежневка,"2,5 м",есть,панель,,,Хорошая школа,"15,1 м²",на улицу,закрытая,,1-515,центральное,,,,
8143500,,1-комнатная,"26,7 м²","8,3 м²",16 из 22,,,,,,,,,,,,,,,,монолит,,,,"8,6 м²",,,,,,,4 кв. 2026 г.,,
8196900,,1-комнатная,"26,7 м²","8,3 м²",17 из 22,,,,,,,,,,,,,,,,монолит,,,,"8,6 м²",,,,,,,4 кв. 2026 г.,,
8250300,,1-комнатная,"26,7 м²","8,3 м²",19 из 22,,,,,,,,,,,,,,,,монолит,,,,"8,6 м²",,,,,,,4 кв. 2026 г.,,
7956600,,1-комнатная,"26,7 м²","8,3 м²",8 из 22,,,,,,,,,,,,,,,,монолит,,,,"8,6 м²",,,,,,,4 кв. 2026 г.,,
13800000,,1-комнатная,26 м²,4 м²,1 из 21,совмещённый,1,,,,,,,,,,,,,,кирпич,,,,,,закрытая,2020,,,,,,
11564999,апартаменты,1-комнатная,26 м²,5 м²,3 из 4,,,,,,,,,,,,,,,,кирпич,,,,16 м²,,,,,,,,,
11564999,апартаменты,1-комнатная,26 м²,5 м²,3 из 4,совмещённый,1,Хороший,,,,,,,,,,,,,кирпич,,,,16 м²,во двор,,,,,,,,
8490000,апартаменты,1-комнатная,"27,1 м²",5 м²,2 из 17,совмещённый,1,Евро,,,,,,,,,,,,,кирпич-монолит,,,,"17,1 м²",во двор,,,,центральное,,,,
8490000,,1-комнатная,"27,1 м²",5 м²,2 из 17,совмещённый,1,,,,,есть,есть,,,,,,,,,,,,20 м²,во двор,,,,центральное,,,,
10200000,апартаменты,1-комнатная,"27,2 м²",6 м²,1 из 12,совмещённый,1,,,,,,,,,,,сталинка,"4,2 м",есть,кирпич,,,,"18,2 м²",во двор,,,,центральное,,,,
10200000,апартаменты,1-комнатная,"27,2 м²",6 м²,1 из 12,совмещённый,1,Дизайнерский,,,,есть,,,,,,сталинка,"4,2 м",есть,кирпич,,,,"16,2 м²",во двор,,,,центральное,,,,
11500000,,1-комнатная,"27,4 м²",6 м²,7 из 12,совмещённый,1,Дизайнерский,,,,,,,,,во двор и на улицу,,"2,47 м",есть,панель,,,Хорошая школа,"14,8 м²",,закрытая,,II-68,центральное,,,,
8162485,,1-комнатная,"27,4 м²","8,6 м²",8 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"9,9 м²",,,,,,,4 кв. 2026 г.,без отделки,
9250000,,1-комнатная,"27,6 м²","6,7 м²",1 из 12,совмещённый,1,Евро,,,,,,,,,,,"2,48 м",есть,панель,,,Хорошие школы,"15,1 м²",во двор,закрытая,,II-68,центральное,,,,
8252400,,1-комнатная,"27,6 м²","10,1 м²",18 из 21,,,,,,,,,,,,,,,,монолит,,,,8 м²,,,,,,,4 кв. 2026 г.,,
8252400,,1-комнатная,"27,6 м²","10,1 м²",19 из 21,,,,,,,,,,,,,,,,монолит,,,,8 м²,,,,,,,4 кв. 2026 г.,,
7948800,,1-комнатная,"27,6 м²","10,1 м²",7 из 21,,,,,,,,,,,,,,,,монолит,,,,8 м²,,,,,,,4 кв. 2026 г.,,
9900000,,1-комнатная,"27,8 м²","5,5 м²",1 из 8,совмещённый,1,Хороший,,,,,,,,,,,,есть,монолит,,,,16 м²,во двор,,,,центральное,,,,
9900000,,1-комнатная,"27,8 м²","5,5 м²",1 из 8,совмещённый,1,,,,,,,,,,,,,есть,монолит,,,,16 м²,во двор,,,,центральное,есть,,,
11500000,,1-комнатная,27 м²,7 м²,7 из 16,раздельный,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,,14 м²,во двор,закрытая,,1-МГ-601,,есть,,,
8205200,,1-комнатная,"28,1 м²","12,2 м²",12 из 21,,,,,,,,,,,,,,,,монолит,,,,"7,5 м²",,,,,,,4 кв. 2026 г.,,
8036600,,1-комнатная,"28,1 м²","12,2 м²",5 из 21,,,,,,,,,,,,,,,,монолит,,,,"7,5 м²",,,,,,,4 кв. 2026 г.,,
10300000,,1-комнатная,"28,6 м²","6,8 м²",6 из 16,раздельный,1,Хороший,,,,,,,,,во двор и на улицу,,,есть,панель,,,Фитнес клуб,"14,2 м²",,,,,центральное,,,,
8800000,,1-комнатная,"28,8 м²",6 м²,1 из 5,совмещённый,1,Хороший,,,,есть,,,,,,,,есть,кирпич,,,,18 м²,во двор,закрытая,,,центральное,,,,
14000000,,1-комнатная,28 м²,5 м²,18 из 24,совмещённый,1,Дизайнерский,,,,есть,,,,,,,"2,64 м",есть,монолит,,,Спортивная площадка,17 м²,на улицу,подземная,2021,,,,,,
10300000,,1-комнатная,28 м²,"5,4 м²",2 из 9,совмещённый,1,Евро,,,,,,,,,,,"2,64 м",есть,панель,,,Хорошая школа,"14,7 м²",на улицу,закрытая,,II-49,центральное,,,,
11300000,апартаменты,1-комнатная,28 м²,4 м²,3 из 3,совмещённый,1,Дизайнерский,,,,,,,,,,,3 м,есть,кирпич,,,,22 м²,во двор,подземная,,,,,,,
11500000,,1-комнатная,28 м²,"5,7 м²",4 из 8,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,,"2,64 м",есть,кирпич,,,,"17,3 м²",,закрытая,,II-29,центральное,,,,
17999897,,1-комнатная,28 м²,10 м²,5 из 20,совмещённый,1,Дизайнерский,,,,есть,,,,,во двор и на улицу,,3 м,есть,монолит,,,,16 м²,,подземная,2023,,,,,,
11500000,апартаменты,1-комнатная,28 м²,"3,5 м²",8 из 10,совмещённый,1,,,,,,,,,,,,,,кирпич-монолит,,,,"19,5 м²",на улицу,подземная,2023,,,,,,
20927818,,1-комнатная,"29,1 м²",,38 из 54,,,,,,,,,,,,,,3 м,,,,,,9 м²,,,,,,,2025 г.,,
10698000,,1-комнатная,"29,1 м²",5 м²,4 из 5,совмещённый,1,,,,,,,,,,,,"2,7 м",,кирпич-монолит,,,Хорошая школа,16 м²,на улицу,,,1-510,центральное,есть,,,
10699000,,1-комнатная,"29,1 м²",5 м²,4 из 5,совмещённый,1,,,,,,,,,,,,"2,5 м",,кирпич,,,Хорошая школа,16 м²,во двор,,,1-510,центральное,есть,,,
10698000,,1-комнатная,"29,1 м²",5 м²,4 из 5,совмещённый,1,Хороший,,,,,,,,,,,"2,7 м",,кирпич-монолит,,,Хорошая школа,16 м²,на улицу,,,1-510,центральное,,,,
10698000,,1-комнатная,"29,1 м²",5 м²,4 из 5,совмещённый,1,Евро,,,,нет,,,,,,,"2,5 м",есть,кирпич,,,Хорошая школа,16 м²,во двор,закрытая,,1-510,центральное,,,,
10699000,,1-комнатная,"29,1 м²",5 м²,4 из 5,совмещённый,1,Хороший,,,,,,,,,,,"2,5 м",,кирпич,,,Хорошая школа,16 м²,во двор,,,1-510,центральное,,,,
8970000,,1-комнатная,"29,1 м²",8 м²,8 из 12,совмещённый,1,Евро,,,,нет,,,,,,брежневка,"2,75 м",есть,панель,,,Хорошая школа,16 м²,во двор,закрытая,,II-49,центральное,есть,,,
17106111,,1-комнатная,"29,2 м²","10,3 м²",26 из 42,совмещённый,1,,,,,,,,,,,хрущевка,"2,89 м",есть,монолит,,закрытая,,"10,8 м²",во двор,закрытая,,,центральное,,4 кв. 2026 г.,предчистовая,Подлежит реновации
7500000,,1-комнатная,"29,3 м²",9 м²,15 из 16,,,Нужен ремонт,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"9,5 м²",во двор,открытая,2024,,,,,,
10000000,,1-комнатная,"29,3 м²",6 м²,3 из 9,совмещённый,1,Евро,,,,,,,,,,брежневка,,есть,кирпич,,,Спортивная площадка,"18,3 м²",на улицу,закрытая,,II-29,центральное,есть,,,
10000000,,1-комнатная,"29,3 м²",6 м²,3 из 9,совмещённый,1,,,,,,,,,,,брежневка,,есть,кирпич,,,Спортивная площадка,20 м²,на улицу,,,II-29,центральное,есть,,,
17498813,,1-комнатная,"29,4 м²","9,7 м²",26 из 42,совмещённый,1,,,,,,,,,,,хрущевка,"2,89 м",есть,монолит,,закрытая,,"10,2 м²",во двор,закрытая,,,центральное,,4 кв. 2026 г.,предчистовая,Подлежит реновации
6200000,,1-комнатная,"29,4 м²",7 м²,4 из 4,,,,,,,,,,,,,,,,,,,,17 м²,,,,,,,,,
12000000,,1-комнатная,"29,4 м²",6 м²,5 из 9,совмещённый,1,Хороший,,,,,,,,,,,"2,64 м",есть,кирпич,,,Хорошие школы,18 м²,на улицу,закрытая,,II-29,центральное,есть,,,
10300000,,1-комнатная,"29,5 м²",5 м²,1 из 8,совмещённый,1,,,,,есть,,,,,,сталинка,,есть,панель,,,Хорошие школы,18 м²,во двор,закрытая,,,центральное,,,,
17139177,,1-комнатная,"29,5 м²","9,7 м²",19 из 42,совмещённый,1,,,,,,,,,,,хрущевка,"2,74 м",есть,монолит,,закрытая,,"10,2 м²",во двор,закрытая,,,центральное,,4 кв. 2026 г.,предчистовая,Подлежит реновации
7898688,,1-комнатная,"29,5 м²","10,1 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"12,5 м²",,,,,,,4 кв. 2026 г.,без отделки,
17228023,,1-комнатная,"29,5 м²","9,7 м²",22 из 42,совмещённый,1,,,,,,,,,,,хрущевка,"2,74 м",есть,монолит,,закрытая,,"10,2 м²",во двор,закрытая,,,центральное,,4 кв. 2026 г.,предчистовая,Подлежит реновации
8774797,,1-комнатная,"29,5 м²","10,1 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"12,5 м²",,,,,,,4 кв. 2026 г.,чистовая,
8843386,,1-комнатная,"29,5 м²","10,1 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"12,5 м²",,,,,,,4 кв. 2026 г.,чистовая,
8077425,,1-комнатная,"29,5 м²","10,1 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"12,5 м²",,,,,,,4 кв. 2026 г.,без отделки,
16500000,апартаменты,1-комнатная,"29,5 м²",8 м²,3 из 25,,6,,,,,,,,,,,,3 м,,,,,Спортивная площадка,14 м²,во двор,,2017,,центральное,есть,,,
16385916,,1-комнатная,"29,6 м²","9,7 м²",7 из 42,совмещённый,1,,,,,,,,,,,хрущевка,"2,74 м",есть,монолит,,закрытая,,"10,2 м²",во двор,закрытая,,,центральное,,4 кв. 2026 г.,предчистовая,Подлежит реновации
8800000,,1-комнатная,"29,6 м²","5,9 м²",9 из 9,совмещённый,1,Нужен ремонт,,,,нет,,,,,,,,есть,кирпич,,,Хорошая школа,"17,8 м²",во двор,,,II-29,центральное,есть,,,
14000000,,1-комнатная,"29,7 м²",7 м²,2 из 15,совмещённый,1,Черновая отделка,,,,нет,есть,,,,,,"2,85 м",есть,кирпич-монолит,есть,закрытая,,"14,5 м²",во двор,,2022,,,,,,
9400000,,1-комнатная,"29,7 м²",6 м²,2 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,,есть,кирпич,,,Спортивная площадка,18 м²,во двор,,,II-29,центральное,,,,
13500000,,1-комнатная,"29,7 м²","5,2 м²",3 из 8,совмещённый,1,Дизайнерский,,,,,,,,,,,"2,6 м",есть,блок,,,Хорошие школы,"19,5 м²",на улицу,закрытая,,II-18,центральное,есть,,,
13500000,,1-комнатная,"29,7 м²","5,2 м²",3 из 8,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,блок,,,Хорошие школы,"19,8 м²",на улицу,,,II-18,центральное,есть,,,
12000000,,1-комнатная,"29,7 м²","5,7 м²",7 из 9,совмещённый,1,,,,,,,,,,,брежневка,,есть,кирпич,,,,"17,8 м²",,,,II-29,,есть,,,
8765314,,1-комнатная,"29,8 м²","9,4 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
8859569,,1-комнатная,"29,8 м²","9,4 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,2 м²",,,,,,,4 кв. 2026 г.,чистовая,
10250000,,1-комнатная,"29,8 м²",6 м²,8 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,5 м",есть,кирпич,,,,18 м²,во двор,закрытая,,II-29,центральное,,,,
11000000,,1-комнатная,"29,9 м²",6 м²,6 из 9,совмещённый,1,Хороший,,,,,,,,,,брежневка,"2,64 м",есть,кирпич,,,Хорошая школа,16 м²,на улицу,закрытая,,II-29,центральное,,,,
6000000,,1-комнатная,"29,9 м²","5,5 м²",8 из 8,,,,,,,,,,,,,,,,,,,,"15,4 м²",,,2022,,,,,,
13500000,,1-комнатная,29 м²,6 м²,1 из 8,совмещённый,1,,,,,есть,,,,,во двор и на улицу,сталинка,"3,5 м",есть,кирпич,,,Хорошие школы,14 м²,,,,,центральное,,,,
12000000,,1-комнатная,29 м²,4 м²,2 из 18,совмещённый,1,Нужен ремонт,,,,,,,,,,,,есть,монолит,,,,20 м²,,подземная,2023,,,,,,
9990000,,1-комнатная,29 м²,7 м²,2 из 9,совмещённый,1,Хороший,,,,есть,,,,,,,,есть,кирпич,,,,16 м²,во двор,закрытая,,,центральное,,,,
12000000,,1-комнатная,29 м²,"5,5 м²",5 из 5,раздельный,1,,,,,,,,,,,хрущевка,"2,6 м",,,,,Хорошие школы,"17,5 м²",,,,1-515,,есть,,,Подлежит реновации
10100000,,1-комнатная,29 м²,5 м²,5 из 5,раздельный,1,Нужен ремонт,,,,нет,,,,,,хрущевка,,есть,кирпич,,,Хорошие школы,,,,,,центральное,,,,
10500000,,1-комнатная,29 м²,6 м²,8 из 9,совмещённый,1,,,,,,,,,,,,,,,,,,17 м²,,,,II-29,центральное,,,,
8600000,,1-комнатная,29 м²,6 м²,9 из 9,совмещённый,1,Черновая отделка,,,,,,,,,,брежневка,,есть,кирпич,,,Хорошие школы,15 м²,во двор,,,II-29,центральное,есть,,,
8600000,,1-комнатная,29 м²,6 м²,9 из 9,совмещённый,1,Нужен ремонт,,,,,,,,,,брежневка,,есть,кирпич,,,Хорошие школы,15 м²,во двор,,,II-29,центральное,есть,,,
9000000,,1-комнатная,"30,1 м²","5,5 м²",1 из 5,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,5 м",есть,кирпич,,,,"18,7 м²",во двор,,,,,,,,
11000000,,1-комнатная,"30,1 м²","5,6 м²",1 из 5,совмещённый,1,Хороший,,,,,,,,,,хрущевка,,,кирпич,,,Хорошая школа,"18,5 м²",во двор,,,,центральное,,,,
10000000,,1-комнатная,"30,1 м²","6,1 м²",1 из 9,раздельный,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошая школа,"15,7 м²",во двор,,,II-49,центральное,есть,,,
8757321,,1-комнатная,"30,1 м²","10,3 м²",2 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"9,9 м²",,,,,,,4 кв. 2026 г.,чистовая,
6500000,,1-комнатная,"30,1 м²","6,8 м²",3 из 5,,,,,,,,,,,,,,,,кирпич,,,,"16,6 м²",,,,,,,,,
11950000,,1-комнатная,"30,1 м²",6 м²,3 из 5,совмещённый,1,Хороший,,,,,,,,,,,,,кирпич,,,Хорошая школа,"18,6 м²",во двор,,,,центральное,есть,,,
11950000,,1-комнатная,"30,1 м²",6 м²,3 из 5,совмещённый,1,,,,,,,,,,,,,,кирпич,,,Хорошая школа,"18,6 м²",,,,,центральное,есть,,,
10500000,,1-комнатная,"30,1 м²","5,5 м²",3 из 5,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,хрущевка,"2,5 м",,кирпич,,,,17 м²,,закрытая,,1-511,центральное,,,,Подлежит реновации
8904470,,1-комнатная,"30,1 м²","10,3 м²",4 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"9,9 м²",,,,,,,4 кв. 2026 г.,чистовая,
12000000,,1-комнатная,"30,1 м²","5,5 м²",4 из 5,совмещённый,1,Евро,,,,,,,,,,,,есть,кирпич,,,,"18,7 м²",во двор,закрытая,,,,,,,
12500000,,1-комнатная,"30,1 м²","5,8 м²",5 из 9,раздельный,1,Хороший,,,,есть,,,,,,брежневка,"2,6 м",есть,,,,Хорошие школы,"18,3 м²",во двор,закрытая,,II-29,центральное,есть,,,
8173447,,1-комнатная,"30,1 м²","10,2 м²",6 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,13 м²,,,,,,,4 кв. 2026 г.,без отделки,
10500000,,1-комнатная,"30,1 м²",6 м²,6 из 8,раздельный,1,Хороший,,,,,,,,,,сталинка,"2,6 м",есть,кирпич,,,,"18,4 м²",во двор,,,II-29,центральное,,,,
10500000,,1-комнатная,"30,1 м²",6 м²,6 из 8,раздельный,1,Хороший,,,,,,,,,,сталинка,"2,7 м",есть,кирпич,,,,17 м²,во двор,закрытая,,II-29,центральное,есть,,,
12500000,,1-комнатная,"30,1 м²",6 м²,6 из 9,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,5 м",есть,кирпич,,,Хорошая школа,"18,1 м²",во двор,закрытая,,II-29,центральное,есть,,,
12000000,,1-комнатная,"30,2 м²",5 м²,2 из 8,совмещённый,1,Хороший,,,,,,,,,,,"2,5 м",есть,блок,,,Хорошие школы,"20,2 м²",во двор,закрытая,,II-18,центральное,,,,
12000000,,1-комнатная,"30,2 м²",5 м²,3 из 9,совмещённый,1,Евро,,,,есть,,,,,,брежневка,"2,5 м",есть,кирпич,,,,,на улицу,закрытая,,II-29,центральное,,,,
15368629,,1-комнатная,"30,2 м²",,32 из 59,,,,,,,,,,,,,,"2,85 м",,,,,,"8,5 м²",,,,,,,2028 г.,,
15422536,,1-комнатная,"30,2 м²",,36 из 59,,,,,,,,,,,,,,"2,85 м",,,,,,"8,5 м²",,,,,,,2028 г.,,
11000000,,1-комнатная,"30,2 м²","5,8 м²",6 из 8,совмещённый,1,Хороший,,,,есть,,,,,,,"2,5 м",есть,блок,,,,"17,5 м²",во двор,открытая,,II-18,центральное,есть,,,
8800000,,1-комнатная,"30,2 м²","9,8 м²",8 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,,есть,,,,,,во двор,,2024,,,,,,
18400000,,1-комнатная,"30,3 м²",7 м²,1 из 9,совмещённый,1,Дизайнерский,,,,есть,,,,,,,,есть,,,,Хорошие школы,20 м²,во двор,закрытая,,,,,,,
9068060,,1-комнатная,"30,3 м²","10,5 м²",12 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,1 м²",,,,,,,4 кв. 2026 г.,чистовая,
9073088,,1-комнатная,"30,3 м²","10,2 м²",14 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,1 м²",,,,,,,4 кв. 2026 г.,чистовая,
8926107,,1-комнатная,"30,3 м²","10,5 м²",4 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,1 м²",,,,,,,4 кв. 2026 г.,чистовая,
14950000,,1-комнатная,"30,3 м²",6 м²,4 из 9,совмещённый,1,Дизайнерский,,,,есть,,,,,,,,есть,кирпич,,,,19 м²,во двор,закрытая,,,центральное,,,,
8156123,,1-комнатная,"30,3 м²","10,5 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,1 м²",,,,,,,4 кв. 2026 г.,без отделки,
8941272,,1-комнатная,"30,3 м²","10,5 м²",6 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"13,1 м²",,,,,,,4 кв. 2026 г.,чистовая,
11000000,,1-комнатная,"30,4 м²","5,2 м²",1 из 9,совмещённый,1,Хороший,,,,есть,,,,,,,"2,5 м",есть,кирпич,,,,19 м²,во двор,,,,центральное,,,,
11900000,,1-комнатная,"30,4 м²",9 м²,10 из 22,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,7 м",есть,,,,,16 м²,на улицу,подземная,2023,,,,,,
11990000,,1-комнатная,"30,4 м²",6 м²,2 из 5,совмещённый,1,,,,,,,,,,,,,,кирпич,,,Хорошая школа,18 м²,,,,,центральное,,,,
9500000,,1-комнатная,"30,4 м²","5,8 м²",2 из 5,совмещённый,1,Хороший,,,,,,,,,во двор и на улицу,хрущевка,,есть,кирпич,,,,"17,5 м²",,закрытая,,1-511,центральное,,,,
24000000,,1-комнатная,"30,4 м²",,2 из 6,,,,,,,,,,,,,,,,кирпич,,,Хорошие школы,17 м²,,,,,,,,,
18600000,,1-комнатная,"30,4 м²",6 м²,3 из 9,совмещённый,1,,,,,нет,,,,,,,"2,6 м",,кирпич,,,,18 м²,во двор,,,,центральное,есть,,,
11000000,,1-комнатная,"30,4 м²",6 м²,4 из 6,совмещённый,1,Нужен ремонт,,,,нет,,,,,во двор и на улицу,,,есть,кирпич,,,,19 м²,,закрытая,,,,,,,
