price,Тип жилья,Комнатность,Площадь квартиры,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Вид из окон,Временная эпоха,Высота потолков,Лифт,Материал стен,Консьерж,Территория,,Жилая площадь,Вид из окна,Парковка,Год постройки,Серия дома,Отопление,Балкон/лоджия,Срок сдачи,Отделка,Реновация
13500000,,1-комнатная,"37,3 м²",10 м²,17 из 23,совмещённый,1,Хороший,,,,есть,,,,,,,"2,7 м",есть,,,,,20 м²,на улицу,закрытая,,,,есть,,,
17034910,,1-комнатная,"37,3 м²",,17 из 30,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,12 м²,во двор,подземная,,,,,2027 г.,предчистовая,
16430650,,1-комнатная,"37,3 м²",,18 из 28,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"13,3 м²",во двор,подземная,,,,,2027 г.,без отделки,
9300000,,1-комнатная,"37,3 м²","7,5 м²",2 из 14,совмещённый,1,,,,,,,,,,,,"2,75 м",есть,панель,,,Спортивная площадка,"19,1 м²",на улицу,,,П-44,центральное,,,,
16620880,,1-комнатная,"37,3 м²",,22 из 28,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"13,3 м²",во двор,подземная,,,,,2027 г.,без отделки,
17486240,,1-комнатная,"37,3 м²",,24 из 30,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,12 м²,во двор,подземная,,,,,2027 г.,предчистовая,
17486240,,1-комнатная,"37,3 м²",,24 из 30,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,12 м²,во двор,подземная,,,,,2027 г.,предчистовая,
22000000,,1-комнатная,"37,3 м²",10 м²,26 из 32,совмещённый,1,Нужен ремонт,,,,,,,,,во двор и на улицу,,3 м,есть,кирпич-монолит,,,,15 м²,,закрытая,2024,,,,,,
9013182,,1-комнатная,"37,3 м²","5,3 м²",3 из 14,совмещённый,1,,,,,,,,,,,,"2,8 м",есть,монолит,,,,23 м²,,открытая,,,,,3 кв. 2025 г.,,
25869042,,1-комнатная,"37,3 м²",,6 из 36,,,,,,,,,,,,,,3 м,,,,,,12 м²,,,,,,,2025 г.,чистовая,
9800000,,1-комнатная,"37,3 м²",10 м²,7 из 17,совмещённый,1,,,,,,,,,,,,"2,76 м",есть,панель,,,,"18,9 м²",на улицу,закрытая,,П-44К,центральное,,,,
16124790,,1-комнатная,"37,3 м²",,9 из 15,совмещённый,1,,,,,,,,,,,,"2,85 м",есть,кирпич-монолит,,,,"10,7 м²",во двор,подземная,,,,,2027 г.,без отделки,
10000000,,1-комнатная,"37,4 м²",7 м²,13 из 14,совмещённый,1,Нужен ремонт,,,,нет,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,"19,1 м²",на улицу,закрытая,,П-44Т,центральное,,,,
26123526,,1-комнатная,"37,4 м²",,14 из 36,,,,,,,,,,,,,,3 м,,,,,,"12,1 м²",,,,,,,2025 г.,чистовая,
16500000,,1-комнатная,"37,4 м²","8,3 м²",15 из 25,совмещённый,1,Дизайнерский,,,,есть,,,,,,,"3,1 м",есть,монолит,,,,"18,4 м²",во двор,подземная,,,центральное,есть,,,
17795409,,1-комнатная,"37,4 м²",10 м²,2 из 24,совмещённый,1,,,,,,,,,,,хрущевка,"2,72 м",есть,монолит,,закрытая,,"18,4 м²",на улицу,закрытая,,,центральное,,2 кв. 2027 г.,предчистовая,Подлежит реновации
20800000,,1-комнатная,"37,4 м²","12,5 м²",2 из 8,совмещённый,1,Дизайнерский,есть,,,есть,,есть,,,,,"2,95 м",есть,блок,,,Спортивная площадка,10 м²,на улицу,подземная,2020,,,,,,
9915311,апартаменты,1-комнатная,"37,4 м²","12,3 м²",20 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"12,8 м²",во двор,открытая,,,,,1 кв. 2025 г.,,
9801196,апартаменты,1-комнатная,"37,4 м²","12,3 м²",21 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"12,8 м²",во двор,открытая,,,,,1 кв. 2025 г.,,
20666866,,1-комнатная,"37,4 м²","19,2 м²",25 из 30,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,кирпич-монолит,,,Спортивная площадка,"9,7 м²",во двор,подземная,2023,,,,,предчистовая,
11800000,,1-комнатная,"37,4 м²","8,7 м²",3 из 16,совмещённый,1,Нужен ремонт,,,,нет,,,,,,брежневка,"2,64 м",есть,панель,,,,"18,9 м²",на улицу,закрытая,,П-44,центральное,,,,
25867710,,1-комнатная,"37,4 м²",,3 из 36,,,,,,,,,,,,,,3 м,,,,,,12 м²,,,,,,,2025 г.,чистовая,
18500000,,1-комнатная,"37,4 м²",8 м²,4 из 5,раздельный,1,,,,,,,,,,,,"2,67 м",,кирпич,,,,"21,7 м²",на улицу,,,,,есть,,,
9500000,,1-комнатная,"37,4 м²","7,9 м²",7 из 17,совмещённый,1,Нужен ремонт,,,,есть,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,"19,2 м²",во двор,открытая,,П-44,центральное,,,,
8900000,,1-комнатная,"37,4 м²","7,3 м²",8 из 17,совмещённый,1,Нужен ремонт,,,,есть,,,,,,,"2,7 м",есть,панель,,,,"18,9 м²",во двор,закрытая,,П-44Т,домовая котельная,есть,,,
10400000,,1-комнатная,"37,4 м²",10 м²,9 из 21,,,,,,,,,,,,,,,,монолит,,,,17 м²,,,2024,,,есть,,,
14000000,,1-комнатная,"37,5 м²","8,5 м²",1 из 17,совмещённый,1,Евро,,,,есть,,,,,,,"2,65 м",есть,панель,,,Спортивная площадка,20 м²,во двор,,,П-44,центральное,,,,
13500000,,1-комнатная,"37,5 м²",8 м²,10 из 17,совмещённый,1,Дизайнерский,,,,есть,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,19 м²,во двор,закрытая,,П-44,центральное,,,,
12100000,,1-комнатная,"37,5 м²","8,6 м²",12 из 16,совмещённый,1,Хороший,,,,есть,,,,,,брежневка,"2,64 м",есть,панель,,,Спортивная площадка,19 м²,во двор,закрытая,,П-30,центральное,,,,
20641500,,1-комнатная,"37,5 м²","15,5 м²",15 из 46,,1,,,,,,,,,,,,"2,95 м",,монолит,,,,"12,6 м²",,закрытая,,,,есть,2 кв. 2027 г.,без отделки,
14483587,,1-комнатная,"37,5 м²",15 м²,16 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"13,2 м²",,открытая,,,,,4 кв. 2026 г.,без отделки,
18588345,,1-комнатная,"37,5 м²",15 м²,17 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"13,2 м²",,открытая,,,,,4 кв. 2025 г.,,
15621675,,1-комнатная,"37,5 м²",15 м²,18 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"13,2 м²",,открытая,,,,,4 кв. 2026 г.,без отделки,
20804509,,1-комнатная,"37,5 м²","15,5 м²",19 из 46,,1,,,,,,,,,,,,"2,95 м",,монолит,,,,"12,6 м²",,закрытая,,,,есть,2 кв. 2027 г.,без отделки,
12600000,,1-комнатная,"37,5 м²","7,5 м²",2 из 14,совмещённый,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,18 м²,во двор,закрытая,,П-44Т,центральное,есть,,,
9800000,,1-комнатная,"37,5 м²","8,5 м²",2 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,19 м²,на улицу,закрытая,,П-44,центральное,,,,
11000000,,1-комнатная,"37,5 м²","7,6 м²",2 из 17,совмещённый,1,Хороший,,,,,,,,,,,,есть,панель,,,Спортивная площадка,19 м²,на улицу,закрытая,,П-44,центральное,,,,
14657927,,1-комнатная,"37,5 м²",15 м²,2 из 19,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,монолит,,,,"13,2 м²",,открытая,,,,,4 кв. 2025 г.,без отделки,
10012500,,1-комнатная,"37,5 м²","18,7 м²",2 из 30,совмещённый,1,,,,,,,,,,,,"2,88 м",,монолит,,,,"11,2 м²",на улицу,закрытая,,,,,4 кв. 2027 г.,без отделки,
9891695,апартаменты,1-комнатная,"37,5 м²","11,9 м²",20 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,13 м²,во двор,открытая,,,,,1 кв. 2025 г.,,
20925818,,1-комнатная,"37,5 м²","15,5 м²",22 из 46,,1,,,,,,,,,,,,"2,95 м",,монолит,,,,"12,6 м²",,закрытая,,,,есть,2 кв. 2027 г.,без отделки,
9869362,апартаменты,1-комнатная,"37,5 м²",12 м²,23 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"13,2 м²",во двор,открытая,,,,,3 кв. 2025 г.,,
26497125,,1-комнатная,"37,5 м²",,26 из 36,,,,,,,,,,,,,,3 м,,,,,,"12,2 м²",,,,,,,2025 г.,чистовая,
24337636,,1-комнатная,"37,5 м²","15,5 м²",26 из 46,,1,,,,,,,,,,,,"2,95 м",,монолит,,,,"12,6 м²",,закрытая,,,,есть,2 кв. 2027 г.,чистовая,
10012500,,1-комнатная,"37,5 м²","18,7 м²",3 из 30,совмещённый,1,,,,,,,,,,,,"2,88 м",,монолит,,,,"11,2 м²",на улицу,закрытая,,,,,4 кв. 2027 г.,без отделки,
18950000,,1-комнатная,"37,5 м²","13,6 м²",30 из 44,раздельный,1,Нужен ремонт,,,,,,,,,,,3 м,есть,монолит,,,,15 м²,на улицу,подземная,2021,,,,,,
24750000,,1-комнатная,"37,5 м²","6,5 м²",4 из 12,раздельный,1,Дизайнерский,,,,,,,,,,,"2,64 м",есть,панель,,,Хорошие школы,"22,5 м²",во двор,закрытая,,,центральное,есть,,,
10300000,,1-комнатная,"37,5 м²",9 м²,4 из 22,раздельный,1,,,,,,,,,,,,,есть,панель,,,,20 м²,на улицу,,,КОПЭ,центральное,есть,,,
10300000,,1-комнатная,"37,5 м²",9 м²,4 из 22,раздельный,1,Хороший,,,,,,,,,,,,есть,панель,,,,20 м²,на улицу,,,КОПЭ,центральное,есть,,,
9200000,,1-комнатная,"37,5 м²","7,3 м²",5 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,,есть,,,,,"18,9 м²",на улицу,закрытая,,П-44Т,домовая котельная,,,,
10400000,,1-комнатная,"37,5 м²",7 м²,5 из 17,совмещённый,1,,,,,,,,,,,,"2,74 м",есть,панель,,,,19 м²,во двор,,2013,П-44К,домовая котельная,,,,
25400000,,1-комнатная,"37,5 м²",11 м²,7 из 24,совмещённый,1,Черновая отделка,,,,,,,,,,,3 м,есть,монолит,,,,15 м²,во двор,подземная,2023,,,есть,,,
12000000,,1-комнатная,"37,5 м²",10 м²,8 из 17,совмещённый,1,Нужен ремонт,,,,нет,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,18 м²,на улицу,закрытая,2016,П-44К,домовая котельная,есть,,,
9611536,,1-комнатная,"37,5 м²","18,6 м²",9 из 9,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,монолит,,,,"10,5 м²",,открытая,,,,,3 кв. 2025 г.,,
10207000,,1-комнатная,"37,6 м²",,10 из 17,,,,,,,,,,,,,,,,,,,Спортивная площадка,,,,,П-44,центральное,,,,
8800551,,1-комнатная,"37,6 м²","14,1 м²",11 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"13,1 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
15246048,,1-комнатная,"37,6 м²","4,8 м²",11 из 26,,,,,,,,,,,,,сталинка,"2,85 м",есть,монолит,,,,"24,2 м²",,подземная,,,центральное,,2025 г.,без отделки,
23148816,,1-комнатная,"37,6 м²",,11 из 43,,,,,,,,,,,,,,3 м,,,,,,"10,7 м²",,,,,,,2025 г.,,
14869531,,1-комнатная,"37,6 м²",,11 из 48,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"10,3 м²",во двор,подземная,,,,,2027 г.,предчистовая,
18122476,,1-комнатная,"37,6 м²",,11 из 53,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"11,7 м²",во двор,подземная,,,,,2025 г.,предчистовая,
8947718,,1-комнатная,"37,6 м²","14,1 м²",13 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"13,1 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
9094884,,1-комнатная,"37,6 м²","14,1 м²",15 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,"13,1 м²",на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
12500000,,1-комнатная,"37,6 м²",8 м²,17 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошие школы,20 м²,во двор,закрытая,,П-44Т,центральное,есть,,,
12500000,,1-комнатная,"37,6 м²",8 м²,17 из 17,совмещённый,1,,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошие школы,20 м²,,,,П-44Т,центральное,есть,,,
15350952,,1-комнатная,"37,6 м²","4,8 м²",18 из 26,,,,,,,,,,,,,сталинка,"2,85 м",есть,монолит,,,,"24,2 м²",,подземная,,,центральное,,2025 г.,без отделки,
26378280,,1-комнатная,"37,6 м²",,18 из 36,,,,,,,,,,,,,,3 м,,,,,,"12,1 м²",,,,,,,2025 г.,чистовая,
9500000,,1-комнатная,"37,6 м²",8 м²,2 из 17,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,7 м",есть,панель,,,,19 м²,во двор,открытая,,П-44,центральное,,,,
11300000,,1-комнатная,"37,6 м²",10 м²,2 из 22,раздельный,1,Евро,,,,есть,,,,,,,,есть,панель,,,Хорошая школа,"19,6 м²",на улицу,закрытая,,КОПЭ,центральное,,,,
15557261,,1-комнатная,"37,6 м²","14,4 м²",2 из 24,совмещённый,1,,,,,,,,,,,хрущевка,"2,72 м",есть,монолит,,закрытая,,"14,3 м²",во двор,закрытая,,,центральное,,2 кв. 2027 г.,без отделки,Подлежит реновации
26425656,,1-комнатная,"37,6 м²",,20 из 36,,,,,,,,,,,,,,3 м,,,,,,"12,2 м²",,,,,,,2025 г.,чистовая,
17499999,апартаменты,1-комнатная,"37,6 м²",10 м²,27 из 27,совмещённый,1,Дизайнерский,,,,есть,,есть,,,,,"2,95 м",есть,монолит,,,Спортивная площадка,18 м²,,подземная,2020,1-515,,,,,
20194057,,1-комнатная,"37,6 м²",19 м²,27 из 30,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,кирпич-монолит,,,Спортивная площадка,"10,5 м²",во двор,подземная,2023,,,,,предчистовая,
20246096,,1-комнатная,"37,6 м²",19 м²,29 из 30,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,кирпич-монолит,,,Спортивная площадка,"10,5 м²",во двор,подземная,2023,,,,,предчистовая,
9294841,,1-комнатная,"37,6 м²","16,9 м²",3 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,4 м²",,,,,,,4 кв. 2026 г.,без отделки,
10900000,,1-комнатная,"37,6 м²","8,2 м²",4 из 10,совмещённый,1,Хороший,,,,есть,,,,,,,"2,64 м",есть,панель,,,,"18,9 м²",во двор,закрытая,,П-44,центральное,,,,
10500000,апартаменты,1-комнатная,"37,6 м²","18,4 м²",4 из 5,совмещённый,1,Евро,,,,есть,,,,,,сталинка,,,,,,,13 м²,во двор,закрытая,,,,,,,
9314736,,1-комнатная,"37,6 м²","16,9 м²",5 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,4 м²",,,,,,,4 кв. 2026 г.,без отделки,
8673400,,1-комнатная,"37,6 м²","14,3 м²",5 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,12 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
9416550,,1-комнатная,"37,6 м²","16,9 м²",6 из 16,,,,,,,,,,,,,,"2,95 м",,,,,,"10,4 м²",,,,,,,4 кв. 2026 г.,без отделки,
8743598,,1-комнатная,"37,6 м²","14,3 м²",6 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,12 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
22225661,,1-комнатная,"37,6 м²",,6 из 43,,,,,,,,,,,,,,3 м,,,,,,"10,6 м²",,,,,,,2025 г.,,
10900000,,1-комнатная,"37,6 м²","8,4 м²",9 из 17,совмещённый,1,,,,,,,,,,,,,есть,панель,,,,"18,9 м²",во двор,,,П-44,центральное,есть,,,
16900000,,1-комнатная,"37,6 м²",15 м²,9 из 26,совмещённый,1,Нужен ремонт,,,,,,,,,,,"3,1 м",есть,монолит,,,,12 м²,на улицу,подземная,2023,,,,,,
8602620,,1-комнатная,"37,7 м²","14,3 м²",11 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,14 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
10000000,,1-комнатная,"37,7 м²","9,6 м²",12 из 16,совмещённый,1,Хороший,,,,есть,,,,,,,"2,48 м",есть,панель,,,Детский сад,"18,9 м²",во двор,закрытая,,II-68,центральное,есть,,,
10800000,,1-комнатная,"37,7 м²","7,5 м²",12 из 17,совмещённый,1,Евро,,,,есть,,,,,,,,есть,панель,,,Спортивная площадка,"18,5 м²",во двор,,2015,П-44Т,центральное,есть,,,
8676399,,1-комнатная,"37,7 м²","14,3 м²",12 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,14 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
20817668,,1-комнатная,"37,7 м²",,13 из 17,,,,,,,,,,,,,,"3,3 м",есть,кирпич-монолит,,,,"25,2 м²",,закрытая,,,,,2 кв. 2027 г.,без отделки,
8750178,,1-комнатная,"37,7 м²","14,3 м²",13 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,14 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
10800000,,1-комнатная,"37,7 м²","9,1 м²",14 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,,есть,панель,,,Спортивная площадка,"18,9 м²",на улицу,закрытая,,П-44К,центральное,есть,,,
9700000,,1-комнатная,"37,7 м²","9,7 м²",14 из 19,совмещённый,1,Евро,,,,есть,,,,,,,"2,74 м",есть,панель,,,Спортивная площадка,"19,8 м²",во двор,закрытая,2015,П-44К,,есть,,,
8823957,,1-комнатная,"37,7 м²","14,3 м²",14 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,14 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
15950000,,1-комнатная,"37,7 м²",19 м²,14 из 29,раздельный,1,Нужен ремонт,,,,нет,,,,,во двор и на улицу,,,,,,,,10 м²,,подземная,2024,,,,,,
9800000,,1-комнатная,"37,7 м²",9 м²,15 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,"2,75 м",есть,панель,,,Спортивная площадка,19 м²,на улицу,закрытая,2012,П-44К,центральное,есть,,,
8897736,,1-комнатная,"37,7 м²","14,3 м²",15 из 23,,,,,,,,,,,,,,"3,4 м",есть,монолит,,закрытая,,14 м²,на улицу,закрытая,,,,,3 кв. 2026 г.,без отделки,
12500000,,1-комнатная,"37,7 м²","7,3 м²",16 из 17,,2,Дизайнерский,,,,есть,,,,,,,"2,8 м",есть,панель,,,,19 м²,во двор,закрытая,,П-44Т,центральное,есть,,,
10800000,,1-комнатная,"37,7 м²","9,1 м²",17 из 17,совмещённый,1,Евро,,,,,,,,,,,"2,74 м",есть,панель,,,Спортивная площадка,18 м²,на улицу,закрытая,2012,П-44К,центральное,есть,,,
10179000,,1-комнатная,"37,7 м²","18,8 м²",17 из 30,совмещённый,1,,,,,,,,,,,,"2,88 м",,монолит,,,,"11,2 м²",на улицу,закрытая,,,,,4 кв. 2027 г.,без отделки,
10277201,апартаменты,1-комнатная,"37,7 м²","12,2 м²",20 из 23,совмещённый,1,,,,,,,,,,,,"2,6 м",есть,монолит,,,,"13,7 м²",во двор,открытая,,,,,3 кв. 2025 г.,,
14308394,,1-комнатная,"37,7 м²","12,5 м²",23 из 30,,,,,,,,,,,,,,3 м,,монолит,,,,"13,7 м²",,,,,,,2026 г.,без отделки,
20169462,,1-комнатная,"37,7 м²",19 м²,24 из 30,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,кирпич-монолит,,,Спортивная площадка,"10,5 м²",во двор,подземная,2023,,,,,предчистовая,
15426840,,1-комнатная,"37,7 м²","4,8 м²",26 из 26,,,,,,,,,,,,,сталинка,"2,85 м",есть,монолит,,,,"24,2 м²",,подземная,,,центральное,,2025 г.,без отделки,
20247765,,1-комнатная,"37,7 м²",19 м²,27 из 30,совмещённый,1,,,,,,,,,,,,"2,87 м",есть,кирпич-монолит,,,Спортивная площадка,"10,5 м²",во двор,подземная,2023,,,,,предчистовая,
11500000,,1-комнатная,"37,7 м²","8,4 м²",3 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,9 м",есть,панель,,,,"18,9 м²",во двор,,,П-44,центральное,есть,,,
9900000,,1-комнатная,"37,7 м²","7,4 м²",3 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,75 м",есть,панель,,,Спортивная площадка,19 м²,на улицу,,,П-44Т,центральное,есть,,,
14427463,,1-комнатная,"37,7 м²",,3 из 48,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"11,7 м²",во двор,подземная,,,,,2027 г.,предчистовая,
14427602,,1-комнатная,"37,7 м²","12,5 м²",30 из 30,,,,,,,,,,,,,,3 м,,монолит,,,,"13,7 м²",,,,,,,2026 г.,без отделки,
14470666,,1-комнатная,"37,7 м²",,4 из 48,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"11,7 м²",во двор,подземная,,,,,2027 г.,предчистовая,
8155200,,1-комнатная,"37,7 м²","7,3 м²",5 из 10,,,,,,,,,,,,,,,,панель,,,Хорошая школа,"18,9 м²",во двор,,,П-44,центральное,,,,
11500000,,1-комнатная,"37,7 м²","8,4 м²",5 из 16,совмещённый,1,,,,,,,,,,,,"2,64 м",есть,панель,,,Спортивная площадка,"18,9 м²",на улицу,,,П-44,центральное,есть,,,
14490711,,1-комнатная,"37,7 м²","11,3 м²",6 из 30,,,,,,,,,,,,,,3 м,,монолит,,,,"12,9 м²",,,,,,,2026 г.,без отделки,
9000000,,1-комнатная,"37,7 м²",8 м²,7 из 17,совмещённый,1,Хороший,,,,,,,,,,,,есть,панель,,,,20 м²,на улицу,,,П-44К,,,,,
11200000,,1-комнатная,"37,7 м²","8,3 м²",7 из 17,совмещённый,1,,,,,,,,,,,,,есть,панель,,,Спортивная площадка,19 м²,на улицу,,,П-44,центральное,есть,,,
8850000,,1-комнатная,"37,7 м²","7,4 м²",7 из 17,,,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,"18,9 м²",во двор,,,П-44,центральное,есть,,,
9000000,,1-комнатная,"37,7 м²",8 м²,7 из 17,совмещённый,1,,,,,,,,,,,,,есть,панель,,,,20 м²,на улицу,,,П-44К,,есть,,,
11600000,,1-комнатная,"37,8 м²",9 м²,1 из 17,совмещённый,1,Хороший,,,,,,,,,,,,есть,панель,,,Спортивная площадка,18 м²,во двор,закрытая,,П-44,центральное,,,,
14800000,,1-комнатная,"37,8 м²","7,4 м²",10 из 17,совмещённый,1,Евро,,,,нет,,,,,,,"2,74 м",есть,панель,,,,"19,1 м²",во двор,закрытая,,П-44Т,центральное,,,,
9900000,,1-комнатная,"37,8 м²","7,4 м²",12 из 17,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,75 м",есть,панель,,,Спортивная площадка,"19,1 м²",на улицу,закрытая,,П-44Т,центральное,,,,
10000000,,1-комнатная,"37,8 м²","7,4 м²",13 из 17,совмещённый,1,Евро,,,,,,,,,,,"2,75 м",есть,панель,,,,"18,9 м²",во двор,,,П-44Т,,,,,
10206000,,1-комнатная,"37,8 м²","18,9 м²",13 из 30,совмещённый,1,,,,,,,,,,,,"2,88 м",,монолит,,,,"11,7 м²",на улицу,закрытая,,,,,4 кв. 2027 г.,без отделки,
12000000,,1-комнатная,"37,8 м²","8,2 м²",15 из 17,совмещённый,1,,есть,,,есть,,есть,,,,,"2,64 м",есть,панель,,,Хорошая школа,20 м²,во двор,закрытая,,П-44,центральное,есть,,,
18718755,,1-комнатная,"37,8 м²",,15 из 53,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"11,1 м²",во двор,подземная,,,,,2025 г.,предчистовая,
10200000,,1-комнатная,"37,8 м²",9 м²,17 из 17,совмещённый,1,Евро,,,,есть,,,,,,,"2,7 м",есть,панель,,,Спортивная площадка,19 м²,во двор,,2016,П-44К,,есть,,,
11000000,,1-комнатная,"37,8 м²",8 м²,17 из 17,совмещённый,1,Нужен ремонт,,,,,,,,,,,"2,64 м",есть,панель,,,Парк или зона отдыха,"19,1 м²",во двор,,,П-44,центральное,,,,
8800000,,1-комнатная,"37,8 м²","7,3 м²",17 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,75 м",есть,,,,,"18,9 м²",во двор,,,П-44Т,центральное,есть,,,
17950000,,1-комнатная,"37,8 м²",8 м²,2 из 17,совмещённый,1,Нужен ремонт,,,,нет,,,,,,,"2,7 м",есть,панель,,закрытая,Хорошая школа,19 м²,во двор,,,П-44Т,,,,,
24500000,,1-комнатная,"37,8 м²",7 м²,31 из 57,совмещённый,1,Чистовая отделка,,,,,,,,,,,"3,1 м",есть,кирпич-монолит,,,Спортивная площадка,"12,3 м²",на улицу,подземная,2024,,,,,,
19302561,,1-комнатная,"37,8 м²",,39 из 53,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"10,8 м²",во двор,подземная,,,,,2025 г.,предчистовая,
19317892,,1-комнатная,"37,8 м²",,39 из 53,,,,,,,,,,,,,,"2,85 м",есть,монолит,,,,"11,3 м²",во двор,подземная,,,,,2025 г.,предчистовая,
10092600,,1-комнатная,"37,8 м²","18,8 м²",4 из 30,совмещённый,1,,,,,,,,,,,,"2,88 м",,монолит,,,,"11,8 м²",на улицу,закрытая,,,,,4 кв. 2027 г.,без отделки,
12500000,,1-комнатная,"37,8 м²","18,1 м²",6 из 12,совмещённый,1,,,,,,,,,,,,"2,58 м",есть,блок,,,,16 м²,на улицу,,,,,,,,
10600000,,1-комнатная,"37,8 м²","8,4 м²",6 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,64 м",есть,панель,,,,"18,9 м²",,закрытая,,П-44,центральное,,,,
9550000,,1-комнатная,"37,8 м²","7,5 м²",7 из 14,совмещённый,1,Хороший,,,,,,,,,,,"2,6 м",есть,панель,,,Спортивная площадка,20 м²,на улицу,закрытая,,П-44Т,центральное,,,,
9500000,,1-комнатная,"37,8 м²","7,5 м²",7 из 17,,,,,,,,,,,,,,,есть,панель,,,Фитнес клуб,19 м²,во двор,открытая,,П-44Т,центральное,есть,,,
10000000,,1-комнатная,"37,8 м²","8,3 м²",8 из 17,совмещённый,1,Хороший,,,,,,,,,,,"2,7 м",есть,панель,,,Хорошие школы,"19,1 м²",во двор,,,П-44,центральное,есть,,,
10350000,,1-комнатная,"37,8 м²","8,4 м²",8 из 17,совмещённый,1,Хороший,,,,есть,,,,,,,"2,7 м",есть,панель,,,Торговый центр,19 м²,на улицу,закрытая,,П-44,центральное,есть,,,
11900000,,1-комнатная,"37,9 м²",8 м²,1 из 14,совмещённый,1,Хороший,,,,,,,,,,,,есть,панель,,,Спортивная площадка,17 м²,во двор,,,П-44,центральное,,,,
