price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Мебель,Вид из окна,Серия дома,Лифт,Материал стен,Отопление,Парковка,,Высота потолков,Балкон/лоджия,Отделка,Срок сдачи,Тип жилья,Кондиционер,Кухонная мебель,Временная эпоха,Год постройки,Интернет,Вид из окон,Реновация,Территория,Холодильник,Стиральная машина,Телевизор,Посудомойка,Консьерж
24610631,1-комнатная,"45,5 м²","21,4 м²",,15 из 17,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
24610631,1-комнатная,"45,5 м²","21,4 м²",,15 из 17,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
29693262,1-комнатная,"45,5 м²","21,4 м²",,17 из 17,,,,,на улицу,,,,,,,"3,4 м",,без отделки,2025 г.,,,,,,,,,,,,,,
33307956,1-комнатная,"45,5 м²","29,4 м²",,17 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
11329500,1-комнатная,"45,5 м²","11,4 м²","18,9 м²",3 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
11329500,1-комнатная,"45,5 м²","11,4 м²","18,9 м²",4 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
17400931,1-комнатная,"45,5 м²","23,2 м²",,41 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
21846172,1-комнатная,"45,5 м²","21,4 м²",,5 из 17,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2025 г.,,,,,,,,,,,,,,
32000000,1-комнатная,"45,5 м²",15 м²,16 м²,6 из 14,совмещённый,1,Нужен ремонт,,во двор,,есть,монолит,,подземная,,3 м,,,,,,,,2021,,,,,,,,,
23435230,1-комнатная,"45,5 м²","29,1 м²","5,4 м²",8 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
21489422,1-комнатная,"45,5 м²",,,8 из 29,,,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
11329500,1-комнатная,"45,5 м²","11,4 м²","18,9 м²",8 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
11329500,1-комнатная,"45,5 м²","11,4 м²","18,9 м²",9 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
32300000,1-комнатная,"45,6 м²","15,9 м²","21,2 м²",11 из 40,совмещённый,1,Дизайнерский,есть,на улицу,,есть,монолит,,подземная,,"3,25 м",,,,,есть,есть,,2023,,,,,,,,,
9800000,1-комнатная,"45,6 м²","25,4 м²","13,4 м²",13 из 17,раздельный,1,,,,,есть,кирпич,центральное,закрытая,,,есть,,,,,,,,,,,,,,,,
18190068,1-комнатная,"45,6 м²","16,7 м²",,13 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
18205572,1-комнатная,"45,6 м²","16,7 м²",,14 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
21981024,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",16 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22123752,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",16 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
21000000,1-комнатная,"45,6 м²",26 м²,10 м²,18 из 34,совмещённый,1,Нужен ремонт,,во двор,,есть,монолит,,подземная,,"3,2 м",есть,,,,,,,2023,,,,,,,,,
22424438,1-комнатная,"45,6 м²","30,2 м²","5,5 м²",2 из 15,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
21577920,1-комнатная,"45,6 м²","29,3 м²","5,5 м²",2 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
22145640,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",21 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22211304,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",23 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22388232,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",24 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22487184,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",27 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22408752,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",29 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22635840,1-комнатная,"45,6 м²","12,8 м²","21,4 м²",29 из 29,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,Спортивная площадка,"2,87 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
21992880,1-комнатная,"45,6 м²","24,1 м²","4,4 м²",3 из 17,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
20000160,1-комнатная,"45,6 м²","12,6 м²",,35 из 36,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
30500000,1-комнатная,"45,6 м²","14,3 м²",20 м²,4 из 16,совмещённый,1,Евро,нет,во двор,,есть,монолит,,подземная,,"2,9 м",,,,,,,,2024,,,,,,,,,
22117368,1-комнатная,"45,6 м²","29,3 м²","5,5 м²",4 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
22366344,1-комнатная,"45,6 м²","29,3 м²","5,5 м²",6 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
22988784,1-комнатная,"45,6 м²","30,2 м²","5,5 м²",7 из 15,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
11425000,1-комнатная,"45,7 м²","11,4 м²","19,1 м²",17 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
23787764,1-комнатная,"45,7 м²","25,8 м²","5,3 м²",18 из 19,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
11425000,1-комнатная,"45,7 м²","11,4 м²","19,1 м²",18 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
25660550,1-комнатная,"45,7 м²","13,5 м²","22,3 м²",2 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
21542066,1-комнатная,"45,7 м²","29,1 м²","5,5 м²",2 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
11425000,1-комнатная,"45,7 м²","11,4 м²","19,1 м²",21 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
18513527,1-комнатная,"45,7 м²","16,7 м²",,21 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
19309849,1-комнатная,"45,7 м²","15,9 м²",,35 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
19352579,1-комнатная,"45,7 м²","15,9 м²",,37 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
22456980,1-комнатная,"45,7 м²","29,1 м²","5,5 м²",4 из 25,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
23039198,1-комнатная,"45,7 м²","25,8 м²","5,3 м²",9 из 19,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
25698816,1-комнатная,"45,8 м²","25,8 м²",,10 из 17,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
28872320,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",10 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
22331691,1-комнатная,"45,8 м²","40,8 м²",,11 из 16,,,,,на улицу,,,,,,,"3,06 м",,без отделки,2027 г.,,,,,,,,,,,,,,
29847860,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",13 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
21686300,1-комнатная,"45,8 м²","25,7 м²",,14 из 18,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
30200520,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",14 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
30562340,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",15 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
21709200,1-комнатная,"45,8 м²","25,7 м²",,16 из 18,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
30933320,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",16 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
19387140,1-комнатная,"45,8 м²","12,1 м²",,16 из 59,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
31322620,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",17 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
19461107,1-комнатная,"45,8 м²","12,1 м²",,18 из 59,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
11404200,1-комнатная,"45,8 м²","8,1 м²","24,3 м²",2 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
11404200,1-комнатная,"45,8 м²",12 м²,20 м²,2 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
19700000,1-комнатная,"45,8 м²",22 м²,16 м²,21 из 24,раздельный,1,Евро,,,,есть,монолит,центральное,закрытая,Хорошая школа,,есть,,,,,,,2018,,во двор и на улицу,,,,,,,
11450000,1-комнатная,"45,8 м²","11,1 м²","18,5 м²",21 из 27,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
25435355,1-комнатная,"45,8 м²",,,26 из 28,,,,,,,,,,,,,,без отделки,2 кв. 2025 г.,,,,,,,,,,,,,,
11306773,1-комнатная,"45,8 м²","12,8 м²",22 м²,3 из 14,совмещённый,1,,,,,есть,монолит,,открытая,,"2,8 м",есть,,3 кв. 2025 г.,,,,,,,,,,,,,,
25986920,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",3 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
27452520,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",5 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
27727320,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",6 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
28276920,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",8 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
21635920,1-комнатная,"45,8 м²","25,7 м²",,9 из 18,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
28570040,1-комнатная,"45,8 м²","13,6 м²","22,3 м²",9 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
29568780,1-комнатная,"45,9 м²","13,5 м²","18,4 м²",12 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
30261870,1-комнатная,"45,9 м²","13,5 м²","18,4 м²",14 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
18235611,1-комнатная,"45,9 м²","10,7 м²",,14 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
18340951,1-комнатная,"45,9 м²","10,7 м²",,17 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
17923491,1-комнатная,"45,9 м²","14,8 м²",,4 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
28334070,1-комнатная,"45,9 м²","13,5 м²","18,4 м²",8 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
18497700,1-комнатная,"45,9 м²","10,6 м²",,9 из 15,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
24990000,1-комнатная,"45,9 м²","14,8 м²","16,8 м²",9 из 23,совмещённый,1,Черновая отделка,,на улицу,,есть,монолит,,подземная,,"3,1 м",,,2025 г.,,,,,,,,,,,,,,
27000000,1-комнатная,45 м²,14 м²,17 м²,10 из 14,совмещённый,1,Нужен ремонт,,во двор,,есть,монолит,,подземная,,3 м,,,,,,,,2023,,,,,,,,,
14000000,1-комнатная,45 м²,"23,5 м²",13 м²,11 из 12,совмещённый,1,Евро,есть,во двор,П-47,есть,панель,центральное,закрытая,Хорошая школа,,,,,,,,,,,,,,,,,,
18490050,1-комнатная,45 м²,"17,1 м²",,11 из 59,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
15000000,1-комнатная,45 м²,18 м²,12 м²,12 из 32,совмещённый,1,Евро,,во двор,,есть,монолит,центральное,подземная,Торговый центр,3 м,есть,,,,,,,,,,,,,,,,
34900000,1-комнатная,45 м²,"15,1 м²","18,6 м²",13 из 15,совмещённый,1,Дизайнерский,,на улицу,,есть,монолит,,подземная,Спортивная площадка,"3,12 м",есть,,,,,,,2022,,,,,,,,,
27558000,1-комнатная,45 м²,"13,3 м²","17,9 м²",14 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
27000000,1-комнатная,45 м²,24 м²,10 м²,15 из 32,,,Нужен ремонт,,,,есть,кирпич-монолит,,закрытая,,3 м,,,,,,,,2023,,во двор и на улицу,,,,,,,
15960572,1-комнатная,45 м²,"9,1 м²",,17 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
18975825,1-комнатная,45 м²,"17,1 м²",,18 из 59,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
8532814,1-комнатная,45 м²,14 м²,"18,3 м²",2 из 14,раздельный,1,,,,,,монолит,,открытая,,"2,8 м",,без отделки,4 кв. 2025 г.,,,,,,,,,,,,,,
22990000,1-комнатная,45 м²,21 м²,19 м²,21 из 23,совмещённый,1,Дизайнерский,есть,,,,кирпич-монолит,,,,"2,87 м",есть,,,,есть,есть,,2023,,во двор и на улицу,,,,,,,
22000000,1-комнатная,45 м²,25 м²,10 м²,21 из 28,раздельный,1,Нужен ремонт,,на улицу,,есть,монолит,,подземная,,3 м,есть,,,,,,,2021,,,,,,,,,
22000000,1-комнатная,45 м²,25 м²,10 м²,28 из 28,раздельный,1,Нужен ремонт,,на улицу,,есть,монолит,,подземная,,3 м,есть,,,,,,,2021,,,,,,,,,
26500000,1-комнатная,45 м²,"14,4 м²","17,7 м²",3 из 20,совмещённый,1,Дизайнерский,есть,во двор,,есть,монолит,,подземная,Спортивная площадка,3 м,,,,,есть,есть,,2018,,,,,,,,,
39350000,1-комнатная,45 м²,25 м²,10 м²,3 из 41,совмещённый,1,Дизайнерский,,во двор,,есть,монолит,,подземная,,3 м,,,,,,,,,,,,,,,,,
22000000,1-комнатная,45 м²,35 м²,5 м²,34 из 35,совмещённый,1,Нужен ремонт,,во двор,,есть,монолит,,подземная,Спортивная площадка,"3,1 м",,,,,,,,2022,,,,,,,,,
24588000,1-комнатная,45 м²,"13,3 м²","17,9 м²",4 из 20,раздельный,1,,,,,есть,монолит,,закрытая,,"3,38 м",,,3 кв. 2028 г.,,,,,,,,,закрытая,,,,,
14200000,1-комнатная,45 м²,"19,9 м²","19,9 м²",5 из 6,совмещённый,1,Нужен ремонт,,на улицу,,есть,кирпич,,подземная,,"2,7 м",есть,,,,,,,2018,,,,,,,,,
36000000,1-комнатная,45 м²,16 м²,20 м²,6 из 14,совмещённый,1,Евро,,во двор,,есть,монолит,,подземная,,"3,05 м",,,,,есть,,,2023,,,,,,,,,
18500000,1-комнатная,45 м²,,12 м²,7 из 13,,,Евро,есть,,1-511,,кирпич,,,Хорошие школы,,,,,,,,сталинка,,,,,,,,,,
15840000,1-комнатная,"46,1 м²","26,3 м²","15,8 м²",3 из 3,совмещённый,1,,,во двор,,,панель,,,,,есть,,,,,,,,,,,,,,,,
17621808,1-комнатная,"46,1 м²","23,2 м²",,38 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
25000000,1-комнатная,"46,1 м²",20 м²,"19,4 м²",5 из 22,совмещённый,1,Черновая отделка,,во двор,,есть,кирпич-монолит,,подземная,,"3,1 м",,,,,,,,2024,,,,,,,,,
24804780,1-комнатная,"46,2 м²","29,1 м²","8,5 м²",15 из 15,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
32384724,1-комнатная,"46,2 м²","20,3 м²",,17 из 17,,,,,на улицу,,,,,,,"3,4 м",,без отделки,2025 г.,,,,,,,,,,,,,,
23253430,1-комнатная,"46,2 м²","29,1 м²","8,5 м²",2 из 15,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
21018879,1-комнатная,"46,2 м²",,,2 из 28,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
24203111,1-комнатная,"46,2 м²","14,7 м²","18,8 м²",4 из 19,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
10500000,1-комнатная,"46,2 м²","20,2 м²",12 м²,4 из 9,совмещённый,1,,,на улицу,,есть,кирпич-монолит,,,,"2,7 м",есть,,,,,,,2018,,,,,,,,,
10500000,1-комнатная,"46,2 м²","20,2 м²",12 м²,4 из 9,совмещённый,1,Дизайнерский,,на улицу,,есть,кирпич-монолит,,закрытая,,"2,7 м",есть,,,,,,,2018,,,,,,,,,
10950000,1-комнатная,"46,3 м²","20,4 м²","8,5 м²",10 из 12,раздельный,1,,,во двор,П-46м,есть,панель,центральное,,Хорошая школа,,есть,,,,,,брежневка,,,,,,,,,,
21990000,1-комнатная,"46,3 м²",,15 м²,4 из 27,раздельный,2,Черновая отделка,нет,во двор,,есть,монолит,,,,,,,,,,,,2021,,,,,,,,,
23635674,1-комнатная,"46,3 м²","22,7 м²",,7 из 24,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
17377310,1-комнатная,"46,4 м²","31,6 м²","4,5 м²",11 из 18,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
24715902,1-комнатная,"46,4 м²","22,7 м²",,13 из 24,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
17571494,1-комнатная,"46,4 м²","31,6 м²","4,5 м²",15 из 18,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
23700000,1-комнатная,"46,4 м²",22 м²,5 м²,2 из 42,совмещённый,1,Нужен ремонт,,на улицу,,есть,кирпич-монолит,,подземная,,"3,1 м",,,,апартаменты,,,,2023,,,,,,,,,
17269430,1-комнатная,"46,4 м²","31,6 м²","4,5 м²",5 из 18,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
13200000,1-комнатная,"46,4 м²","24,5 м²",9 м²,8 из 17,совмещённый,1,Евро,есть,во двор,,есть,панель,,открытая,,"2,65 м",,,,,есть,есть,,2020,,,,,,,,,
6183924,1-комнатная,"46,5 м²","36,8 м²",7 м²,1 из 9,,,,,,,есть,кирпич-монолит,,закрытая,Спортивная площадка,"2,8 м",,без отделки,,,,,,2018,,,,закрытая,,,,,
27900000,1-комнатная,"46,5 м²","14,6 м²","18,5 м²",14 из 22,совмещённый,1,,,во двор,,есть,монолит,,,Спортивная площадка,"3,1 м",,,,,,,,2020,,,,,,,,,
27900000,1-комнатная,"46,5 м²","14,6 м²","18,5 м²",14 из 22,совмещённый,1,Дизайнерский,,во двор,,есть,монолит,,подземная,Спортивная площадка,"3,1 м",,,,,,,,2020,,,,,,,,,
11485500,1-комнатная,"46,5 м²","8,1 м²","24,9 м²",2 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
11485500,1-комнатная,"46,5 м²","8,1 м²","24,9 м²",3 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
16780616,1-комнатная,"46,5 м²","13,6 м²",,4 из 10,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
8610896,1-комнатная,"46,5 м²","10,6 м²","18,9 м²",4 из 9,раздельный,1,,,,,есть,монолит,,открытая,,"2,7 м",,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
21272877,1-комнатная,"46,6 м²",,,3 из 28,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
19456956,1-комнатная,"46,6 м²",,,6 из 28,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
16649461,1-комнатная,"46,6 м²","29,8 м²",,8 из 19,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
24739767,1-комнатная,"46,7 м²",23 м²,,10 из 24,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
19746659,1-комнатная,"46,7 м²",,,10 из 28,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
11628300,1-комнатная,"46,7 м²","8,2 м²","24,9 м²",19 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
31439655,1-комнатная,"46,7 м²",,,20 из 28,,,,,,,,,,,,,,,2 кв. 2025 г.,,,,,,,,,,,,,,
11628300,1-комнатная,"46,7 м²","8,2 м²","24,9 м²",20 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
11628300,1-комнатная,"46,7 м²","8,2 м²","24,9 м²",21 из 30,совмещённый,1,,,на улицу,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
17476219,1-комнатная,"46,7 м²","23,1 м²",,21 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
26650349,1-комнатная,"46,7 м²",,,24 из 28,,,,,,,,,,,,,,,2 кв. 2025 г.,,,,,,,,,,,,,,
25300000,1-комнатная,"46,7 м²",28 м²,13 м²,3 из 41,,2,Чистовая отделка,,на улицу,,есть,монолит,,подземная,,"3,25 м",есть,,,,,,,2023,,,,,,,,,
21101730,1-комнатная,"46,7 м²",,,8 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
24795124,1-комнатная,"46,7 м²","31,9 м²",,8 из 17,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
11653200,1-комнатная,"46,8 м²","8,4 м²","24,8 м²",19 из 27,совмещённый,1,,,,,,монолит,,закрытая,,"2,88 м",,без отделки,4 кв. 2027 г.,,,,,,,,,,,,,,
20910240,1-комнатная,"46,8 м²","27,8 м²",,4 из 45,совмещённый,1,,,во двор,,есть,кирпич-монолит,,закрытая,Спортивная площадка,3 м,,предчистовая,1 кв. 2028 г.,,,,,,,,,,,,,,
13349000,1-комнатная,"46,8 м²","32,5 м²",8 м²,7 из 23,совмещённый,1,Нужен ремонт,,на улицу,,есть,монолит,,подземная,,3 м,есть,,,апартаменты,,,,2022,,,,,,,,,
21450780,1-комнатная,"46,8 м²","27,8 м²",,7 из 45,совмещённый,1,,,во двор,,есть,кирпич-монолит,,закрытая,Спортивная площадка,3 м,,предчистовая,1 кв. 2028 г.,,,,,,,,,,,,,,
13000000,1-комнатная,46 м²,"20,1 м²",12 м²,1 из 8,совмещённый,1,Евро,есть,на улицу,,есть,кирпич,,закрытая,,"2,8 м",есть,,,,есть,есть,,2018,,,,,,,,,
32500000,1-комнатная,46 м²,26 м²,8 м²,11 из 32,совмещённый,1,Дизайнерский,есть,во двор,II-57,есть,монолит,,закрытая,,3 м,,,,,,,,2019,,,,,,,,,
16646160,1-комнатная,46 м²,26 м²,,14 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
15000000,1-комнатная,46 м²,25 м²,12 м²,18 из 25,совмещённый,1,Хороший,есть,во двор,,есть,панель,,закрытая,Хорошие школы,"2,8 м",,,,,есть,есть,,2018,,,,,,,,,
11500000,1-комнатная,46 м²,28 м²,"9,2 м²",2 из 17,раздельный,1,Хороший,,на улицу,П-3,есть,панель,центральное,закрытая,Хорошие школы,"2,7 м",,,,,,,брежневка,,,,,,,,,,
