price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Ремонт,Мебель,Вид из окна,Серия дома,Лифт,Материал стен,Отопление,Парковка,,Высота потолков,Балкон/лоджия,Отделка,Срок сдачи,Тип жилья,Кондиционер,Кухонная мебель,Временная эпоха,Год постройки,Интернет,Вид из окон,Реновация,Территория,Холодильник,Стиральная машина,Телевизор,Посудомойка,Консьерж
16900000,1-комнатная,"39,2 м²","23,2 м²",9 м²,12 из 12,совмещённый,1,Дизайнерский,есть,на улицу,,есть,панель,центральное,закрытая,Хорошая школа,"2,5 м",,,,,,,брежневка,,,,,,,,,,
9251757,1-комнатная,"39,2 м²","12,2 м²","14,9 м²",12 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
11712206,1-комнатная,"39,2 м²","15,9 м²",,13 из 19,,,Черновая отделка,,,,,,,,Спортивная площадка,,,,,,,,,2024,,,,,,,,,
16500000,1-комнатная,"39,2 м²","16,2 м²","10,5 м²",13 из 21,совмещённый,1,Евро,,во двор,,есть,монолит,,подземная,,"2,8 м",есть,,,,,,,2018,,,,,,,,,
9405186,1-комнатная,"39,2 м²","12,2 м²","14,9 м²",14 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
9481900,1-комнатная,"39,2 м²","12,2 м²","14,9 м²",15 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
19905897,1-комнатная,"39,2 м²","10,6 м²",,16 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
20084351,1-комнатная,"39,2 м²","10,6 м²",,19 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19437868,1-комнатная,"39,2 м²","20,9 м²",5 м²,2 из 13,,,,,,,есть,монолит,,закрытая,,"2,92 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
19202120,1-комнатная,"39,2 м²","20,9 м²",5 м²,2 из 13,,,,,,,есть,монолит,,закрытая,,"2,92 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
16626888,1-комнатная,"39,2 м²","20,1 м²","10,3 м²",2 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,предчистовая,2 кв. 2027 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
10500000,1-комнатная,"39,2 м²","20,9 м²","8,6 м²",2 из 9,совмещённый,1,Евро,,во двор,П-46,есть,панель,,,,,,,,,,,,,,,,,,,,,
18745832,1-комнатная,"39,2 м²","21,8 м²","5,2 м²",22 из 27,,,,,,,есть,монолит,,закрытая,,"2,92 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
18337368,1-комнатная,"39,2 м²","14,2 м²","10,3 м²",26 из 27,,,,,,,есть,монолит,,подземная,,3 м,,чистовая,2025 г.,,,,,,,,,,,,,,
18882968,1-комнатная,"39,2 м²","12,6 м²",,28 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
8308170,1-комнатная,"39,2 м²","12,2 м²","14,9 м²",3 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
10300000,1-комнатная,"39,2 м²",19 м²,9 м²,3 из 9,раздельный,1,Нужен ремонт,,во двор,,есть,панель,,закрытая,,,есть,,,,,,,,,,,,,,,,
20581221,1-комнатная,"39,2 м²","10,7 м²",,31 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
20670576,1-комнатная,"39,2 м²","10,7 м²",,34 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
11488682,1-комнатная,"39,2 м²","15,9 м²",,5 из 19,,,Черновая отделка,,,,,,,,Спортивная площадка,,,,,,,,,2024,,,,,,,,,
11950000,1-комнатная,"39,2 м²","21,4 м²","8,2 м²",5 из 5,совмещённый,1,,,во двор,,,кирпич,центральное,,,,,,,,,,,,,,Подлежит реновации,,,,,,
8446256,1-комнатная,"39,2 м²","12,2 м²","14,9 м²",6 из 23,,,,,на улицу,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
13000000,1-комнатная,"39,2 м²","17,4 м²",9 м²,7 из 22,совмещённый,1,,,во двор,И-700,есть,панель,центральное,,Хорошие школы,,есть,,,,,,,,,,,,,,,,
10200000,1-комнатная,"39,2 м²","20,9 м²","8,6 м²",8 из 12,раздельный,1,Хороший,,на улицу,П-47,есть,панель,центральное,закрытая,Хорошие школы,"2,65 м",есть,,,,,,брежневка,,,,,,,,,,
14692738,1-комнатная,"39,3 м²","12,9 м²",,14 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
10490000,1-комнатная,"39,3 м²",21 м²,"8,5 м²",2 из 14,раздельный,1,Евро,есть,во двор,П-47,есть,панель,центральное,закрытая,Хорошие школы,"2,65 м",,,,,,,,,,,,,,,,,
21698364,1-комнатная,"39,3 м²","25,3 м²","4,2 м²",34 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
18881066,1-комнатная,"39,3 м²","12,6 м²","19,6 м²",36 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
21900818,1-комнатная,"39,3 м²","25,3 м²",3 м²,43 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
21940515,1-комнатная,"39,3 м²","25,3 м²",3 м²,46 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
22019909,1-комнатная,"39,3 м²","25,3 м²",3 м²,51 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
13000000,1-комнатная,"39,3 м²","21,1 м²","8,7 м²",8 из 14,совмещённый,1,,,на улицу,П-46,есть,панель,центральное,,Хорошая школа,"2,64 м",есть,,,,,,,,,,,,,,,,
13200000,1-комнатная,"39,3 м²","21,1 м²","8,7 м²",8 из 14,совмещённый,1,Евро,есть,во двор,П-46,есть,панель,центральное,закрытая,Хорошая школа,"2,64 м",,,,,,,,,,,,,,,,,
11800000,1-комнатная,"39,4 м²",20 м²,9 м²,1 из 14,совмещённый,1,Хороший,,во двор,И-209А,есть,панель,центральное,закрытая,Хорошая школа,"2,64 м",есть,,,,,,брежневка,,,,,,,,,,
14675399,1-комнатная,"39,4 м²",20 м²,,12 из 21,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
18373417,1-комнатная,"39,4 м²","11,8 м²",,12 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19433747,1-комнатная,"39,4 м²","12,5 м²",,13 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
18485150,1-комнатная,"39,4 м²","11,8 м²","20,6 м²",14 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19554370,1-комнатная,"39,4 м²","12,5 м²",,15 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
17146880,1-комнатная,"39,4 м²","10,5 м²",,16 из 36,совмещённый,1,,,во двор,,есть,кирпич-монолит,,подземная,,"2,85 м",,без отделки,2027 г.,,,,,,,,,,,,,,
14974634,1-комнатная,"39,4 м²",20 м²,,19 из 21,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
10950000,1-комнатная,"39,4 м²",,9 м²,2 из 14,раздельный,1,Хороший,,во двор,П-55,есть,,центральное,,Хорошая школа,,,,,,,,,,,,,,,,,,
19471480,1-комнатная,"39,4 м²","22,5 м²",,21 из 59,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
16800000,1-комнатная,"39,4 м²","17,4 м²","8,8 м²",23 из 24,раздельный,1,Хороший,нет,на улицу,,есть,монолит,центральное,закрытая,Хорошая школа,"2,73 м",,,,,,,,,,,,,,,,,
19577860,1-комнатная,"39,4 м²","22,5 м²",,24 из 59,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
14392820,1-комнатная,"39,4 м²",,,3 из 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21821887,1-комнатная,"39,4 м²","11,7 м²","16,9 м²",48 из 52,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,,,,,,2024,,,,,,,,,
22020486,1-комнатная,"39,4 м²","11,7 м²","16,9 м²",51 из 52,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,,,,,,2024,,,,,,,,,
14547203,1-комнатная,"39,4 м²",20 м²,,9 из 21,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
18785147,1-комнатная,"39,5 м²",,,10 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
18785147,1-комнатная,"39,5 м²",,,10 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
21200000,1-комнатная,"39,5 м²","15,2 м²","11,9 м²",17 из 43,совмещённый,1,Нужен ремонт,,на улицу,,есть,монолит,,подземная,,"3,2 м",есть,,,,,,,2023,,,,,,,,,
10573085,1-комнатная,"39,5 м²","11,9 м²","15,2 м²",20 из 23,совмещённый,1,,,во двор,,есть,монолит,,открытая,,"2,6 м",,,1 кв. 2025 г.,апартаменты,,,,,,,,,,,,,
10639231,1-комнатная,"39,5 м²","11,9 м²","15,2 м²",23 из 23,совмещённый,1,,,во двор,,есть,монолит,,открытая,,"2,6 м",,,1 кв. 2025 г.,апартаменты,,,,,,,,,,,,,
21927778,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",27 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
21971633,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",28 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
22019476,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",29 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
17000000,1-комнатная,"39,5 м²",23 м²,12 м²,3 из 8,совмещённый,1,Нужен ремонт,,на улицу,II-18,есть,монолит,центральное,подземная,,"3,7 м",,,,апартаменты,,,сталинка,,,,,,,,,,
25826935,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",38 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,чистовая,2 кв. 2027 г.,,,,,,,,,,,,,,
19155209,1-комнатная,"39,5 м²","11,3 м²","20,8 м²",41 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
22629467,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",43 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
19407862,1-комнатная,"39,5 м²","12,3 м²",,44 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19459965,1-комнатная,"39,5 м²","12,3 м²",,45 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19547527,1-комнатная,"39,5 м²","12,3 м²",,48 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
21541052,1-комнатная,"39,5 м²","11,9 м²","18,2 м²",6 из 47,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
22510170,1-комнатная,"39,5 м²","25,8 м²",,7 из 23,,,,,,,есть,кирпич-монолит,,закрытая,,"3,3 м",,без отделки,2 кв. 2027 г.,,,,,,,,,,,,,,
11300000,1-комнатная,"39,5 м²",21 м²,"8,7 м²",8 из 9,раздельный,2,Хороший,нет,во двор,П-46,есть,,центральное,закрытая,,,,,,,,,,,,,,,,,,,
13900000,1-комнатная,"39,5 м²","16,5 м²",11 м²,9 из 13,совмещённый,1,,,на улицу,,есть,монолит,центральное,,,"2,8 м",,,,,,,,2018,,,,,,,,,
13900000,1-комнатная,"39,5 м²","16,5 м²",11 м²,9 из 13,совмещённый,1,Евро,,на улицу,,есть,монолит,,,,"2,8 м",,,,,,,,2018,,,,,,,,,
15414823,1-комнатная,"39,5 м²","11,7 м²",,9 из 21,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
22029980,1-комнатная,"39,5 м²","11,2 м²",,9 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
18829275,1-комнатная,"39,6 м²",,,10 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
19009144,1-комнатная,"39,6 м²",,,12 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
13800000,1-комнатная,"39,6 м²","17,5 м²",11 м²,17 из 19,совмещённый,1,,,на улицу,,есть,кирпич-монолит,центральное,,Торговый центр,,есть,,,,,,,2019,,,,,,,,,
14200000,1-комнатная,"39,6 м²","17,8 м²",11 м²,17 из 19,совмещённый,1,,,на улицу,,,монолит,центральное,закрытая,Торговый центр,,есть,,,,,,,2018,,,,,,,,,
10000000,1-комнатная,"39,6 м²",20 м²,9 м²,2 из 12,раздельный,1,Хороший,,во двор,П-55,есть,панель,центральное,закрытая,,"2,64 м",,,,,,,брежневка,,,,,,,,,,
17375292,1-комнатная,"39,6 м²","20,2 м²",,2 из 22,,,,,,,,,,,,"2,85 м",,,2028 г.,,,,,,,,,,,,,,
14290244,1-комнатная,"39,6 м²","12,8 м²",,2 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
19808508,1-комнатная,"39,6 м²","12,5 м²",,21 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
17196894,1-комнатная,"39,6 м²","11,1 м²",,23 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
17688330,1-комнатная,"39,6 м²","11,1 м²",,29 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
17684964,1-комнатная,"39,6 м²","11,1 м²",,32 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
21680423,1-комнатная,"39,6 м²","13,3 м²",,44 из 52,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,,,,,,2024,,,,,,,,,
22018135,1-комнатная,"39,6 м²","11,7 м²","16,9 м²",49 из 52,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,,,,,,2024,,,,,,,,,
21581208,1-комнатная,"39,6 м²","11,2 м²",,6 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
18645003,1-комнатная,"39,6 м²",,,8 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
21776396,1-комнатная,"39,6 м²","11,2 м²",,8 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
14965884,1-комнатная,"39,7 м²","13,1 м²",,10 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
18929388,1-комнатная,"39,7 м²",,,11 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
9330918,1-комнатная,"39,7 м²","14,3 м²","14,6 м²",12 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
9486304,1-комнатная,"39,7 м²","14,3 м²","14,6 м²",14 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
18780259,1-комнатная,"39,7 м²","10,9 м²",,14 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
9563996,1-комнатная,"39,7 м²","14,3 м²","14,6 м²",15 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
21461540,1-комнатная,"39,7 м²",,,16 из 25,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
15277910,1-комнатная,"39,7 м²","22,4 м²","6,8 м²",18 из 18,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
15510128,1-комнатная,"39,7 м²",11 м²,,18 из 48,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
10946450,1-комнатная,"39,7 м²","14,9 м²","13,4 м²",22 из 23,совмещённый,1,,,во двор,,есть,монолит,,открытая,,"2,6 м",,,1 кв. 2025 г.,апартаменты,,,,,,,,,,,,,
21989556,1-комнатная,"39,7 м²",,,22 из 25,,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,
21004357,1-комнатная,"39,7 м²","12,8 м²",,3 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
17776866,1-комнатная,"39,7 м²","11,1 м²",,35 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
17813985,1-комнатная,"39,7 м²","11,1 м²",,37 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
13500000,1-комнатная,"39,7 м²","15,5 м²","12,5 м²",4 из 14,совмещённый,1,Евро,есть,во двор,,есть,монолит,,подземная,,"2,74 м",есть,,,,,,,2021,,,,,,,,,
21271578,1-комнатная,"39,7 м²","15,2 м²",12 м²,4 из 17,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
18493962,1-комнатная,"39,7 м²",,,6 из 15,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2026 г.,,,,,,,,,,,,,,
14649300,1-комнатная,"39,7 м²",,,6 из 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16038138,1-комнатная,"39,7 м²","20,4 м²","10,5 м²",6 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,без отделки,2 кв. 2027 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
14878171,1-комнатная,"39,7 м²","13,1 м²",,8 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
21405248,1-комнатная,"39,7 м²","15,2 м²",12 м²,9 из 17,,,,,,,,монолит,,подземная,,,,,2025 г.,,,,,,,,,,,,,,
21890080,1-комнатная,"39,8 м²","13,5 м²",,10 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
13400000,1-комнатная,"39,8 м²",22 м²,9 м²,11 из 22,раздельный,1,Евро,,во двор,КОПЭ,есть,монолит,центральное,,Хорошие школы,"2,64 м",,,,,,,,,,,,,,,,,
22152879,1-комнатная,"39,8 м²","13,5 м²",,12 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
22286129,1-комнатная,"39,8 м²","13,5 м²",,13 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
20900000,1-комнатная,"39,8 м²",20 м²,"9,5 м²",18 из 24,совмещённый,1,Хороший,,на улицу,,есть,,,закрытая,,,есть,,,,,,,,,,,,,,,,
27993265,1-комнатная,"39,8 м²",,,19 из 25,,,,,,,,,,,,,,,2 кв. 2025 г.,,,,,,,,,,,,,,
14655532,1-комнатная,"39,8 м²",13 м²,,2 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
14659216,1-комнатная,"39,8 м²","12,3 м²",,2 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
16715515,1-комнатная,"39,8 м²","20,6 м²","10,7 м²",23 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,без отделки,2 кв. 2027 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
16744501,1-комнатная,"39,8 м²","20,6 м²","10,7 м²",24 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,без отделки,2 кв. 2027 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
15916020,1-комнатная,"39,8 м²","26,9 м²","3,3 м²",25 из 26,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
18689960,1-комнатная,"39,8 м²","11,6 м²","20,8 м²",30 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
18897572,1-комнатная,"39,8 м²","11,6 м²","20,8 м²",34 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
18773660,1-комнатная,"39,8 м²","23,6 м²",,4 из 59,,,,,,,есть,кирпич-монолит,,закрытая,,"2,85 м",,без отделки,3 кв. 2028 г.,,,,,,,,,,,,,,
19806730,1-комнатная,"39,8 м²","10,7 м²",,51 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
10500000,1-комнатная,"39,8 м²",21 м²,"8,5 м²",8 из 12,раздельный,1,Нужен ремонт,,во двор,П-43,есть,панель,,закрытая,Хорошая школа,"2,64 м",есть,,,,,,,,,,,,,,,,
15397824,1-комнатная,"39,8 м²","26,9 м²","3,3 м²",9 из 26,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
15041241,1-комнатная,"39,9 м²","12,3 м²",,10 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
9299841,1-комнатная,"39,9 м²","14,3 м²","14,6 м²",11 из 23,,,,,,,есть,монолит,,закрытая,,"3,4 м",,без отделки,3 кв. 2026 г.,,,,,,,,,закрытая,,,,,
22074954,1-комнатная,"39,9 м²","13,5 м²",,11 из 49,,,,,,,,,,,,3 м,,,2025 г.,,,,,,,,,,,,,,
8800000,1-комнатная,"39,9 м²","19,1 м²","8,4 м²",13 из 17,совмещённый,1,,,во двор,П-44,,,центральное,,Хорошие школы,,есть,,,,,,,,,,,,,,,,
16654749,1-комнатная,"39,9 м²","20,6 м²","10,7 м²",19 из 24,совмещённый,1,,,на улицу,,есть,монолит,центральное,закрытая,,"2,72 м",,без отделки,2 кв. 2027 г.,,,,хрущевка,,,,Подлежит реновации,закрытая,,,,,
15679483,1-комнатная,"39,9 м²","12,6 м²",,20 из 27,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
17205079,1-комнатная,"39,9 м²","11,4 м²",,21 из 59,,,,,,,,,,,,"2,85 м",,без отделки,2028 г.,,,,,,,,,,,,,,
14965253,1-комнатная,"39,9 м²","22,8 м²","6,6 м²",24 из 25,,,,,,,есть,монолит,центральное,подземная,,"2,85 м",,без отделки,2025 г.,,,,сталинка,,,,,,,,,,
25500000,1-комнатная,"39,9 м²","13,9 м²","15,4 м²",29 из 33,совмещённый,2,Нужен ремонт,,во двор,,есть,кирпич-монолит,,подземная,,"3,01 м",,,,,,,,2024,,,,,,,,,
18633580,1-комнатная,"39,9 м²","11,6 м²","20,8 м²",29 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19136301,1-комнатная,"39,9 м²","10,8 м²",,32 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
19245017,1-комнатная,"39,9 м²","10,8 м²","19,9 м²",34 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
14762003,1-комнатная,"39,9 м²","12,3 м²",,4 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
14889726,1-комнатная,"39,9 м²","12,3 м²",,4 из 27,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
19788967,1-комнатная,"39,9 м²","10,6 м²","19,9 м²",44 из 53,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2025 г.,,,,,,,,,,,,,,
14934131,1-комнатная,"39,9 м²","12,3 м²",,5 из 27,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
21743485,1-комнатная,"39,9 м²","24,5 м²","3,2 м²",5 из 55,,1,,,,,,монолит,,закрытая,,"2,95 м",есть,без отделки,3 кв. 2026 г.,,,,,,,,,,,,,,
14864931,1-комнатная,"39,9 м²","12,3 м²",,6 из 26,,,,,во двор,,есть,монолит,,подземная,,"2,85 м",,предчистовая,2027 г.,,,,,,,,,,,,,,
11000000,1-комнатная,"39,9 м²",,8 м²,9 из 14,раздельный,1,,есть,во двор,П-55,есть,панель,,закрытая,Спортивная площадка,,,,,,,,,,,,,,,,,,
11500000,1-комнатная,39 м²,"17,5 м²","10,5 м²",1 из 22,совмещённый,1,Хороший,есть,на улицу,И-700,есть,панель,центральное,закрытая,Хорошие школы,"2,5 м",есть,,,,,,,,,,,,,,,,
11500000,1-комнатная,39 м²,"17,5 м²","10,5 м²",1 из 22,совмещённый,1,Евро,нет,на улицу,И-700,есть,панель,центральное,,Хорошие школы,"2,5 м",есть,,,,,есть,,,,,,,,,,,есть
9390000,1-комнатная,39 м²,"20,9 м²",9 м²,1 из 9,,,Черновая отделка,нет,во двор,П-30,,панель,центральное,,Хорошая школа,"2,65 м",,,,,,,брежневка,,,,,,,,,,
9390000,1-комнатная,39 м²,"20,9 м²",9 м²,1 из 9,,,Нужен ремонт,,во двор,П-30,,панель,центральное,,Хорошая школа,"2,65 м",,,,,,,брежневка,,,,,,,,,,
