price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Балкон/лоджия,Ремонт,Вид из окон,Год постройки,Высота потолков,Лифт,Материал стен,Парковка,Мебель,Вид из окна,,Срок сдачи,Территория,Временная эпоха,Отопление,Консьерж,Отделка,Серия дома,Тип жилья,Кухонная мебель,Кондиционер,Посудомойка,Холодильник,Стиральная машина,Реновация,Интернет,Телевизор
20900000,1-комнатная,51 м²,35 м²,10 м²,13 из 47,совмещённый,1,есть,Нужен ремонт,во двор и на улицу,2024,"3,15 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,,,
22300000,1-комнатная,51 м²,23 м²,20 м²,20 из 30,,2,,Евро,,,3 м,есть,монолит,подземная,есть,во двор,Спортивная площадка,,,,,,,,,,,,,,,,
33187700,1-комнатная,"52,1 м²","15,2 м²",23 м²,11 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
34339110,1-комнатная,"52,1 м²","15,2 м²",23 м²,14 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
76270000,1-комнатная,"52,1 м²",13 м²,"26,1 м²",2 из 14,,2,,,,,"3,35 м",есть,монолит,,,во двор,Хорошие школы,4 кв. 2027 г.,закрытая,сталинка,центральное,есть,,,,,,,,,,,
34276590,1-комнатная,"52,1 м²","13,5 м²","24,9 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
19175405,1-комнатная,"52,1 м²","13,5 м²",,26 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
32156120,1-комнатная,"52,1 м²","15,2 м²",23 м²,8 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
18050384,1-комнатная,"52,2 м²","33,4 м²",,13 из 27,,,,,,,"2,85 м",есть,монолит,подземная,,во двор,,2027 г.,,,,,предчистовая,,,,,,,,,,
63702000,1-комнатная,"52,2 м²","16,5 м²",,21 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
33299410,1-комнатная,"52,3 м²","15,3 м²","22,9 м²",11 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
33675970,1-комнатная,"52,3 м²","13,6 м²","24,7 м²",12 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
28921941,1-комнатная,"52,3 м²","17,1 м²",,15 из 17,,,,,,,"3,06 м",,,,,на улицу,,2025 г.,,,,,без отделки,,,,,,,,,,
29429344,1-комнатная,"52,3 м²","17,1 м²",,16 из 17,,,,,,,"3,06 м",,,,,на улицу,,2025 г.,,,,,без отделки,,,,,,,,,,
33793006,1-комнатная,"52,3 м²","17,1 м²",,17 из 17,,,,,,,"3,4 м",,,,,на улицу,,2025 г.,,,,,без отделки,,,,,,,,,,
34810880,1-комнатная,"52,3 м²","15,8 м²","3,1 м²",2 из 13,раздельный,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
31322470,1-комнатная,"52,3 м²","15,3 м²","22,9 м²",5 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
32263870,1-комнатная,"52,3 м²","13,6 м²","24,7 м²",8 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
32263870,1-комнатная,"52,3 м²","15,3 м²","22,9 м²",8 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
18031550,1-комнатная,"52,4 м²","33,4 м²",,11 из 27,,,,,,,"2,85 м",есть,монолит,подземная,,во двор,,2027 г.,,,,,предчистовая,,,,,,,,,,
16700000,1-комнатная,"52,5 м²","22,4 м²","14,3 м²",24 из 25,раздельный,1,есть,Евро,,,"2,74 м",есть,панель,закрытая,есть,во двор,Хорошие школы,,,,центральное,,,П-44Т,,,,,,,,,
34374100,1-комнатная,"52,6 м²","14,7 м²","11,1 м²",5 из 22,совмещённый,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
19356744,1-комнатная,"52,8 м²","15,1 м²",,32 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
19491384,1-комнатная,"52,8 м²","15,3 м²",,37 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
30749999,1-комнатная,"52,8 м²","15,8 м²",,6 из 21,совмещённый,1,,,,,,,монолит,,,на улицу,,1 кв. 2025 г.,,,,,,,апартаменты,,,,,,,,
32219999,1-комнатная,"52,8 м²","15,8 м²",,8 из 21,совмещённый,1,,,,,,,монолит,,,на улицу,,1 кв. 2025 г.,,,,,,,апартаменты,,,,,,,,
34326810,1-комнатная,"52,9 м²","14,3 м²","25,7 м²",3 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
30264090,1-комнатная,"52,9 м²","12,5 м²","30,7 м²",4 из 11,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
35659890,1-комнатная,"52,9 м²","14,3 м²","25,7 м²",7 из 22,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
31538980,1-комнатная,"52,9 м²","12,5 м²","30,7 м²",8 из 11,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
30492800,1-комнатная,52 м²,"16,3 м²",10 м²,12 из 19,раздельный,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
29187600,1-комнатная,52 м²,"13,5 м²","24,6 м²",2 из 20,раздельный,1,,,,,"3,38 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
21551920,1-комнатная,52 м²,"17,1 м²",,40 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
28360800,1-комнатная,52 м²,"16,3 м²",10 м²,8 из 19,раздельный,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
18000000,1-комнатная,52 м²,30 м²,12 м²,8 из 21,совмещённый,1,есть,,,,"2,9 м",есть,монолит,,,во двор,Торговый центр,,,,центральное,,,,,,,,,,,,
32529060,1-комнатная,"53,1 м²","14,3 м²","22,9 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
34653060,1-комнатная,"53,1 м²","14,3 м²","22,8 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
11650000,1-комнатная,"53,1 м²",18 м²,"15,1 м²",3 из 16,совмещённый,1,есть,Нужен ремонт,,2015,3 м,есть,кирпич-монолит,открытая,,во двор,,,,,,,,,,,,,,,,,
30369999,1-комнатная,"53,1 м²","15,8 м²",,5 из 21,совмещённый,1,,,,,,,монолит,,,на улицу,,1 кв. 2025 г.,,,,,,,апартаменты,,,,,,,,
35927460,1-комнатная,"53,1 м²","14,3 м²",23 м²,6 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
31529999,1-комнатная,"53,1 м²","15,8 м²",,7 из 21,совмещённый,1,,,,,,,монолит,,,на улицу,,1 кв. 2025 г.,,,,,,,апартаменты,,,,,,,,
28500000,1-комнатная,"53,1 м²",14 м²,16 м²,9 из 16,совмещённый,2,есть,Нужен ремонт,во двор и на улицу,2024,3 м,есть,монолит,подземная,,,,,,,,,,,,,,,,,,,
35489720,1-комнатная,"53,2 м²","14,3 м²","6,5 м²",2 из 13,раздельный,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
20047462,1-комнатная,"53,3 м²",12 м²,,14 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
27407016,1-комнатная,"53,4 м²","30,4 м²","6,9 м²",12 из 19,,,,,,,,,монолит,подземная,,,,2025 г.,,,,,,,,,,,,,,,
32926440,1-комнатная,"53,4 м²","14,1 м²","10,2 м²",2 из 22,совмещённый,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
33225480,1-комнатная,"53,4 м²","14,3 м²","22,9 м²",3 из 22,раздельный,1,,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
26969670,1-комнатная,"53,4 м²","30,4 м²","6,9 м²",8 из 19,,,,,,,,,монолит,подземная,,,,2025 г.,,,,,,,,,,,,,,,
36898240,1-комнатная,"53,6 м²","14,4 м²","23,4 м²",8 из 22,раздельный,1,есть,,,,"3,23 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
35501070,1-комнатная,"53,7 м²","14,7 м²","11,1 м²",4 из 22,совмещённый,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
35229040,1-комнатная,"53,9 м²","14,3 м²","25,7 м²",4 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
35875840,1-комнатная,"53,9 м²","14,3 м²","25,7 м²",6 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
25000000,1-комнатная,53 м²,18 м²,21 м²,18 из 35,совмещённый,1,,Нужен ремонт,,2023,3 м,есть,,подземная,,на улицу,,,,,,,,,,,,,,,,,
34715000,1-комнатная,53 м²,"14,2 м²","10,1 м²",4 из 22,совмещённый,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
28900000,1-комнатная,53 м²,34 м²,12 м²,5 из 11,раздельный,1,,Хороший,,,,есть,монолит,подземная,есть,на улицу,Спортивная площадка,,,,центральное,,,,,,,,,,,,
10000000,1-комнатная,53 м²,"20,5 м²",12 м²,6 из 17,раздельный,1,есть,Хороший,,,"2,7 м",есть,монолит,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-111М,,,,,,,,,
36668980,1-комнатная,"54,1 м²","14,4 м²","25,8 м²",8 из 22,раздельный,1,есть,,,,"3,23 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
30428532,1-комнатная,"54,2 м²","14,6 м²",,18 из 23,,,,,,,"3,02 м",есть,кирпич-монолит,закрытая,,,,3 кв. 2025 г.,закрытая,,,есть,без отделки,,,,,,,,,,
29542462,1-комнатная,"54,4 м²","14,6 м²","21,5 м²",16 из 23,,,,,,,"3,02 м",есть,кирпич-монолит,закрытая,,,,3 кв. 2025 г.,закрытая,,,есть,без отделки,,,,,,,,,,
30106000,1-комнатная,"54,4 м²","14,5 м²",,17 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
32113440,1-комнатная,"54,4 м²","14,5 м²",,17 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
30175000,1-комнатная,"54,4 м²","14,5 м²",,18 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
30229000,1-комнатная,"54,4 м²",,,19 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
30379000,1-комнатная,"54,4 м²",,,20 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
11900000,1-комнатная,"54,4 м²","22,7 м²","14,4 м²",25 из 25,раздельный,1,,Дизайнерский,,,"2,75 м",есть,панель,открытая,есть,на улицу,Фитнес клуб,,,,,,,,,есть,,,,,,,
18551488,1-комнатная,"54,4 м²","16,1 м²",,6 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
12700000,1-комнатная,"54,5 м²",18 м²,18 м²,1 из 10,раздельный,1,,Хороший,,,,есть,панель,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-30,,,,,,,,,
18872805,1-комнатная,"54,5 м²","16,1 м²",,13 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
28322000,1-комнатная,"54,5 м²","14,5 м²","21,6 м²",8 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
18650445,1-комнатная,"54,5 м²","16,1 м²",,8 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
33890220,1-комнатная,"54,6 м²","14,2 м²","26,5 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
33562620,1-комнатная,"54,6 м²","14,3 м²","22,9 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
33562620,1-комнатная,"54,6 м²","14,3 м²","22,9 м²",2 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
34269550,1-комнатная,"54,7 м²","14,3 м²",23 м²,4 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
34326720,1-комнатная,"54,8 м²","14,3 м²",23 м²,4 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
39006450,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",10 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
39379770,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",11 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
39775050,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",12 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
29940382,1-комнатная,"54,9 м²",,,5 из 15,,,,,,,"2,85 м",есть,монолит,подземная,,во двор,,2026 г.,,,,,предчистовая,,,,,,,,,,
37304550,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",5 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
37633950,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",6 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
38644110,1-комнатная,"54,9 м²","15,4 м²","28,3 м²",9 из 18,раздельный,1,,,,,"3,36 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
15900000,1-комнатная,54 м²,29 м²,13 м²,1 из 9,раздельный,1,,,,,,есть,,,,на улицу,,,,сталинка,центральное,,,,,,,,,,,,
28823868,1-комнатная,54 м²,,,5 из 15,,,,,,,"2,85 м",есть,монолит,подземная,,во двор,,2026 г.,,,,,предчистовая,,,,,,,,,,
17500000,1-комнатная,54 м²,27 м²,"13,5 м²",8 из 14,совмещённый,1,есть,Евро,,2016,"2,7 м",есть,кирпич-монолит,открытая,есть,во двор,Спортивная площадка,,,,,,,,,есть,,,,,,,
67191000,1-комнатная,"55,1 м²","15,4 м²","22,4 м²",21 из 23,,,,,,2024,"3,02 м",есть,кирпич-монолит,закрытая,,,,,закрытая,,,есть,без отделки,,,,,,,,,,
22363712,1-комнатная,"55,1 м²","18,7 м²",,37 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
35902080,1-комнатная,"55,2 м²","14,4 м²","23,4 м²",8 из 22,раздельный,1,есть,,,,"3,23 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
35902080,1-комнатная,"55,2 м²","14,4 м²","23,4 м²",8 из 22,раздельный,1,есть,,,,"3,23 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
10250000,1-комнатная,"55,5 м²","24,9 м²","14,6 м²",9 из 12,совмещённый,1,есть,,,,,есть,кирпич-монолит,,,во двор,,,,хрущевка,,,,,,,,,,,,,
30696528,1-комнатная,"55,7 м²",,,21 из 28,,,,,,,,,,,,,,3 кв. 2025 г.,,,,,,,,,,,,,,,
71020000,1-комнатная,"55,7 м²","13,2 м²","20,5 м²",3 из 7,,2,есть,,,,"3,35 м",есть,монолит,,,на улицу,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
73070000,1-комнатная,"55,7 м²","13,2 м²","20,5 м²",4 из 7,,2,есть,,,,"3,35 м",есть,монолит,,,на улицу,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
77890000,1-комнатная,"55,7 м²","13,2 м²","20,5 м²",6 из 7,,2,есть,,,,"3,35 м",есть,монолит,,,на улицу,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
12500000,1-комнатная,55 м²,"21,7 м²",18 м²,1 из 10,раздельный,1,,,,,,,,,,,Спортивная площадка,,,,центральное,,,П-30,,есть,есть,,,,,,
21500000,1-комнатная,"56,2 м²",25 м²,12 м²,9 из 32,раздельный,1,,,,,"2,8 м",есть,монолит,подземная,есть,на улицу,Хорошие школы,,,,,,,,,,,,,,,,
17730277,1-комнатная,"56,3 м²","16,1 м²",,2 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
37985400,1-комнатная,"56,4 м²","13,3 м²","20,1 м²",1 из 22,раздельный,1,есть,,,,"6,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
18691806,1-комнатная,"56,4 м²","16,1 м²",,4 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
80940000,1-комнатная,"56,6 м²","13,3 м²","22,9 м²",3 из 7,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
83790000,1-комнатная,"56,7 м²","13,3 м²","22,9 м²",5 из 7,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
33563120,1-комнатная,"56,8 м²","17,4 м²","9,5 м²",13 из 19,раздельный,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
26500000,1-комнатная,56 м²,44 м²,7 м²,14 из 30,совмещённый,1,,Дизайнерский,,,,есть,монолит,,,во двор,Хорошая школа,,,,центральное,,,,,,,,,,,,
30000000,1-комнатная,56 м²,29 м²,15 м²,20 из 52,совмещённый,1,,Черновая отделка,,2024,"3,1 м",есть,монолит,подземная,,во двор,,,,,,,,,,,,,,,,,
31000000,1-комнатная,56 м²,22 м²,13 м²,29 из 52,совмещённый,1,,Черновая отделка,,2024,"3,1 м",есть,монолит,подземная,,во двор,,,,,,,,,,,,,,,,,
32000000,1-комнатная,56 м²,37 м²,"9,5 м²",32 из 36,совмещённый,1,,Дизайнерский,во двор и на улицу,2020,"3,2 м",есть,монолит,подземная,есть,,,,,,,,,,,есть,есть,есть,есть,есть,,,
36196410,1-комнатная,"57,3 м²","16,2 м²","6,2 м²",14 из 19,совмещённый,1,есть,,,,"3,06 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
37000000,1-комнатная,"57,4 м²",20 м²,15 м²,18 из 23,совмещённый,1,есть,Хороший,,2023,"3,1 м",есть,монолит,,,на улицу,,,,,,,,,,,,,,,,,
32211940,1-комнатная,"57,8 м²","14,8 м²","9,3 м²",10 из 19,раздельный,1,,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
38298280,1-комнатная,"57,8 м²","14,6 м²",5 м²,2 из 7,совмещённый,1,есть,,,,"3,08 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
29750000,1-комнатная,57 м²,"24,6 м²","13,1 м²",2 из 23,совмещённый,2,есть,Евро,,,,,кирпич,закрытая,,,Хорошая школа,,,,,,,,,,,,,,,,
16500000,1-комнатная,57 м²,"31,5 м²","7,9 м²",7 из 31,совмещённый,1,есть,Евро,,2018,"2,9 м",есть,монолит,подземная,есть,на улицу,,,,,центральное,,,1-510,,есть,,,,,,,
16500000,1-комнатная,58 м²,"24,5 м²","16,9 м²",7 из 10,совмещённый,1,есть,Нужен ремонт,,2019,"2,7 м",есть,монолит,подземная,,на улицу,Спортивная площадка,,,,,,,,,,,,,,,,
92540000,1-комнатная,"59,3 м²","13,7 м²","24,8 м²",8 из 14,,2,,,,,"3,35 м",есть,монолит,,,во двор,Хорошие школы,4 кв. 2027 г.,закрытая,сталинка,центральное,есть,,,,,,,,,,,
43500000,1-комнатная,"59,4 м²",28 м²,13 м²,7 из 41,,2,есть,Чистовая отделка,,2024,"3,25 м",есть,монолит,подземная,,на улицу,,,,,,,,,,,,,,,,,
93020000,1-комнатная,"60,3 м²","13,7 м²","24,8 м²",5 из 14,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,Хорошие школы,4 кв. 2027 г.,закрытая,сталинка,центральное,есть,,,,,,,,,,,
23364834,1-комнатная,"60,4 м²","20,4 м²",,44 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
23914172,1-комнатная,"60,4 м²","20,4 м²",,47 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
22990000,1-комнатная,"60,5 м²",32 м²,13 м²,23 из 25,совмещённый,1,,Евро,,,"2,8 м",есть,монолит,,,на улицу,Спортивная площадка,,,,центральное,,,,,,,,,,,,
23339181,1-комнатная,"60,6 м²","20,4 м²",,41 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
87620000,1-комнатная,"60,6 м²","13,1 м²","23,6 м²",6 из 9,,2,,,,,"3,35 м",есть,монолит,,,во двор,,4 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
21000000,1-комнатная,"60,8 м²",12 м²,28 м²,8 из 9,,2,есть,Евро,во двор и на улицу,2018,"3,1 м",есть,монолит,открытая,есть,,,,,,,,,,,есть,есть,,,,,,
78000000,1-комнатная,60 м²,18 м²,"24,5 м²",2 из 8,совмещённый,1,,Нужен ремонт,,2023,"3,2 м",есть,блок,подземная,,на улицу,,,,,,,,,,,есть,,,,,,
41623200,1-комнатная,"61,5 м²","14,7 м²","25,9 м²",1 из 22,раздельный,1,есть,,,,"6,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
23518522,1-комнатная,"61,5 м²","19,3 м²",,38 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
23457280,1-комнатная,"61,6 м²","19,4 м²",,35 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
29250000,1-комнатная,"62,2 м²",28 м²,10 м²,8 из 24,,,,,,,,,монолит,,,,Фитнес клуб,,,,центральное,,,1-511,,,,,,,,,
111450000,1-комнатная,"64,7 м²","14,4 м²","28,6 м²",12 из 14,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,Хорошие школы,4 кв. 2027 г.,закрытая,сталинка,центральное,есть,,,,,,,,,,,
35900000,1-комнатная,64 м²,"49,5 м²",5 м²,3 из 21,совмещённый,1,есть,Дизайнерский,,2023,,есть,монолит,подземная,,на улицу,,,,,,,,,,,,,,,,,
39000000,1-комнатная,64 м²,,26 м²,3 из 21,совмещённый,1,,,,2023,,есть,,подземная,,на улицу,,,,,,,,,,,,,,,,,
68000000,1-комнатная,65 м²,20 м²,26 м²,4 из 21,совмещённый,1,есть,Дизайнерский,,2023,"3,1 м",есть,кирпич-монолит,подземная,есть,на улицу,,,,,,,,,,есть,есть,,,,,,
113260000,1-комнатная,"67,9 м²","13,4 м²","32,6 м²",10 из 11,,2,есть,,,,"3,35 м",есть,монолит,,,во двор,Хорошие школы,4 кв. 2027 г.,закрытая,сталинка,центральное,есть,,,,,,,,,,,
86870000,1-комнатная,"68,6 м²","13,2 м²","30,8 м²",2 из 6,,2,есть,,,,"3,35 м",есть,монолит,,,на улицу,,3 кв. 2027 г.,закрытая,,,есть,,,,,,,,,,,
85000000,1-комнатная,71 м²,41 м²,7 м²,3 из 21,совмещённый,1,есть,Дизайнерский,,2023,"3,1 м",есть,кирпич-монолит,подземная,есть,во двор,,,,,,,,,,есть,есть,,,,,,
24870532,1-комнатная,"77,1 м²",15 м²,,2 из 22,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
25515682,1-комнатная,"79,1 м²","32,5 м²",,2 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
25919092,1-комнатная,"79,1 м²","32,5 м²",,4 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
25979604,1-комнатная,"79,1 м²","32,5 м²",,5 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,,,,,,,,,,,
71024520,1-комнатная,"98,7 м²","11,6 м²","6,2 м²",15 из 19,совмещённый,1,,,,,"3,06 м",есть,монолит,закрытая,,,,2 кв. 2025 г.,закрытая,,,,,,,,,,,,,,
64434740,2-комнатная,"100,9 м²","32,2 м²","33,3 м²",12 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
65998690,2-комнатная,"100,9 м²","32,2 м²","33,3 м²",14 из 22,раздельный,1,есть,,,,"3,23 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
71608730,2-комнатная,"100,9 м²","32,2 м²","33,3 м²",16 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
73334120,2-комнатная,"100,9 м²","32,2 м²","33,3 м²",18 из 22,раздельный,1,есть,,,,"3,07 м",есть,монолит,закрытая,,,,3 кв. 2028 г.,закрытая,,,,,,,,,,,,,,
