price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Балкон/лоджия,Ремонт,Вид из окон,Год постройки,Высота потолков,Лифт,Материал стен,Парковка,Мебель,Вид из окна,,Срок сдачи,Территория,Временная эпоха,Отопление,Консьерж,Отделка,Серия дома,Тип жилья,Кухонная мебель,Кондиционер,Посудомойка,Холодильник,Стиральная машина,Реновация,Интернет,Телевизор
15490000,2-комнатная,"50,2 м²",30 м²,"8,5 м²",2 из 12,раздельный,1,,Евро,,,"2,64 м",есть,панель,,есть,во двор,Хорошие школы,,,брежневка,центральное,,,П-47,,есть,,,есть,есть,,есть,
14400000,2-комнатная,"50,2 м²","30,6 м²",10 м²,2 из 17,раздельный,1,,Евро,,,"2,7 м",есть,панель,,,во двор,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
14700000,2-комнатная,"50,2 м²",31 м²,10 м²,6 из 16,раздельный,1,есть,,,,"2,5 м",есть,панель,,,во двор,Хорошая школа,,,брежневка,центральное,,,II-68,,,,,,,,,
13499000,2-комнатная,"50,3 м²","30,5 м²","8,1 м²",1 из 17,,,,Нужен ремонт,,,"2,64 м",есть,монолит,,есть,во двор,Хорошая школа,,,,центральное,,,П-44,,,,,,,,,
14990000,2-комнатная,"50,3 м²",33 м²,"8,6 м²",12 из 12,раздельный,1,,Хороший,во двор и на улицу,,,есть,панель,,есть,,,,,брежневка,центральное,,,П-47,,,,,,,,,
16800000,2-комнатная,"50,3 м²",30 м²,"11,2 м²",9 из 16,раздельный,1,есть,Хороший,,,"2,6 м",есть,панель,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,II-68,,,,,,,,,
17300000,2-комнатная,"50,4 м²","30,6 м²","8,4 м²",1 из 17,раздельный,1,,Хороший,,,"2,64 м",есть,панель,закрытая,,на улицу,Спортивная площадка,,,,,,,П-44,,,,,,,,,
11905146,2-комнатная,"50,4 м²","29,1 м²","5,2 м²",10 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,на улицу,,3 кв. 2026 г.,закрытая,,,,,,,,,,,,,,
12696273,2-комнатная,"50,4 м²",28 м²,"15,6 м²",18 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
27910135,2-комнатная,"50,4 м²","15,2 м²","25,1 м²",18 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,на улицу,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
12784515,2-комнатная,"50,4 м²",28 м²,"15,6 м²",19 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
11500000,2-комнатная,"50,4 м²",31 м²,"11,5 м²",2 из 14,,,,,,,,,блок,,,,Парк или зона отдыха,,,брежневка,центральное,,,И-491А,,,,,,,,,
12872758,2-комнатная,"50,4 м²",28 м²,"15,6 м²",20 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
13490000,2-комнатная,"50,4 м²","30,3 м²","8,3 м²",3 из 17,раздельный,1,есть,Нужен ремонт,,,"2,64 м",есть,панель,,есть,на улицу,,,,,центральное,есть,,П-44,,есть,,,есть,есть,,,
24499990,2-комнатная,"50,4 м²","30,5 м²","9,5 м²",5 из 12,раздельный,1,,Евро,,,"2,5 м",есть,блок,,есть,во двор,Хорошие школы,,,брежневка,центральное,,,II-68,,есть,есть,есть,есть,есть,,есть,есть
12000000,2-комнатная,"50,4 м²",32 м²,6 м²,5 из 9,раздельный,1,есть,Нужен ремонт,,,,есть,панель,,,во двор,,,,брежневка,центральное,,,1-515,,,,,,,,,
12400000,2-комнатная,"50,4 м²",,12 м²,7 из 17,раздельный,1,,Нужен ремонт,,,"2,64 м",есть,панель,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
13500000,2-комнатная,"50,4 м²",,10 м²,8 из 17,раздельный,1,,Хороший,,,"2,64 м",есть,монолит,закрытая,есть,на улицу,Хорошие школы,,,,центральное,,,П-44,,,,,,,,,
11890000,2-комнатная,"50,5 м²",30 м²,"7,5 м²",1 из 5,раздельный,1,,Хороший,,,"2,85 м",,кирпич,открытая,есть,,,,,сталинка,центральное,,,,,есть,,,,,,,
11990000,2-комнатная,"50,5 м²","30,5 м²","8,5 м²",16 из 17,раздельный,1,есть,Хороший,во двор и на улицу,,"2,65 м",есть,панель,,,,,,,,центральное,,,П-44,,,,,,,,,
11990000,2-комнатная,"50,5 м²","30,5 м²","8,5 м²",16 из 17,раздельный,1,есть,Хороший,во двор и на улицу,,"2,65 м",есть,панель,,,,,,,,центральное,,,П-44,,,,,,,,,
32000000,2-комнатная,"50,5 м²","14,4 м²",19 м²,2 из 15,раздельный,1,есть,Дизайнерский,,2019,3 м,,монолит,подземная,есть,во двор,Парк или зона отдыха,,,,,,,,,есть,есть,есть,есть,есть,,,есть
12800000,2-комнатная,"50,5 м²","29,5 м²",8 м²,4 из 14,раздельный,1,есть,,,,,,,,,на улицу,Хорошие школы,,,,центральное,,,П-46,,,,,,,,,
10324417,2-комнатная,"50,5 м²","35,6 м²","5,3 м²",4 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,без отделки,,,,,,,,,,
10382528,2-комнатная,"50,5 м²","35,6 м²","5,3 м²",5 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,без отделки,,,,,,,,,,
14400000,2-комнатная,"50,6 м²",32 м²,"8,5 м²",1 из 16,раздельный,1,,Нужен ремонт,,,"2,7 м",есть,монолит,закрытая,,на улицу,Хорошая школа,,,брежневка,центральное,,,П-44,,,,,,,,,
14400000,2-комнатная,"50,6 м²",32 м²,"8,5 м²",1 из 16,раздельный,1,,Черновая отделка,,,"2,7 м",есть,монолит,,,на улицу,Хорошая школа,,,брежневка,центральное,,,П-44,,,,,,,,,
19999000,2-комнатная,"50,6 м²",31 м²,9 м²,13 из 17,раздельный,1,есть,Нужен ремонт,,,,есть,панель,,,на улицу,Хорошие школы,,,,центральное,,,П-44,,,,,,,,,
27621836,2-комнатная,"50,6 м²","15,2 м²","25,1 м²",13 из 30,совмещённый,1,,,,,3 м,,монолит,закрытая,,на улицу,,2 кв. 2025 г.,закрытая,хрущевка,центральное,,предчистовая,,,,,,,,Подлежит реновации,,
14500000,2-комнатная,"50,6 м²","30,6 м²",8 м²,4 из 19,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
16490000,2-комнатная,"50,6 м²","28,3 м²","11,4 м²",8 из 12,совмещённый,1,есть,,,,,,панель,,,,,,,,центральное,,,II-68,,,,,,,,,
16490000,2-комнатная,"50,6 м²","28,3 м²","11,4 м²",8 из 12,совмещённый,1,есть,Хороший,,,,,,,,на улицу,,,,,центральное,,,II-68,,,,,,,,,
33400000,2-комнатная,"50,7 м²",,6 м²,11 из 15,совмещённый,1,,Дизайнерский,,2019,,есть,,подземная,,,Спортивная площадка,,,,,,,,апартаменты,,,,,,,,
22632480,2-комнатная,"50,7 м²","25,1 м²","10,3 м²",2 из 27,,,,,,,3 м,есть,монолит,подземная,,,,2025 г.,,,,,чистовая,,,,,,,,,,
14600000,2-комнатная,"50,7 м²","34,4 м²","7,2 м²",4 из 4,раздельный,1,есть,,,,,,,,,на улицу,Хорошая школа,,,,центральное,,,,,,,,,,,,
14400000,2-комнатная,"50,8 м²","30,5 м²","8,9 м²",2 из 16,,,есть,,,,,,панель,,,,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
11900000,2-комнатная,"50,8 м²",31 м²,"8,3 м²",5 из 17,раздельный,1,,Хороший,,,,есть,панель,закрытая,нет,во двор,Хорошая школа,,,,центральное,,,П-44,,,,,,,,,
15800000,2-комнатная,"50,8 м²","30,5 м²",9 м²,5 из 17,раздельный,1,есть,Евро,,,"20,64 м",есть,панель,,есть,на улицу,Спортивная площадка,,,,,есть,,П-44,,есть,есть,есть,есть,есть,,есть,есть
21800000,2-комнатная,"50,9 м²",30 м²,"8,5 м²",1 из 8,раздельный,1,,Евро,,,3 м,есть,кирпич,,есть,во двор,,,,сталинка,центральное,,,,,,,,,,,,
21800000,2-комнатная,"50,9 м²",30 м²,"8,5 м²",1 из 8,раздельный,1,,,,,3 м,есть,кирпич,,,во двор,,,,сталинка,центральное,,,,,есть,,,,,,,
13500000,2-комнатная,"50,9 м²",,10 м²,2 из 12,раздельный,1,,Хороший,,,"2,64 м",есть,панель,,есть,,Спортивная площадка,,,брежневка,центральное,,,П-47,,,,,,,,,
12900000,2-комнатная,"50,9 м²",40 м²,8 м²,2 из 14,совмещённый,1,,Хороший,,,,есть,,,есть,,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
11712088,2-комнатная,"50,9 м²","27,8 м²","7,9 м²",2 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
17000000,2-комнатная,"50,9 м²","30,8 м²","8,4 м²",4 из 18,раздельный,1,,Хороший,,,"2,64 м",есть,панель,закрытая,,во двор,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
31000000,2-комнатная,"50,9 м²",34 м²,10 м²,8 из 16,,2,,Нужен ремонт,,2023,3 м,есть,монолит,подземная,,во двор,,,,,,,,,,,есть,,,,,,
15750000,2-комнатная,50 м²,"35,4 м²","9,6 м²",10 из 14,совмещённый,1,,Дизайнерский,во двор и на улицу,,,есть,блок,,,,Хорошие школы,,,брежневка,,,,И-209А,,,,,,,,,
28000000,2-комнатная,50 м²,30 м²,"9,5 м²",14 из 27,совмещённый,1,,Дизайнерский,,2022,3 м,есть,монолит,подземная,есть,во двор,,,,,,,,,,есть,есть,,,,,,
14000000,2-комнатная,50 м²,32 м²,12 м²,16 из 18,совмещённый,1,есть,Евро,,2017,"2,64 м",есть,кирпич,закрытая,есть,во двор,Спортивная площадка,,,,,,,,,,,,,,,,
14600000,2-комнатная,50 м²,"30,3 м²",7 м²,2 из 17,раздельный,1,есть,Евро,,,"2,64 м",есть,монолит,закрытая,есть,на улицу,Спортивная площадка,,,,центральное,,,1-510,,,,,,,,,
15500000,2-комнатная,50 м²,28 м²,"8,5 м²",2 из 5,раздельный,1,,Евро,,,"2,85 м",есть,кирпич,закрытая,есть,на улицу,,,,сталинка,,,,П-44Т,,,,,,,,,
9499000,2-комнатная,50 м²,"29,3 м²",8 м²,2 из 9,раздельный,1,есть,Нужен ремонт,,,,есть,блок,,нет,на улицу,,,,брежневка,центральное,,,,,,,,,,,,
19900000,2-комнатная,50 м²,25 м²,13 м²,26 из 32,совмещённый,1,,Евро,,2018,"2,8 м",есть,,подземная,есть,на улицу,,,,,центральное,,,1-511,,,,,,,,,
10950000,2-комнатная,50 м²,"31,8 м²","8,8 м²",4 из 12,раздельный,1,есть,Хороший,,,"2,64 м",есть,блок,закрытая,,во двор,Хорошие школы,,,брежневка,центральное,,,II-18,,,,,,,,,
21850000,2-комнатная,50 м²,"28,1 м²",10 м²,8 из 17,раздельный,1,,Хороший,,,,есть,блок,,,во двор,Спортивная площадка,,,,,,,II-68,,,,,,,,,
29000000,2-комнатная,50 м²,25 м²,15 м²,9 из 16,совмещённый,1,,Дизайнерский,,2016,"3,1 м",есть,блок,подземная,есть,во двор,Спортивная площадка,,,,,,,,,есть,есть,,,,,,
9090000,2-комнатная,"51,1 м²","30,3 м²","9,8 м²",16 из 17,,,,,,,,,панель,,,,,,,,центральное,,,П-44,,,,,,,,,
19688012,2-комнатная,"51,1 м²","32,4 м²",5 м²,3 из 13,,,,,,,"2,92 м",есть,монолит,закрытая,,,,4 кв. 2027 г.,,,,,без отделки,,,,,,,,,,
11890961,2-комнатная,"51,1 м²","28,4 м²","7,7 м²",4 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
11973914,2-комнатная,"51,1 м²","28,4 м²","7,7 м²",6 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
11900000,2-комнатная,"51,1 м²","28,1 м²","11,2 м²",8 из 16,раздельный,1,есть,Нужен ремонт,,,"2,5 м",есть,панель,закрытая,,на улицу,,,,,центральное,,,II-68,,,,,,,,,
12154219,2-комнатная,"51,1 м²","28,4 м²","7,7 м²",9 из 23,,,,,,,"3,4 м",есть,монолит,закрытая,,во двор,,3 кв. 2026 г.,закрытая,,,,чистовая,,,,,,,,,,
15300000,2-комнатная,"51,2 м²",30 м²,"8,3 м²",12 из 17,раздельный,1,есть,,,,"2,64 м",есть,панель,,,,Парк или зона отдыха,,,,центральное,,,П-44,,,есть,,,,,,
23200000,2-комнатная,"51,2 м²",30 м²,9 м²,3 из 17,совмещённый,1,есть,Хороший,,,"2,7 м",есть,блок,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,,,,,,,,,,
22395000,2-комнатная,"51,2 м²","30,1 м²","9,6 м²",3 из 17,раздельный,1,есть,Хороший,,,"2,75 м",есть,панель,закрытая,,на улицу,Спортивная площадка,,,,центральное,,,П-44Т,,,,,,,,,
12042218,2-комнатная,"51,2 м²","27,1 м²","10,5 м²",5 из 9,совмещённый,1,,,,,"2,7 м",есть,монолит,открытая,,,,4 кв. 2025 г.,,,,,,,,,,,,,,,
23000000,2-комнатная,"51,2 м²","31,6 м²","8,3 м²",8 из 9,,,,,,,,,кирпич,,,,Хорошая школа,,,брежневка,,,,,,,,,,,,,
14965098,2-комнатная,"51,2 м²","21,6 м²","15,7 м²",9 из 14,совмещённый,1,есть,,,,"2,8 м",есть,монолит,открытая,,,,3 кв. 2025 г.,,,,,,,,,,,,,,,
12000000,2-комнатная,"51,2 м²","30,6 м²","9,6 м²",9 из 17,раздельный,1,,Нужен ремонт,,,"2,74 м",есть,панель,закрытая,нет,во двор,Спортивная площадка,,,,центральное,,,П-44Т,,,,,,,,,
22400000,2-комнатная,"51,3 м²","30,7 м²","9,7 м²",16 из 17,раздельный,1,,Евро,,,"2,7 м",есть,панель,закрытая,есть,во двор,Хорошая школа,,,,центральное,,,П-44Т,,,,,,,,,
12550000,2-комнатная,"51,3 м²","30,7 м²","9,7 м²",2 из 17,раздельный,1,,Хороший,,,,есть,монолит,,,на улицу,Спортивная площадка,,,,центральное,,,П-44Т,,,,,,,,,
11000000,2-комнатная,"51,3 м²",32 м²,"9,6 м²",3 из 12,раздельный,1,,,,,,есть,панель,,,на улицу,Хорошая школа,,,брежневка,центральное,,,II-68,,,,,,,,,
11000000,2-комнатная,"51,3 м²","31,2 м²","9,5 м²",3 из 12,раздельный,1,,Хороший,,,"2,5 м",есть,панель,закрытая,есть,во двор,Хорошая школа,,,брежневка,центральное,,,II-68,,,,,,,,,
18500000,2-комнатная,"51,3 м²","26,1 м²",10 м²,4 из 29,,2,есть,Черновая отделка,,2023,,,монолит,,,,,,,,,,,,,,,,,,,,
18500000,2-комнатная,"51,3 м²","26,1 м²",10 м²,4 из 29,совмещённый,2,есть,Нужен ремонт,,2023,,,монолит,,,во двор,,,,,,,,,,,,,,,,,
24999000,2-комнатная,"51,3 м²","31,8 м²",8 м²,4 из 7,,,,Евро,,,3 м,есть,кирпич,закрытая,есть,во двор,,,,сталинка,центральное,,,,,,,,,,,,
11999999,2-комнатная,"51,3 м²",31 м²,"9,7 м²",5 из 12,раздельный,1,,Хороший,,,"2,48 м",есть,панель,закрытая,,на улицу,Спортивная площадка,,,,центральное,,,II-68,,,,,,,,,
12650000,2-комнатная,"51,4 м²",31 м²,"8,5 м²",10 из 12,,,,,,,,,панель,,,,,,,,центральное,,,,,,,,,,,,
13500000,2-комнатная,"51,4 м²",32 м²,9 м²,10 из 12,раздельный,1,,,,,,есть,панель,,,на улицу,,,,,,,,,,,,,,,,,
15700000,2-комнатная,"51,4 м²","31,2 м²",9 м²,16 из 17,раздельный,1,есть,,,,,есть,панель,,,во двор,,,,,центральное,,,П-44/17,,,,,,,,,
15900000,2-комнатная,"51,4 м²","29,1 м²",11 м²,4 из 16,раздельный,1,есть,Хороший,,,"2,6 м",есть,,закрытая,,во двор,Хорошие школы,,,,центральное,,,II-68,,,,,,,,,
17500000,2-комнатная,"51,5 м²",31 м²,8 м²,4 из 9,,,,,,,,,панель,,,,,,,брежневка,,,,1-МГ-601,,,,,,,,,
13200000,2-комнатная,"51,5 м²","30,5 м²","9,8 м²",5 из 17,раздельный,1,есть,Нужен ремонт,,,,есть,блок,,есть,на улицу,,,,,центральное,,,П-44Т,,,,,,,,,
20300000,2-комнатная,"51,6 м²",30 м²,9 м²,12 из 21,совмещённый,1,есть,,,,"2,8 м",есть,монолит,,,на улицу,Спортивная площадка,,,,центральное,,,,,,,,,,,,
18544008,2-комнатная,"51,6 м²","23,2 м²",,2 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
8700000,2-комнатная,"51,6 м²","27,1 м²",11 м²,2 из 9,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,
19276470,2-комнатная,"51,6 м²","23,2 м²",,4 из 59,,,,,,,"2,85 м",,,,,,,2028 г.,,,,,без отделки,,,,,,,,,,
24800000,2-комнатная,"51,7 м²","25,6 м²","17,2 м²",12 из 30,совмещённый,1,,Нужен ремонт,,2024,"2,85 м",есть,монолит,,,на улицу,,,,,,,,,,,,,,,,,
15000000,2-комнатная,"51,7 м²",36 м²,"8,6 м²",19 из 22,раздельный,1,есть,Черновая отделка,,,"2,75 м",есть,кирпич,,,на улицу,,,,,центральное,,,C-222,,,,,,,,,
16400000,2-комнатная,"51,7 м²",,13 м²,3 из 16,раздельный,1,есть,Дизайнерский,,,"2,7 м",есть,панель,,есть,во двор,Парк или зона отдыха,,,,центральное,,,II-68,,есть,,есть,есть,есть,,есть,
15500000,2-комнатная,"51,7 м²","31,8 м²","9,9 м²",4 из 16,совмещённый,1,есть,Евро,,,"2,7 м",есть,панель,,,во двор,,,,,центральное,,,II-68,,,,,,,,,
20600000,2-комнатная,"51,7 м²",38 м²,7 м²,8 из 12,раздельный,1,,Хороший,во двор и на улицу,,"2,48 м",есть,панель,закрытая,есть,,Фитнес клуб,,,брежневка,центральное,,,II-68,,,,,,,,,
20000000,2-комнатная,"51,7 м²","30,5 м²","8,6 м²",9 из 12,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,закрытая,есть,во двор,Спортивная площадка,,,брежневка,,,,П-30,,,,,,,,,
15700000,2-комнатная,"51,8 м²",32 м²,9 м²,1 из 12,раздельный,1,,Хороший,,,"2,64 м",есть,панель,закрытая,,во двор,,,,брежневка,центральное,,,П-47,,,,,,,,,
13312600,2-комнатная,"51,8 м²","20,1 м²","18,6 м²",13 из 21,,,,,,,,,монолит,,,,,4 кв. 2026 г.,,,,,,,,,,,,,,,
13519800,2-комнатная,"51,8 м²","20,1 м²","18,6 м²",15 из 21,,,,,,,,,монолит,,,,,4 кв. 2026 г.,,,,,,,,,,,,,,,
13727000,2-комнатная,"51,8 м²","19,6 м²","18,6 м²",17 из 21,,,,,,,,,монолит,,,,,4 кв. 2026 г.,,,,,,,,,,,,,,,
13986000,2-комнатная,"51,8 м²","20,1 м²","18,6 м²",19 из 21,,,,,,,,,монолит,,,,,4 кв. 2026 г.,,,,,,,,,,,,,,,
13600000,2-комнатная,"51,8 м²","30,2 м²","8,6 м²",2 из 12,совмещённый,1,есть,,,,,,,,,на улицу,Хорошие школы,,,брежневка,центральное,,,П-30,,,,,,,,,
12000000,2-комнатная,"51,8 м²","31,5 м²","9,8 м²",6 из 12,раздельный,1,,,,,,есть,панель,,,на улицу,Спортивная площадка,,,,центральное,,,II-68,,,,,,,,,
10900000,2-комнатная,"51,9 м²","30,2 м²","8,5 м²",10 из 12,,,,,,,,,,,,,,,,,центральное,,,П-46,,,,,,,,,
29800000,2-комнатная,"51,9 м²","29,8 м²",7 м²,2 из 8,совмещённый,1,есть,Хороший,во двор и на улицу,,"2,7 м",есть,кирпич,,,,Хорошая школа,,,,центральное,,,,,,,,,,,,
12151508,2-комнатная,"51,9 м²","32,4 м²",7 м²,5 из 9,совмещённый,1,,,,,"2,7 м",есть,монолит,открытая,,,,3 кв. 2025 г.,,,,,,,,,,,,,,,
14300000,2-комнатная,51 м²,"30,4 м²","7,3 м²",1 из 9,раздельный,1,есть,Евро,,,"2,64 м",есть,панель,закрытая,есть,во двор,Хорошая школа,,,брежневка,центральное,,,II-57,,,,,,,,,
22100000,2-комнатная,51 м²,30 м²,"9,3 м²",10 из 17,раздельный,1,,Нужен ремонт,,,"2,64 м",есть,панель,закрытая,,,Хорошие школы,,,,,,,П-44,,,,,,,,,
12750000,2-комнатная,51 м²,31 м²,9 м²,12 из 17,раздельный,1,есть,Черновая отделка,,,,есть,панель,,,во двор,Спортивная площадка,,,,центральное,,,П-44,,,,,,,,,
15750000,2-комнатная,51 м²,,8 м²,14 из 17,раздельный,1,есть,Хороший,во двор и на улицу,,"2,7 м",есть,панель,закрытая,есть,,Фитнес клуб,,,,,,,П-44Т,,,,,,,,,
16100000,2-комнатная,51 м²,"27,2 м²","9,3 м²",16 из 17,раздельный,1,,Хороший,во двор и на улицу,,,есть,монолит,,есть,,Хорошая школа,,,,центральное,,,,,,,,,,,,
11600000,2-комнатная,51 м²,29 м²,"10,8 м²",2 из 14,раздельный,1,есть,Хороший,,2021,,есть,монолит,,,во двор,,,,,,,,,,,,,,,,,
11600000,2-комнатная,51 м²,29 м²,"10,8 м²",2 из 14,раздельный,1,есть,,,2021,,есть,монолит,,,во двор,,,,,,,,,,,,,,,,,
12450000,2-комнатная,51 м²,34 м²,10 м²,2 из 16,,2,,Нужен ремонт,,2021,"2,9 м",есть,монолит,подземная,,на улицу,,,,,,,,,,,,,,,,,
14800000,2-комнатная,51 м²,"30,4 м²",12 м²,3 из 14,раздельный,1,есть,,,,,есть,панель,,,на улицу,,,,,центральное,,,П-44Т,,,,,,,,,
13200000,2-комнатная,51 м²,32 м²,9 м²,3 из 17,раздельный,1,,Нужен ремонт,,,"2,64 м",есть,панель,закрытая,нет,во двор,Хорошая школа,,,,центральное,,,П-44,,,,,,,,,
16000000,2-комнатная,51 м²,30 м²,10 м²,3 из 17,раздельный,1,есть,Евро,,,,есть,панель,,,во двор,,,,,центральное,,,П-44Т,,,,,,,,,
31000000,2-комнатная,51 м²,25 м²,15 м²,33 из 41,совмещённый,1,,Чистовая отделка,во двор и на улицу,2023,"3,1 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,,,
26000000,2-комнатная,51 м²,28 м²,10 м²,4 из 10,совмещённый,1,,Евро,,,3 м,есть,кирпич,,,во двор,Хорошие школы,,,сталинка,центральное,,,,,,,,,,,,
40000000,2-комнатная,51 м²,14 м²,25 м²,5 из 14,совмещённый,1,,Дизайнерский,,2021,3 м,есть,монолит,подземная,есть,на улицу,,,,,,,,,,есть,есть,,,,,,
23000000,2-комнатная,51 м²,30 м²,7 м²,5 из 5,совмещённый,1,есть,,,,"2,6 м",,кирпич,,,на улицу,,,,сталинка,центральное,,,,,,,,,,,,
22500000,2-комнатная,51 м²,"28,8 м²",8 м²,8 из 8,раздельный,1,есть,,,,,,кирпич,,есть,на улицу,Хорошая школа,,закрытая,сталинка,центральное,,,,,есть,есть,,есть,,,есть,
22500000,2-комнатная,51 м²,"28,8 м²",8 м²,8 из 8,совмещённый,1,есть,Евро,,,,,кирпич,,есть,на улицу,Хорошая школа,,,сталинка,центральное,,,,,,,,,,,,
17900000,2-комнатная,"52,1 м²","30,2 м²",9 м²,11 из 12,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,открытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-30,,,,,,,,,
17900000,2-комнатная,"52,1 м²","30,2 м²",9 м²,11 из 12,раздельный,1,есть,,,,"2,64 м",есть,панель,закрытая,есть,во двор,Спортивная площадка,,,,центральное,,,П-30,,есть,есть,,,,,,
16000000,2-комнатная,"52,1 м²","31,2 м²","10,5 м²",12 из 16,совмещённый,1,есть,Хороший,,,"2,55 м",есть,,закрытая,,на улицу,,,,,,,,,,,,,,,,,
13000000,2-комнатная,"52,1 м²","30,4 м²","8,7 м²",6 из 14,раздельный,1,есть,,,,,есть,панель,,,во двор,,,,,центральное,,,П-55,,,,,,,,,
13500000,2-комнатная,"52,2 м²","30,4 м²","8,6 м²",10 из 14,раздельный,1,есть,,,,,есть,панель,,,во двор,Хорошие школы,,,,центральное,,,П-30,,,,,,,,,
10500000,2-комнатная,"52,2 м²",30 м²,10 м²,11 из 14,совмещённый,1,есть,Нужен ремонт,,,3 м,есть,кирпич-монолит,открытая,,во двор,,,,,,,,,,,,,,,,,
8700000,2-комнатная,"52,2 м²","26,6 м²",8 м²,11 из 17,раздельный,1,есть,,,,"2,65 м",есть,,закрытая,,во двор,,,,,,,,,,,,,,,,,
14000000,2-комнатная,"52,2 м²","29,8 м²",8 м²,12 из 14,раздельный,1,есть,Евро,во двор и на улицу,,"2,65 м",есть,панель,закрытая,есть,,Спортивная площадка,,,,центральное,,,П-55,,,,,,,,,
12000000,2-комнатная,"52,2 м²",30 м²,"8,2 м²",16 из 16,раздельный,1,есть,Хороший,,,"2,64 м",есть,панель,закрытая,,во двор,Хорошие школы,,,брежневка,центральное,,,П-43,,,,,,,,,
13500000,2-комнатная,"52,2 м²","30,4 м²","8,7 м²",7 из 12,раздельный,1,есть,Нужен ремонт,,,,есть,панель,закрытая,,во двор,Хорошие школы,,,брежневка,центральное,,,П-30,,,,,,,,,
13550000,2-комнатная,"52,2 м²","30,5 м²","8,8 м²",9 из 14,раздельный,1,есть,,,,"2,7 м",есть,панель,,,во двор,Спортивная площадка,,,,центральное,,,П-46,,,,,,,,,
36000000,2-комнатная,"52,3 м²",19 м²,10 м²,4 из 21,совмещённый,1,,Дизайнерский,,2020,3 м,есть,кирпич-монолит,,,,,,,,,,,,,,,,,,,,
23650000,2-комнатная,"52,3 м²","30,7 м²","9,2 м²",6 из 12,раздельный,1,есть,,,,,есть,панель,,,во двор,Хорошая школа,,,брежневка,центральное,,,П-30,,,,,,,,,
13400000,2-комнатная,"52,3 м²",30 м²,9 м²,7 из 14,раздельный,1,есть,,,,,,,,,во двор,Спортивная площадка,,,,центральное,,,П-30,,,,,,,,,
19000000,2-комнатная,"52,4 м²","28,5 м²","11,3 м²",10 из 16,раздельный,1,есть,Хороший,,,"2,65 м",есть,панель,закрытая,нет,,Хорошие школы,,,,,,,II-68,,,,,,,,,
12869316,2-комнатная,"52,4 м²","22,2 м²","15,7 м²",3 из 16,,,,,,,"2,95 м",,,,,,,4 кв. 2026 г.,,,,,без отделки,,,,,,,,,,
14261416,2-комнатная,"52,4 м²","22,2 м²","15,7 м²",3 из 16,,,,,,,"2,95 м",,,,,,,4 кв. 2026 г.,,,,,чистовая,,,,,,,,,,
14274776,2-комнатная,"52,4 м²","22,2 м²","15,7 м²",4 из 16,,,,,,,"2,95 м",,,,,,,4 кв. 2026 г.,,,,,чистовая,,,,,,,,,,
14430398,2-комнатная,"52,4 м²","22,2 м²","15,7 м²",6 из 16,,,,,,,"2,95 м",,,,,,,4 кв. 2026 г.,,,,,чистовая,,,,,,,,,,
14200000,2-комнатная,"52,5 м²",30 м²,9 м²,10 из 12,совмещённый,1,есть,Хороший,во двор и на улицу,,"2,7 м",есть,панель,открытая,есть,,Фитнес клуб,,,брежневка,центральное,,,П-46,,,,,,,,,
