price,Комнатность,Площадь квартиры,Этаж,Отделка,Вид из окна,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Кол-во санузлов,Балкон/лоджия,Санузел,Ремонт,Мебель,Кухонная мебель,Отопление,,Тип жилья,Год постройки,Консьерж,Территория,Вид из окон,Временная эпоха,Серия дома,Кондиционер,Реновация,Посудомойка,Холодильник,Интернет,Телевизор,Стиральная машина
14598900,,27 м²,3 из 27,без отделки,во двор,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,"14,6 м²",,1,,совмещённый,,,,,Спортивная площадка,,,,,,,,,,,,,,
16000000,,27 м²,30 из 52,,на улицу,,"3,1 м",есть,монолит,подземная,15 м²,,1,,совмещённый,Нужен ремонт,,,,,,2024,,,,,,,,,,,,
8750000,,27 м²,5 из 11,,во двор,,4 м,есть,,закрытая,20 м²,,1,,совмещённый,Дизайнерский,есть,,,,апартаменты,,,,,брежневка,,,,,,,,
7987843,,27 м²,5 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,3 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8048112,,27 м²,6 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,3 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7971732,,27 м²,6 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,7 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8350000,,27 м²,7 из 11,,на улицу,,4 м,есть,,закрытая,20 м²,,1,,совмещённый,Евро,есть,,,,апартаменты,,,,,брежневка,,,,,,,,
18000000,,27 м²,7 из 13,,во двор,,"3,1 м",есть,монолит,подземная,,,3,,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
8048905,,27 м²,8 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,7 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8161167,,27 м²,8 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,3 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8087386,,27 м²,9 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"11,7 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7366249,,"28,1 м²",12 из 23,без отделки,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"13,5 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
18887646,,"28,2 м²",11 из 17,без отделки,,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,"12,9 м²",,,,,,,,,,,,,,,,,,,,,,,
7994993,,"28,2 м²",13 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,1 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
9500000,,"28,2 м²",15 из 22,,на улицу,,3 м,есть,монолит,подземная,15 м²,,1,,совмещённый,Дизайнерский,есть,есть,,,апартаменты,2022,,,,,,есть,,,,,,
17990250,,"28,2 м²",4 из 17,без отделки,,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,"12,9 м²",,,,,,,,,,,,,,,,,,,,,,,
18659940,,"28,2 м²",9 из 17,без отделки,,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,"12,9 м²",,,,,,,,,,,,,,,,,,,,,,,
14000000,,"28,3 м²",13 из 26,,во двор,,3 м,есть,монолит,подземная,15 м²,,1,,совмещённый,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
7405226,,"28,3 м²",7 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7307207,,"28,4 м²",5 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"13,3 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
11950000,,"28,4 м²",6 из 24,,на улицу,,"2,8 м",есть,монолит,подземная,"15,2 м²",,1,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2021,,,,,,,,,,,,
7708179,,"28,5 м²",10 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7696247,,"28,5 м²",11 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7742411,,"28,5 м²",13 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
14000000,,"28,5 м²",14 из 15,,на улицу,,,есть,монолит,,,,1,,совмещённый,Евро,есть,есть,,,,,,закрытая,,,,,,,есть,есть,,есть
7861099,,"28,5 м²",15 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7496163,,"28,5 м²",4 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7526398,,"28,5 м²",6 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"13,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7559381,,"28,5 м²",6 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7602546,,"28,5 м²",7 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
8578500,,"28,5 м²",7 из 30,без отделки,на улицу,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"12,9 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
16500000,,"28,5 м²",8 из 23,,,,"3,1 м",есть,монолит,подземная,"15,5 м²",,1,,совмещённый,Черновая отделка,,,,,,2024,,,во двор и на улицу,,,,,,,,,
7629844,,"28,5 м²",8 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
8578500,,"28,5 м²",8 из 30,без отделки,на улицу,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"12,9 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
7252470,,"28,5 м²",9 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,1 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7429177,,"28,7 м²",10 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7554989,,"28,7 м²",12 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7743706,,"28,7 м²",15 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7976025,,"28,7 м²",16 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,6 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7710473,,"28,8 м²",11 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,12 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
15410880,,"28,8 м²",14 из 18,без отделки,,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,"11,7 м²",,,,,,,,,,,,,,,,,,,,,,,
8023188,,"28,8 м²",19 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8086312,,"28,8 м²",20 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
9300000,,"28,8 м²",9 из 25,,на улицу,,,,,,,,1,есть,совмещённый,Хороший,,,,,,2024,,,,,,,,,,,,
18123361,,"28,9 м²",12 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
18181450,,"28,9 м²",13 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
14499000,,"28,9 м²",5 из 9,,на улицу,,"2,5 м",есть,кирпич,,18 м²,,1,есть,совмещённый,,,,центральное,Хорошие школы,,,,,,брежневка,II-29,,,,,,,
18500000,,28 м²,16 из 20,,во двор,,3 м,есть,кирпич-монолит,,,,2,,раздельный,Черновая отделка,нет,,,,,2024,,закрытая,,,,,,,,,,
15248800,,28 м²,16 из 27,без отделки,во двор,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,15 м²,,1,,совмещённый,,,,,Спортивная площадка,,,,,,,,,,,,,,
10750000,,28 м²,19 из 32,,во двор,,"2,8 м",есть,,закрытая,16 м²,,1,,совмещённый,Евро,,,центральное,,,2018,,,,,1-511,,,,,,,
15500000,,28 м²,19 из 39,,во двор,,"2,85 м",есть,монолит,подземная,"26,8 м²",,1,,совмещённый,Дизайнерский,есть,,,,,2019,,,,,,,,,,,,
16248242,,28 м²,2 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
12499000,,28 м²,21 из 33,,на улицу,,,есть,,подземная,18 м²,,1,,совмещённый,Дизайнерский,есть,,,Детский сад,апартаменты,2023,,,,,,,,,,,,
21500000,,28 м²,3 из 52,,на улицу,,"2,9 м",есть,монолит,подземная,,,1,,совмещённый,Евро,нет,,,,,2020,,,,,,,,,,,,
21500000,,28 м²,4 из 51,,во двор,,3 м,есть,монолит,подземная,15 м²,,1,,совмещённый,Хороший,,,,,,2020,,,,,,,,,,,,
12840998,,28 м²,5 из 31,без отделки,во двор,2 кв. 2027 г.,"2,72 м",есть,монолит,закрытая,"14,3 м²",,1,,совмещённый,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
7361492,,28 м²,7 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,6 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
17700000,,28 м²,8 из 42,,во двор,,3 м,есть,монолит,,,,1,,совмещённый,Дизайнерский,есть,есть,,,,2023,есть,закрытая,,,,есть,,есть,есть,есть,есть,есть
7800104,,"29,1 м²",10 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,8 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
7920015,,"29,1 м²",12 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,8 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8039926,,"29,1 м²",14 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,8 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8099881,,"29,1 м²",15 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"12,8 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8875500,,"29,1 м²",18 из 30,без отделки,на улицу,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"13,2 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
8875500,,"29,1 м²",19 из 30,без отделки,на улицу,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"13,2 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
8875500,,"29,1 м²",20 из 30,без отделки,на улицу,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"13,2 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
9636000,,"29,2 м²",1 из 4,,,,"2,7 м",,кирпич,закрытая,20 м²,,1,есть,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
15283280,,"29,2 м²",2 из 18,без отделки,,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,"15,7 м²",,,,,,,,,,,,,,,,,,,,,,,
7155394,,"29,2 м²",8 из 23,без отделки,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,15 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
7270597,,"29,2 м²",9 из 23,без отделки,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,15 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,
16000000,,"29,3 м²",3 из 22,,на улицу,2025 г.,"3,25 м",есть,кирпич-монолит,подземная,13 м²,,1,,совмещённый,Черновая отделка,,,,,,,,,,,,,,,,,,
8163022,,"29,4 м²",21 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"10,4 м²",,1,,,,,,,,,,,закрытая,,,,,,,,,,
8276437,,"29,4 м²",22 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"10,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
17979309,,"29,5 м²",13 из 28,,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18445057,,"29,5 м²",16 из 28,,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22071716,,"29,5 м²",18 из 28,,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22449640,,"29,5 м²",19 из 28,,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22718682,,"29,5 м²",21 из 28,,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511000,,"29,5 м²",4 из 8,,на улицу,,"3,3 м",,монолит,закрытая,25 м²,,1,есть,совмещённый,Черновая отделка,,,,,апартаменты,,,,,,,,,,,,,
18165812,,"29,7 м²",12 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
18347888,,"29,7 м²",14 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
8000000,,"29,7 м²",2 из 4,,во двор,,"2,7 м",есть,кирпич,закрытая,19 м²,,1,,совмещённый,Дизайнерский,есть,,,,апартаменты,,,,,,,,,,,,,
17200000,,"29,7 м²",30 из 34,,на улицу,,,есть,монолит,,18 м²,,1,,совмещённый,,,,,,,2023,,,,,,,,,,,,
17837479,,"29,7 м²",9 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
7987735,,"29,8 м²",10 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8049132,,"29,8 м²",11 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8110531,,"29,8 м²",12 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8171929,,"29,8 м²",13 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8233326,,"29,8 м²",14 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
8294724,,"29,8 м²",15 из 23,чистовая,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,4 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
9801000,,"29,8 м²",3 из 4,,,,"2,7 м",,кирпич,закрытая,20 м²,,1,есть,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
15500000,,"29,8 м²",3 из 6,,,,"2,8 м",есть,монолит,,20 м²,,1,,совмещённый,,,,,,,2020,,,,,,,,,,,,
15500000,,"29,8 м²",3 из 6,,,,"2,8 м",есть,монолит,подземная,"18,8 м²",,1,,совмещённый,Евро,есть,,,,,2020,,,во двор и на улицу,,,,,,,,,
10395000,,"29,8 м²",4 из 4,,,,"2,7 м",,кирпич,закрытая,20 м²,,1,есть,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
12700000,,"29,8 м²",5 из 33,,во двор,,"2,7 м",есть,монолит,подземная,11 м²,,1,есть,совмещённый,Черновая отделка,,,,,,2023,,,,,,,,,,,,
12770611,,"29,8 м²",6 из 30,без отделки,,2026 г.,3 м,,монолит,,19 м²,,,,,,,,,,,,,,,,,,,,,,,
11700000,,"29,9 м²",1 из 5,,во двор,,"2,48 м",,блок,закрытая,19 м²,,1,,совмещённый,Хороший,,,центральное,Хорошая школа,,,,,,хрущевка,1-510,,Подлежит реновации,,,,,
18582847,,"29,9 м²",23 из 28,без отделки,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18373116,,"29,9 м²",25 из 28,без отделки,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17281870,,"29,9 м²",4 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
13664300,,"29,9 м²",6 из 36,без отделки,во двор,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,"19,7 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
9000000,,29 м²,14 из 14,,,,,есть,,,,,1,,раздельный,,есть,,,,,,,,,,,,,,,,,
13600000,,29 м²,19 из 22,,во двор,,,есть,,подземная,,,1,,совмещённый,Евро,есть,,,,,2022,,,,,,,,,,,,
13600000,,29 м²,19 из 22,,во двор,,"2,8 м",есть,монолит,подземная,20 м²,,1,,совмещённый,Евро,есть,,,,,2022,,,,,,,,,,,,
23925000,,29 м²,2 из 7,,во двор,,"3,5 м",есть,кирпич,закрытая,"17,6 м²",,1,,совмещённый,Дизайнерский,есть,,центральное,Хорошие школы,апартаменты,,,,,сталинка,,,,,,,,
15300000,,29 м²,22 из 37,,во двор,,"3,1 м",есть,монолит,закрытая,18 м²,,1,,совмещённый,Дизайнерский,,,,,,2021,,,,,,,,,,,,
8845000,,29 м²,23 из 27,без отделки,во двор,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"14,9 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
18316400,,29 м²,27 из 27,без отделки,на улицу,1 кв. 2028 г.,"3,6 м",есть,кирпич-монолит,закрытая,"15,4 м²",,1,,совмещённый,,,,,Спортивная площадка,,,,,,,,,,,,,,
15900000,,29 м²,41 из 41,,во двор,,"3,6 м",есть,монолит,подземная,16 м²,,1,,совмещённый,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
17475300,,29 м²,6 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
25499000,,29 м²,7 из 39,,на улицу,2027 г.,"2,95 м",есть,монолит,подземная,"19,9 м²",,1,,совмещённый,Черновая отделка,,,,,апартаменты,,,,,,,,,,,,,
13522185,,"30,1 м²",1 из 24,,во двор,,3 м,есть,монолит,открытая,"20,5 м²",,1,,совмещённый,,,,,,апартаменты,2023,,,,,,,,,,,,
14465419,,"30,1 м²",12 из 24,,во двор,,3 м,есть,монолит,открытая,"18,8 м²",,1,,совмещённый,,,,,,апартаменты,2023,,,,,,,,,,,,
18365425,,"30,1 м²",13 из 23,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
22000000,,"30,1 м²",4 из 14,,во двор,,"3,36 м",,,подземная,,,1,есть,совмещённый,Евро,,,,,,2023,,,,,,,,,,,,
13903658,,"30,2 м²",14 из 24,,во двор,,3 м,есть,монолит,открытая,"18,8 м²",,1,,совмещённый,,,,,,апартаменты,2023,,,,,,,,,,,,
14599082,,"30,2 м²",15 из 24,,во двор,,3 м,есть,монолит,открытая,"18,8 м²",,1,,совмещённый,,,,,,апартаменты,2023,,,,,,,,,,,,
9100000,,"30,2 м²",2 из 17,,во двор,,"2,7 м",есть,монолит,закрытая,"27,4 м²",,1,есть,совмещённый,Дизайнерский,есть,,,,,2022,,,,,,,,,,,,
16000000,,"30,2 м²",5 из 21,,,,"2,8 м",есть,монолит,подземная,18 м²,,1,,совмещённый,Дизайнерский,,,,,,2024,,,во двор и на улицу,,,,,,,,,
18750188,,"30,4 м²",13 из 28,,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12906168,,"30,4 м²",25 из 26,без отделки,,2025 г.,"2,85 м",есть,монолит,подземная,"15,6 м²",,,,,,,,центральное,,,,,,,сталинка,,,,,,,,
18561752,,"30,4 м²",3 из 24,без отделки,,4 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,есть,закрытая,,,,,,,,,,
12575386,,"30,4 м²",4 из 26,без отделки,,2025 г.,"2,85 м",есть,монолит,подземная,"15,6 м²",,,,,,,,центральное,,,,,,,сталинка,,,,,,,,
17273040,,"30,5 м²",5 из 23,без отделки,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"9,7 м²",,,,,,,,,,,,есть,закрытая,,,,,,,,,,
17839000,,"30,6 м²",4 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"9,6 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
18706000,,"30,8 м²",3 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"12,4 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
18766000,,"30,8 м²",5 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"12,4 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
17700000,,"30,9 м²",28 из 34,,,,"3,1 м",есть,монолит,подземная,20 м²,,,,,Хороший,есть,есть,,,,2023,,,,,,есть,,,,,,
8600000,,30 м²,1 из 4,,во двор,,,есть,кирпич,закрытая,,,1,,совмещённый,Дизайнерский,есть,,,Спортивная площадка,апартаменты,,,,,,,,,,,,,
4900000,,30 м²,1 из 9,,на улицу,,"3,1 м",,монолит,,,,1,,совмещённый,Евро,нет,,,Спортивная площадка,,2018,,,,,,,,,,,,
13875000,,30 м²,10 из 36,без отделки,во двор,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,"19,8 м²",,1,,совмещённый,,,,,,,,,,,,,,,,,,,
15500000,,30 м²,12 из 32,,во двор,,"2,74 м",есть,панель,подземная,20 м²,,1,,совмещённый,Дизайнерский,есть,,,,,2024,,,,,,,,,,,,
10000000,,30 м²,16 из 16,,,,,,монолит,,20 м²,,,,,,,,,,,2020,,,,,,,,,,,,
5900000,,30 м²,2 из 2,,во двор,,"2,65 м",,кирпич,,,,1,,совмещённый,Дизайнерский,есть,есть,,,апартаменты,,есть,,,,,,,,есть,есть,есть,
18000000,,30 м²,5 из 16,,во двор,,,есть,монолит,подземная,14 м²,,1,,совмещённый,Хороший,есть,,центральное,,,2019,,,,,,,,,,,,
15900000,,30 м²,6 из 41,,на улицу,,"3,2 м",есть,монолит,подземная,"13,3 м²",,1,,совмещённый,Нужен ремонт,,,,,,2024,,,,,,,,,,,,
20000000,,30 м²,6 из 41,,во двор,,"3,2 м",есть,кирпич-монолит,подземная,20 м²,,1,,совмещённый,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
18761434,,"31,2 м²",4 из 25,,,2025 г.,,,монолит,подземная,"11,6 м²",,,,,,,,,,,,,,,,,,,,,,,
18337000,,"31,4 м²",2 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"12,4 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
21039999,,"31,4 м²",4 из 21,,во двор,1 кв. 2025 г.,,,монолит,,"27,6 м²",,1,,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
13490000,,"31,5 м²",22 из 32,,на улицу,,"2,8 м",есть,монолит,подземная,14 м²,,1,,совмещённый,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
19490000,,"31,5 м²",9 из 23,,во двор,,"3,2 м",есть,монолит,подземная,17 м²,,1,,совмещённый,Дизайнерский,есть,есть,центральное,Спортивная площадка,,2019,,,,,,есть,,,,,,
20500000,,"31,6 м²",14 из 29,,на улицу,,3 м,есть,монолит,подземная,12 м²,,1,,совмещённый,Евро,есть,есть,,,,2023,,,,,,есть,,,,,,
11500000,,"31,8 м²",8 из 9,,во двор,,"2,7 м",есть,блок,закрытая,21 м²,,1,,совмещённый,Евро,,,центральное,,,,,,,,П-3,,,,,,,
13200000,,31 м²,10 из 24,,на улицу,,,есть,монолит,закрытая,12 м²,,1,есть,совмещённый,Евро,,,,,,2021,,,,,,,,,,,,
5850000,,31 м²,2 из 2,,на улицу,,"4,5 м",,монолит,,10 м²,,1,,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
12500000,,31 м²,25 из 32,,,,,есть,,,20 м²,,1,есть,совмещённый,,,,центральное,,,2018,,,,,1-511,есть,,,,,,
18450000,,31 м²,34 из 37,,во двор,,"3,2 м",есть,монолит,закрытая,15 м²,,1,есть,совмещённый,Дизайнерский,есть,есть,,,,2021,,,,,,есть,,,,,,
16000000,,31 м²,5 из 18,,,,"2,8 м",есть,монолит,подземная,18 м²,,1,,совмещённый,Дизайнерский,есть,есть,,,,2024,,,во двор и на улицу,,,есть,,,,,,
11990000,,31 м²,7 из 8,,во двор,,"4,5 м",есть,,закрытая,22 м²,,1,,совмещённый,Дизайнерский,,,,,апартаменты,,,,,,,,,,,,,
12850000,,31 м²,8 из 10,,на улицу,,"2,8 м",есть,кирпич-монолит,подземная,18 м²,,1,есть,совмещённый,Евро,есть,есть,,,,2019,,,,,,есть,,,,,,
20011173,,"32,1 м²",6 из 23,без отделки,,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,"9,7 м²",,,,,,,,,,,,есть,закрытая,,,,,,,,,,
20000000,,"32,4 м²",11 из 12,,,,"3,1 м",есть,монолит,подземная,21 м²,,1,,совмещённый,Дизайнерский,,есть,,,,2024,,,во двор и на улицу,,,,,,,,,
14500000,,"32,5 м²",11 из 15,,на улицу,,,есть,монолит,подземная,,,1,есть,совмещённый,Евро,есть,,,,апартаменты,2019,,,,,,,,,,,,
19076000,,"32,5 м²",4 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"17,2 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
19821000,,"32,5 м²",4 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"17,2 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
19821000,,"32,5 м²",5 из 23,без отделки,,,"3,02 м",есть,кирпич-монолит,закрытая,"17,2 м²",,,,,,,,,,,2024,есть,закрытая,,,,,,,,,,
15500000,,"32,5 м²",8 из 15,,на улицу,,3 м,есть,монолит,подземная,,,1,есть,совмещённый,Дизайнерский,есть,,,Спортивная площадка,апартаменты,2016,,,,,,,,,,,,
