price,Комнатность,Площадь квартиры,Этаж,Отделка,Вид из окна,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Кол-во санузлов,Балкон/лоджия,Санузел,Ремонт,Мебель,Кухонная мебель,Отопление,,Тип жилья,Год постройки,Консьерж,Территория,Вид из окон,Временная эпоха,Серия дома,Кондиционер,Реновация,Посудомойка,Холодильник,Интернет,Телевизор,Стиральная машина
220000000,4-комнатная,212 м²,3 из 12,,,,"3,65 м",есть,монолит,подземная,,25 м²,3,,,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
210000000,4-комнатная,212 м²,3 из 12,,,,"3,65 м",есть,монолит,подземная,,25 м²,3,,,Дизайнерский,,,,,,2021,,,во двор и на улицу,,,,,,,,,
300000000,4-комнатная,213 м²,5 из 9,,,,,,,,,,,,,,,,центральное,Хорошие школы,,,,,,сталинка,,,,,,,,
70000000,4-комнатная,219 м²,5 из 5,,,,3 м,есть,кирпич-монолит,,107 м²,50 м²,2,есть,совмещённый,,нет,,,Спортивная площадка,,,есть,закрытая,во двор и на улицу,,,,,,,есть,,
147075431,4-комнатная,220 м²,25 из 48,,,,,есть,кирпич,подземная,,20 м²,3,,,Дизайнерский,,,,Хорошие школы,,,,,во двор и на улицу,сталинка,,,,,,,,
500000000,4-комнатная,"221,4 м²",4 из 7,,во двор,,,,монолит,,,30 м²,4,есть,раздельный,Нужен ремонт,нет,,,,,2019,,,,,,,,,,,,
294000000,4-комнатная,272 м²,6 из 7,,,,,,,,,,,,,,,,центральное,Хорошие школы,,,,,,,,,,,,,,
420000000,4-комнатная,273 м²,18 из 21,,,,"3,5 м",,монолит,подземная,142 м²,33 м²,3,,совмещённый,Дизайнерский,,,,,,2023,,,во двор и на улицу,,,,,,,,,
155000000,4-комнатная,280 м²,9 из 24,,,,"3,1 м",есть,кирпич-монолит,,200 м²,10 м²,6,,,Нужен ремонт,,,,,,2018,,,во двор и на улицу,,,,,,,,,
15300000,4-комнатная,"61,5 м²",2 из 9,,во двор,,"2,64 м",есть,панель,закрытая,"46,4 м²",6 м²,1,,раздельный,Евро,есть,,центральное,Хорошие школы,,,,,,брежневка,II-49,,,,,,,
18000000,4-комнатная,62 м²,5 из 9,,на улицу,,"2,7 м",есть,панель,,46 м²,5 м²,1,,совмещённый,Дизайнерский,есть,,,,,,,,,,,,,,,,,
15600000,4-комнатная,63 м²,4 из 9,,во двор,,,есть,панель,закрытая,,6 м²,1,есть,раздельный,Хороший,,,центральное,Хорошая школа,,,,,,брежневка,II-49,,,,,,,
16999999,4-комнатная,64 м²,2 из 9,,во двор,,"2,6 м",есть,монолит,,"27,3 м²",6 м²,1,есть,раздельный,Нужен ремонт,нет,,центральное,,,,,,,брежневка,II-49,,,,,,,
14000000,4-комнатная,64 м²,3 из 9,,,,,,панель,,"46,4 м²",6 м²,,,,,,,центральное,Хорошая школа,,,,,,брежневка,II-49,,,,,,,
17500000,4-комнатная,64 м²,6 из 9,,,,,,панель,,47 м²,6 м²,,,,,,,центральное,Хорошая школа,,,,,,брежневка,II-49,,,,,,,
33000000,4-комнатная,"67,7 м²",5 из 6,,во двор,,"2,75 м",есть,кирпич,,46 м²,"7,5 м²",1,,раздельный,,нет,,,,,,,,,сталинка,,,,,,,,
26000000,4-комнатная,71 м²,16 из 16,,на улицу,,"2,7 м",есть,панель,открытая,55 м²,7 м²,1,,раздельный,Евро,есть,есть,центральное,Парк или зона отдыха,,,,,,брежневка,1-МГ-601,,,,,,,
40805910,4-комнатная,"72,6 м²",27 из 31,без отделки,во двор,2 кв. 2027 г.,"2,87 м",есть,монолит,закрытая,"32,5 м²","19,8 м²",2,,,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
35655526,4-комнатная,"74,6 м²",27 из 31,без отделки,во двор,2 кв. 2027 г.,"2,87 м",есть,монолит,закрытая,"33,8 м²","21,6 м²",2,,,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
16974925,4-комнатная,"75,1 м²",11 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,55 м²,"5,3 м²",,,,,,,,,,,,закрытая,,,,,,,,,,
17287090,4-комнатная,"75,4 м²",13 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,55 м²,"5,3 м²",,,,,,,,,,,,закрытая,,,,,,,,,,
48500000,4-комнатная,"75,4 м²",27 из 41,,,,"3,1 м",есть,монолит,подземная,45 м²,15 м²,1,,совмещённый,Чистовая отделка,,,,,,2023,,,во двор и на улицу,,,,,,,,,
21500000,4-комнатная,"75,7 м²",1 из 14,,,,,,панель,,"51,8 м²","8,7 м²",,,,,,,центральное,Хорошие школы,,,,,,,П-30,,,,,,,
18714539,4-комнатная,"75,9 м²",10 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"47,4 м²","9,6 м²",,,,,,,,,,,,,,,,,,,,,,
18757541,4-комнатная,"75,9 м²",12 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"47,4 м²","9,6 м²",,,,,,,,,,,,,,,,,,,,,,
18779073,4-комнатная,"75,9 м²",13 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"47,4 м²","9,6 м²",,,,,,,,,,,,,,,,,,,,,,
20986951,4-комнатная,"75,9 м²",14 из 16,чистовая,,4 кв. 2026 г.,"2,95 м",,,,"47,4 м²","9,6 м²",,,,,,,,,,,,,,,,,,,,,,
26000000,4-комнатная,75 м²,2 из 12,,,,,,панель,,"51,6 м²","8,3 м²",,,,,,,,Хорошая школа,,,,,,,П-30,,,,,,,
16327227,4-комнатная,"76,1 м²",10 из 23,чистовая,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"55,6 м²","5,3 м²",,,,,,,,,,,,закрытая,,,,,,,,,,
27949999,4-комнатная,"77,2 м²",44 из 69,без отделки,во двор,4 кв. 2025 г.,"2,85 м",,монолит,закрытая,"42,8 м²","18,4 м²",2,,,,,,,,,,,,,,,,,,,,,
17852033,4-комнатная,"80,2 м²",10 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"57,6 м²",5 м²,1,,,,,,,,,,,закрытая,,,,,,,,,,
24500000,4-комнатная,80 м²,5 из 12,,,,"2,64 м",есть,панель,,,7 м²,1,есть,совмещённый,Евро,нет,есть,,,,,,,во двор и на улицу,брежневка,1605-АМ,есть,,есть,есть,есть,есть,
27500000,4-комнатная,81 м²,21 из 30,,во двор,,3 м,есть,кирпич-монолит,подземная,41 м²,11 м²,2,,совмещённый,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
28000000,4-комнатная,81 м²,26 из 28,,,,"3,6 м",есть,монолит,подземная,"55,1 м²","6,4 м²",2,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
35000000,4-комнатная,81 м²,34 из 39,,на улицу,,"2,99 м",есть,монолит,подземная,57 м²,21 м²,2,,совмещённый,Дизайнерский,есть,есть,,Спортивная площадка,апартаменты,2020,,,,,1-515,есть,,,,,,
23200000,4-комнатная,"82,8 м²",2 из 14,,во двор,,"2,64 м",есть,панель,закрытая,"59,8 м²","8,3 м²",2,есть,совмещённый,Дизайнерский,есть,,центральное,,,,,,,,П-55,,,,,,,
19233076,4-комнатная,"85,2 м²",20 из 23,чистовая,во двор,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"61,4 м²","7,2 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
39464652,4-комнатная,"85,2 м²",42 из 48,без отделки,во двор,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,"37,2 м²","29,7 м²",2,,,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
15725265,4-комнатная,"85,3 м²",4 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,52 м²,"10,8 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
16602589,4-комнатная,"85,7 м²",5 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"53,5 м²","10,5 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
16946981,4-комнатная,"85,7 м²",6 из 23,без отделки,на улицу,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"53,5 м²","10,5 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
16511886,4-комнатная,"85,9 м²",8 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"53,6 м²","10,6 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
16770783,4-комнатная,"85,9 м²",9 из 23,без отделки,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"53,6 м²","10,6 м²",1,,,,,,,,,,,закрытая,,,,,,,,,,
47800000,4-комнатная,"86,4 м²",5 из 9,,,,"3,2 м",есть,кирпич,закрытая,63 м²,8 м²,1,,совмещённый,Евро,,,центральное,Хорошая школа,,,,,во двор и на улицу,сталинка,,,,,,,,
29900000,4-комнатная,86 м²,5 из 5,,,,,,кирпич,,"63,4 м²",7 м²,,,,,,,,,,,,,,,,,,,,,,
26500000,4-комнатная,"87,3 м²",4 из 16,,во двор,,"2,9 м",есть,кирпич-монолит,подземная,61 м²,7 м²,2,,раздельный,Хороший,,,,,,2024,,,,,,,,,,,,
17800000,4-комнатная,"88,2 м²",4 из 14,,на улицу,,,,,,"56,5 м²","9,8 м²",1,есть,раздельный,,,,центральное,Спортивная площадка,,,,,,,П-46,,,,есть,,,
22761283,4-комнатная,"88,4 м²",10 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,3 м²","7,5 м²",,,,,,,,,,,,,,,,,,,,,,
22761283,4-комнатная,"88,4 м²",10 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,3 м²","7,5 м²",,,,,,,,,,,,,,,,,,,,,,
22240471,4-комнатная,"88,5 м²",10 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,5 м²","7,4 м²",,,,,,,,,,,,,,,,,,,,,,
22266054,4-комнатная,"88,5 м²",11 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,5 м²","7,4 м²",,,,,,,,,,,,,,,,,,,,,,
22317148,4-комнатная,"88,5 м²",13 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,5 м²","7,4 м²",,,,,,,,,,,,,,,,,,,,,,
22453232,4-комнатная,"88,5 м²",14 из 16,без отделки,,4 кв. 2026 г.,"2,95 м",,,,"54,5 м²","7,4 м²",,,,,,,,,,,,,,,,,,,,,,
24500000,4-комнатная,"90,2 м²",2 из 12,,во двор,,"2,7 м",есть,панель,,57 м²,"6,6 м²",1,есть,раздельный,Нужен ремонт,есть,есть,центральное,,,,,,,брежневка,1605-АМ,,,,,есть,,
22000000,4-комнатная,"92,2 м²",5 из 14,,,,"2,64 м",есть,,,,"8,4 м²",1,есть,раздельный,,нет,,центральное,,,,,,во двор и на улицу,,П-55,,,,,,,
22000000,4-комнатная,"92,2 м²",5 из 14,,,,"2,64 м",,панель,,,"8,4 м²",7,есть,,Черновая отделка,,,центральное,,,,,,,,П-55,,,,,,,
59500000,4-комнатная,"92,3 м²",4 из 14,,,,"3,1 м",есть,монолит,подземная,66 м²,14 м²,3,,,Евро,есть,есть,,,,2024,,,во двор и на улицу,,,есть,,,,,,
55000000,4-комнатная,"92,5 м²",34 из 34,,,,"4,1 м",есть,монолит,подземная,80 м²,5 м²,2,,совмещённый,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
55764185,4-комнатная,"92,7 м²",6 из 6,без отделки,на улицу,,"4,2 м",,,,"52,5 м²",,,,,,,,,,,2023,,,,,,,,,,,,
32000000,4-комнатная,"92,9 м²",2 из 5,,,,,,кирпич,,"65,6 м²","7,7 м²",,,,,,,центральное,,,,,,,сталинка,,,,,,,,
31500000,4-комнатная,92 м²,31 из 35,,,,3 м,есть,монолит,закрытая,56 м²,15 м²,,,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
60000000,4-комнатная,92 м²,6 из 14,,,,"3,1 м",есть,монолит,подземная,66 м²,14 м²,3,,,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
72250000,4-комнатная,93 м²,12 из 14,,,,"3,1 м",есть,монолит,подземная,66 м²,14 м²,3,,,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
31000000,4-комнатная,"94,3 м²",21 из 29,,,,"3,1 м",есть,кирпич-монолит,закрытая,63 м²,"6,5 м²",3,,,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
52826307,4-комнатная,"94,5 м²",5 из 6,без отделки,на улицу,,"4,2 м",,,,"47,8 м²",,,,,,,,,,,2023,,,,,,,,,,,,
32418433,4-комнатная,"94,7 м²",36 из 48,предчистовая,во двор,2027 г.,"2,85 м",есть,монолит,подземная,"43,1 м²",,,,,,,,,,,,,,,,,,,,,,,
29800000,4-комнатная,94 м²,2 из 14,,во двор,,"2,7 м",есть,панель,,,14 м²,1,есть,совмещённый,Дизайнерский,есть,есть,центральное,Спортивная площадка,,,есть,закрытая,,,П-55,есть,,есть,есть,есть,есть,есть
35190694,4-комнатная,"95,3 м²",46 из 49,предчистовая,во двор,2027 г.,"2,85 м",есть,монолит,подземная,"41,9 м²",,,,,,,,,,,,,,,,,,,,,,,
45241219,4-комнатная,"95,5 м²",29 из 30,предчистовая,во двор,2 кв. 2025 г.,3 м,,монолит,закрытая,"41,3 м²","32,3 м²",2,,,,,,центральное,,,,,закрытая,,хрущевка,,,Подлежит реновации,,,,,
20700000,4-комнатная,95 м²,1 из 7,,,,"2,64 м",есть,панель,открытая,65 м²,11 м²,2,,раздельный,Евро,есть,есть,центральное,,,,,,во двор и на улицу,,П-46,,,,,,,
40300000,4-комнатная,95 м²,17 из 31,,на улицу,,"3,1 м",есть,монолит,подземная,63 м²,15 м²,2,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2022,,,,,,,,,,,,
53252847,4-комнатная,"96,2 м²",15 из 17,без отделки,во двор,4 кв. 2025 г.,"3,02 м",есть,монолит,закрытая,"51,8 м²","21,7 м²",2,,,,,,,Хорошая школа,,,,закрытая,,,,,,,,,,
77577711,4-комнатная,"96,2 м²",17 из 17,без отделки,во двор,4 кв. 2025 г.,"6,3 м",есть,монолит,закрытая,"51,9 м²","25,1 м²",2,,,,,,,Хорошая школа,,,,закрытая,,,,,,,,,,
21500000,4-комнатная,96 м²,13 из 14,,,,3 м,есть,панель,,60 м²,11 м²,3,есть,раздельный,Евро,есть,есть,,,,,,,во двор и на улицу,,,есть,,есть,есть,есть,есть,есть
34200000,4-комнатная,96 м²,31 из 37,,,,3 м,есть,монолит,закрытая,60 м²,"10,5 м²",2,есть,совмещённый,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
51500000,4-комнатная,96 м²,8 из 14,,,,"3,1 м",есть,монолит,подземная,66 м²,14 м²,3,,,Нужен ремонт,,,,,,2021,,,во двор и на улицу,,,,,,,,,
34210757,4-комнатная,"97,1 м²",44 из 59,без отделки,,2028 г.,"2,85 м",,,,"48,1 м²",,,,,,,,,,,,,,,,,,,,,,,
50810871,4-комнатная,"97,4 м²",19 из 21,без отделки,во двор,4 кв. 2025 г.,"3,02 м",есть,монолит,закрытая,"43,4 м²","34,2 м²",2,,,,,,,Хорошая школа,,,,закрытая,,,,,,,,,,
45997000,4-комнатная,"97,6 м²",14 из 20,,,,"3,1 м",есть,монолит,подземная,58 м²,14 м²,2,есть,совмещённый,Нужен ремонт,,,,,,2020,,,во двор и на улицу,,,,,,,,,
49000000,4-комнатная,"98,7 м²",13 из 19,,,,"3,2 м",есть,кирпич-монолит,подземная,60 м²,"20,8 м²",2,,совмещённый,Нужен ремонт,,,,,,2024,,,во двор и на улицу,,,,,,,,,
25000000,4-комнатная,"98,8 м²",4 из 22,,,,,есть,панель,,"63,5 м²","10,1 м²",1,есть,раздельный,,,,центральное,,,,,,,,КОПЭ,,,,,,,
25000000,4-комнатная,98 м²,1 из 5,,во двор,,"3,1 м",,кирпич,,69 м²,"9,5 м²",1,,раздельный,Нужен ремонт,есть,есть,центральное,,,,,закрытая,,,,,,,есть,есть,есть,есть
34000000,4-комнатная,98 м²,2 из 17,,,,,есть,панель,закрытая,,11 м²,2,,,Дизайнерский,,,,,,,,,во двор и на улицу,,,,,,,,,
42000000,4-комнатная,98 м²,24 из 42,,во двор,,"3,1 м",есть,блок,подземная,70 м²,16 м²,2,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2022,,,,,,,,,,,,
33893466,4-комнатная,"99,3 м²",32 из 48,предчистовая,во двор,2027 г.,"2,85 м",есть,монолит,подземная,"45,7 м²",,,,,,,,,,,,,,,,,,,,,,,
18500000,4-комнатная,"99,7 м²",2 из 14,,,,"2,8 м",есть,монолит,,"63,9 м²","10,2 м²",2,есть,раздельный,Евро,есть,есть,,Спортивная площадка,,,,закрытая,во двор и на улицу,,И-155,,,есть,есть,есть,есть,есть
26500000,4-комнатная,99 м²,8 из 8,,во двор,,4 м,есть,,закрытая,60 м²,10 м²,1,,совмещённый,Евро,есть,,центральное,,,,,,,сталинка,,,,,,,,
67000000,,110 м²,43 из 51,,,,,есть,монолит,подземная,,30 м²,2,,совмещённый,Нужен ремонт,,,,,,2020,,,во двор и на улицу,,,,,,,,,
65000000,,121 м²,13 из 17,,на улицу,,"3,1 м",есть,кирпич-монолит,закрытая,85 м²,20 м²,2,есть,совмещённый,Дизайнерский,есть,есть,центральное,Парк или зона отдыха,,,,,,,,есть,,,,,,
90000000,,"127,2 м²",9 из 13,,,,"3,28 м",есть,монолит,подземная,,"31,2 м²",3,,,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
112800000,,141 м²,11 из 13,,,,,есть,монолит,подземная,,20 м²,6,,,Нужен ремонт,,,,,апартаменты,2016,,,во двор и на улицу,,,,,,,,,
76000000,,"148,8 м²",8 из 16,,,,,есть,блок,закрытая,,20 м²,3,,,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
95000000,,"149,3 м²",10 из 34,,на улицу,,,есть,монолит,подземная,,"27,6 м²",3,,,Нужен ремонт,,,центральное,Спортивная площадка,апартаменты,2011,,,,сталинка,,,,,,,,
64500000,,153 м²,20 из 36,,,,"3,1 м",есть,монолит,подземная,100 м²,25 м²,3,,совмещённый,Нужен ремонт,,,,Спортивная площадка,,2022,,,во двор и на улицу,,,,,,,,,
72899000,,"156,5 м²",11 из 16,,,,,есть,монолит,подземная,,"16,1 м²",3,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
76672000,,"157,5 м²",14 из 16,,,,,есть,монолит,подземная,,"16,1 м²",2,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
77450000,,"157,5 м²",15 из 16,,,,,есть,монолит,подземная,,"16,1 м²",2,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
75364000,,157 м²,12 из 16,,,,,есть,монолит,подземная,,"16,1 м²",2,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
98545000,,158 м²,16 из 16,,,,,есть,монолит,подземная,,"23,1 м²",3,,совмещённый,Нужен ремонт,,,,,,2022,,,во двор и на улицу,,,,,,,,,
135000000,,160 м²,6 из 9,,во двор,,"3,2 м",есть,монолит,подземная,82 м²,40 м²,4,есть,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
250000000,,165 м²,41 из 41,,,,,есть,монолит,подземная,,53 м²,3,,,Нужен ремонт,,,,,,2024,,,,,,,,,,,,
155000000,,183 м²,7 из 8,,,,"3,2 м",,монолит,подземная,80 м²,40 м²,3,есть,,Нужен ремонт,,,,,,2023,,,во двор и на улицу,,,,,,,,,
82896000,,188 м²,1 из 4,,,,,есть,кирпич,подземная,,50 м²,3,,,Нужен ремонт,,,,,апартаменты,,,,во двор и на улицу,,,,,,,,,
347760000,,"193,2 м²",2 из 5,,,,,есть,кирпич-монолит,подземная,120 м²,25 м²,3,,,Нужен ремонт,,,,,апартаменты,2021,,,во двор и на улицу,,,,,,,,,
188000000,,"241,2 м²",15 из 16,,,,,,кирпич-монолит,подземная,,"71,3 м²",3,,совмещённый,Нужен ремонт,,,центральное,Хорошие школы,,,,,во двор и на улицу,,,,,,,,,
95000000,,"276,5 м²",27 из 27,,на улицу,,5 м,есть,кирпич-монолит,подземная,"155,5 м²","29,5 м²",3,есть,,Нужен ремонт,,,центральное,,,,,,,,,,,,,,,
180000000,,"287,3 м²",10 из 34,,на улицу,,,есть,монолит,подземная,,"33,6 м²",6,,,Нужен ремонт,,,центральное,Спортивная площадка,апартаменты,2011,,,,сталинка,,,,,,,,
10980000,,"32,8 м²",5 из 7,,во двор,,,есть,панель,,"11,5 м²",6 м²,1,,совмещённый,Дизайнерский,,,,,апартаменты,,,,,,,,,,,,,
12000000,,32 м²,3 из 5,,на улицу,,"2,77 м",,кирпич,закрытая,23 м²,6 м²,1,,совмещённый,Дизайнерский,есть,,,,,,,,,,,,,,,,,
280000000,,322 м²,6 из 9,,во двор,,"3,2 м",,монолит,подземная,"200,1 м²",40 м²,4,есть,,Нужен ремонт,,,,,,2023,,,,,,,,,,,,
11700000,,"33,1 м²",11 из 25,,на улицу,,,есть,монолит,,"12,6 м²","11,6 м²",1,,раздельный,Нужен ремонт,,,,,,2024,,,,,,,,,,,,
12200000,,"37,8 м²",3 из 8,,на улицу,,"3,2 м",есть,кирпич-монолит,закрытая,32 м²,5 м²,1,,совмещённый,Нужен ремонт,нет,,,,апартаменты,,,,,,,,,,,,,
17000000,,40 м²,11 из 22,,во двор,,"3,15 м",есть,монолит,подземная,22 м²,12 м²,1,,совмещённый,Хороший,,,,,апартаменты,2024,,,,,,,,,,,,
15000000,,46 м²,24 из 25,,на улицу,,"2,7 м",есть,кирпич,,30 м²,10 м²,1,,совмещённый,,,,центральное,Фитнес клуб,,,,,,,,,,,,,,
15000000,,46 м²,24 из 25,,на улицу,,"2,7 м",есть,кирпич,подземная,30 м²,10 м²,1,,совмещённый,Дизайнерский,,,центральное,Фитнес клуб,,,,,,,,,,,,,,
33500000,,"63,4 м²",4 из 19,,,,3 м,есть,монолит,подземная,,15 м²,,есть,,Нужен ремонт,нет,,,Спортивная площадка,,2019,,,во двор и на улицу,,,,,,,,,
41300000,,69 м²,11 из 13,,во двор,,"3,3 м",есть,монолит,подземная,"46,2 м²","14,6 м²",2,,совмещённый,Нужен ремонт,,,,,,2021,,,,,,,,,,,,
2900000,,10 м²,1 из 5,,во двор,,"2,7 м",есть,кирпич,закрытая,5 м²,,1,,совмещённый,Хороший,,,,Хорошая школа,апартаменты,,,,,,1-511,,,,,,,
4100000,,"11,5 м²",1 из 9,,во двор,,"2,6 м",есть,панель,закрытая,,,1,,совмещённый,Евро,есть,,центральное,Хорошая школа,,,,,,,II-49,,,,,,,
7260000,,"12,1 м²",1 из 3,,,,,,кирпич,,"9,4 м²",,,есть,,,,,,,апартаменты,,,,,,,,,,,,,
6800000,,"12,1 м²",10 из 13,,на улицу,,,есть,монолит,подземная,,,1,,совмещённый,Евро,нет,,,Спортивная площадка,апартаменты,,,,,,,,,,,,,
3259022,,"12,6 м²",1 из 8,,,,,,кирпич,,"8,6 м²",,1,есть,совмещённый,,,,,Хорошие школы,апартаменты,,,,,сталинка,,,,,,,,
11058000,,"12,7 м²",2 из 2,,во двор,,,,кирпич,,"4,7 м²",,,,,Дизайнерский,,,,,апартаменты,,,,,,,,,,,,,
7100000,,"12,7 м²",2 из 2,,на улицу,,"2,6 м",,кирпич,,6 м²,,1,,совмещённый,Дизайнерский,есть,есть,,,апартаменты,,,,,,,есть,,,,,,
6950000,,12 м²,1 из 4,,во двор,,"3,3 м",есть,кирпич,открытая,5 м²,,1,,совмещённый,Дизайнерский,есть,есть,,,апартаменты,,,,,,,,,,,,,
6950000,,12 м²,1 из 4,,во двор,,"3,3 м",,кирпич,,4 м²,,1,,совмещённый,Дизайнерский,,,,,апартаменты,,,,,,,,,,,,,
3900000,,12 м²,1 из 5,,во двор,,3 м,,кирпич,,,,1,,совмещённый,Нужен ремонт,нет,,центральное,Хорошие школы,апартаменты,,,,,сталинка,,,,,,,,
12000000,,"13,5 м²",2 из 4,,на улицу,,3 м,есть,кирпич,,10 м²,,,,,Евро,,,,,апартаменты,,,,,,,,,,,,,
5400000,,"13,6 м²",1 из 8,,на улицу,,"2,75 м",,кирпич,,,,1,,совмещённый,Нужен ремонт,нет,,центральное,Хорошая школа,,,,,,,,,,,,,,
6500000,,13 м²,2 из 10,,во двор,,,есть,монолит,,11 м²,,1,,совмещённый,,,,,,апартаменты,,,,,,,,,,,,,
4700000,,14 м²,1 из 4,,во двор,,"3,4 м",есть,кирпич,закрытая,12 м²,,1,,совмещённый,Хороший,есть,,,,апартаменты,,,,,,,,,,,,,
11200000,,14 м²,1 из 5,,на улицу,,,,кирпич,,12 м²,,1,,совмещённый,,,,,,,,,,,,,,,,,,,
11200000,,14 м²,1 из 5,,на улицу,,,,кирпич,,9 м²,,1,,совмещённый,Дизайнерский,,,,,,,,,,,,,,,,,,
8200000,,14 м²,15 из 22,,на улицу,,3 м,есть,монолит,подземная,5 м²,,1,,совмещённый,Дизайнерский,есть,есть,,,апартаменты,2023,,,,,,есть,,,,,,
6655000,,14 м²,7 из 9,,на улицу,,,есть,,,,,1,,совмещённый,Евро,есть,,,,апартаменты,,,,,,,,,,,,,
8200000,,"15,1 м²",3 из 4,,на улицу,,"3,1 м",есть,,закрытая,12 м²,,1,,совмещённый,Евро,,,,,апартаменты,,,,,,,,,,,,,
4130000,,"15,3 м²",1 из 5,,во двор,,"3,3 м",,панель,закрытая,,,1,,совмещённый,Евро,,,,,апартаменты,,,,,,,,,,,,,
9500000,,"15,5 м²",1 из 7,,на улицу,,,есть,кирпич,,8 м²,,1,,раздельный,,,,центральное,Хорошие школы,,,,,,сталинка,,,,,,,,
5100000,,"15,5 м²",2 из 17,,на улицу,,"2,75 м",есть,панель,,,,1,,раздельный,Евро,нет,,центральное,,,,,,,,П-44Т,,,,,,,
6000000,,"15,6 м²",2 из 2,,во двор,,3 м,есть,кирпич,закрытая,,,1,,совмещённый,Дизайнерский,есть,,,,апартаменты,,,,,,,,,,,,,
6700000,,15 м²,1 из 17,,,,,есть,панель,закрытая,13 м²,,1,,совмещённый,Евро,есть,,центральное,Хорошая школа,апартаменты,,,,,,П-3М,,,,,,,
4500000,,15 м²,1 из 5,,во двор,,3 м,есть,кирпич,закрытая,13 м²,,1,,совмещённый,Хороший,есть,,центральное,Хорошая школа,апартаменты,,,,,сталинка,,,,,,,,
6600000,,15 м²,1 из 5,,на улицу,,"3,3 м",,кирпич,,8 м²,,1,,совмещённый,,,,,Хорошая школа,апартаменты,,,,,сталинка,,,,,,есть,,
3900000,,15 м²,1 из 9,,,,255 м,есть,панель,,12 м²,,1,,совмещённый,,,,центральное,,,,,,,,,,,,,,,
9700000,,15 м²,2 из 3,,во двор,,"4,5 м",,,закрытая,10 м²,,1,,совмещённый,Дизайнерский,есть,,,,апартаменты,2020,,,,,,,,,,,,
5300000,,15 м²,2 из 5,,на улицу,,"3,6 м",есть,,закрытая,,,1,,совмещённый,Евро,есть,,,,апартаменты,,,,,,,,,,,,,
4600000,,15 м²,3 из 5,,,,,есть,блок,закрытая,13 м²,,1,,совмещённый,Евро,есть,,,,апартаменты,,,,,,,,,,,,,
