price,Комнатность,Площадь квартиры,Жилая площадь,Этаж,Отделка,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Площадь кухни,Санузел,Кол-во санузлов,Балкон/лоджия,Серия дома,Отопление,,Тип жилья,Вид из окна,Ремонт,Вид из окон,Временная эпоха,Реновация,Территория,Год постройки,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Консьерж
14576773,2-комнатная,"62,5 м²","23,4 м²",15 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"21,7 м²",,1,,,,,,,,,,,закрытая,,,,,,,,,,
14687500,2-комнатная,"62,5 м²","22,8 м²",16 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"20,1 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
14687500,2-комнатная,"62,5 м²","22,8 м²",17 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"20,1 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
14687500,2-комнатная,"62,5 м²","22,8 м²",18 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"20,1 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
35362438,2-комнатная,"62,5 м²","25,6 м²",2 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,16 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,есть
35138000,2-комнатная,"62,5 м²","25,4 м²",2 из 23,без отделки,,"3,02 м",есть,кирпич-монолит,закрытая,"16,7 м²",,,,,,,,,,,,,закрытая,2024,,,,,,,,,есть
23800000,2-комнатная,"62,5 м²","35,1 м²",3 из 20,,,"3,15 м",есть,монолит,подземная,15 м²,совмещённый,1,есть,,центральное,Хорошая школа,,,Евро,во двор и на улицу,,,,2021,,,,есть,,есть,,,
31717172,2-комнатная,"62,5 м²","44,4 м²",31 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
14202909,2-комнатная,"62,5 м²","23,4 м²",9 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"21,7 м²",,1,,,,,,,,,,,закрытая,,,,,,,,,,
40759848,2-комнатная,"62,6 м²","41,2 м²",3 из 23,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
17000000,2-комнатная,"62,7 м²",33 м²,11 из 17,,,"2,65 м",есть,кирпич-монолит,подземная,"11,4 м²",раздельный,1,есть,,,,,во двор,Хороший,,,,,,есть,,,,,,,,
36982720,2-комнатная,"62,7 м²","26,2 м²",11 из 23,без отделки,,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,закрытая,2024,,,,,,,,,есть
28173919,2-комнатная,"62,7 м²","57,7 м²",12 из 15,без отделки,2027 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
42210101,2-комнатная,"62,7 м²",39 м²,17 из 23,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
29948800,2-комнатная,"62,7 м²","39,7 м²",4 из 17,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
32268333,2-комнатная,"62,7 м²","44,5 м²",41 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
32528000,2-комнатная,"62,7 м²","44,5 м²",46 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
32654667,2-комнатная,"62,7 м²","44,5 м²",49 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
26572248,2-комнатная,"62,7 м²","57,7 м²",6 из 15,без отделки,2027 г.,"3,06 м",,,,,,,,,,,,на улицу,,,,,,,,,,,,,,,
34184753,2-комнатная,"62,7 м²","26,4 м²",7 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,закрытая,,,,,,,,,,есть
41300490,2-комнатная,"62,7 м²","41,2 м²",8 из 23,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
21930569,2-комнатная,"62,8 м²","24,8 м²",13 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,1 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
23645416,2-комнатная,"62,8 м²","24,8 м²",15 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,1 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
23018210,2-комнатная,"62,8 м²","24,8 м²",2 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,1 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
35000000,2-комнатная,"62,8 м²",30 м²,21 из 28,,,"3,12 м",,,подземная,17 м²,,,,,,,,,Нужен ремонт,,,,,2022,,,,,,,,,
23335614,2-комнатная,"62,8 м²","24,8 м²",8 из 19,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,1 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
29200000,2-комнатная,"62,9 м²","18,2 м²",14 из 16,,,3 м,есть,монолит,подземная,"16,3 м²",,2,есть,,,,,во двор,Нужен ремонт,,,,,2023,,,,,,,,,
31500000,2-комнатная,62 м²,40 м²,12 из 22,,,"3,1 м",есть,монолит,подземная,16 м²,,2,есть,,,,,на улицу,Нужен ремонт,,,,,2023,,,,,,,,,
41900000,2-комнатная,62 м²,"26,4 м²",13 из 21,,,"3,03 м",есть,монолит,подземная,"19,3 м²",,2,,,,,апартаменты,во двор,Чистовая отделка,,,,,2024,,,,,,,,,
28000000,2-комнатная,62 м²,30 м²,13 из 21,,,3 м,есть,монолит,подземная,12 м²,совмещённый,1,есть,,центральное,Хорошие школы,апартаменты,во двор,Дизайнерский,,,,,2016,есть,,,есть,,есть,,,
30889617,2-комнатная,62 м²,"35,3 м²",13 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
33020769,2-комнатная,62 м²,35 м²,14 из 18,,,,есть,монолит,,16 м²,совмещённый,2,,,центральное,Спортивная площадка,,во двор,Дизайнерский,,,,,2011,,,,,,,,,
15400000,2-комнатная,62 м²,"37,9 м²",15 из 25,,,"2,66 м",есть,панель,закрытая,"10,1 м²",раздельный,1,есть,КОПЭ,центральное,,,на улицу,Хороший,,,,,,,,,нет,,,,,
26692550,2-комнатная,62 м²,"23,7 м²",21 из 22,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
31275556,2-комнатная,62 м²,"44,2 м²",23 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,5 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
31338182,2-комнатная,62 м²,"44,2 м²",25 из 55,без отделки,3 кв. 2026 г.,"2,95 м",,монолит,закрытая,"4,5 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
29800000,2-комнатная,62 м²,"28,7 м²",29 из 40,,,"3,2 м",есть,монолит,подземная,"19,4 м²",,2,,,,,,на улицу,Нужен ремонт,,,,,2023,,,,,,,,,
16800000,2-комнатная,62 м²,,5 из 17,,,"2,64 м",есть,панель,,10 м²,раздельный,1,есть,П-44,,Спортивная площадка,,,Дизайнерский,во двор и на улицу,,,,,,,,нет,,есть,,,
21800000,2-комнатная,62 м²,30 м²,6 из 17,,,3 м,есть,монолит,подземная,12 м²,совмещённый,1,есть,,центральное,Хорошие школы,апартаменты,на улицу,Дизайнерский,,,,,2016,есть,,,есть,,есть,,,
13018337,2-комнатная,62 м²,"31,8 м²",6 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"18,2 м²",,,,,,,,,,,,,закрытая,,,,,,,,,,
11428922,2-комнатная,62 м²,"21,2 м²",6 из 9,без отделки,3 кв. 2026 г.,"2,7 м",есть,монолит,открытая,"17,8 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
54000000,2-комнатная,62 м²,32 м²,8 из 34,,,3 м,есть,монолит,,15 м²,раздельный,1,,,,Спортивная площадка,апартаменты,во двор,Дизайнерский,,,,закрытая,2023,есть,есть,есть,есть,есть,есть,есть,есть,есть
19800000,2-комнатная,62 м²,50 м²,9 из 16,,,3 м,есть,монолит,закрытая,"8,2 м²",раздельный,1,,,центральное,Хорошая школа,,на улицу,Хороший,,,,,,,,,есть,,,,,
10933176,2-комнатная,62 м²,"31,5 м²",9 из 9,без отделки,3 кв. 2026 г.,"2,7 м",есть,монолит,открытая,"7,5 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
35001570,2-комнатная,"63,1 м²","27,5 м²",2 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,6 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
30000000,2-комнатная,"63,1 м²","36,3 м²",3 из 22,,2025 г.,"3,25 м",есть,кирпич-монолит,подземная,8 м²,совмещённый,2,,,,,,во двор,Черновая отделка,,,,,,,,,,,,,,
31500000,2-комнатная,"63,1 м²","35,8 м²",7 из 42,,,3 м,есть,кирпич-монолит,подземная,"10,4 м²",совмещённый,2,,,,,,во двор,Черновая отделка,,,,,2024,,,,,,,,,
19860410,2-комнатная,"63,2 м²","28,3 м²",13 из 30,без отделки,2026 г.,3 м,,монолит,,"13,7 м²",,,,,,,,,,,,,,,,,,,,,,,
35000000,2-комнатная,"63,2 м²","28,5 м²",2 из 17,,,,есть,монолит,,"19,2 м²",совмещённый,1,есть,,,Спортивная площадка,апартаменты,во двор,Дизайнерский,,,,,2017,,,,,,,,,
20565722,2-комнатная,"63,2 м²","28,3 м²",20 из 30,без отделки,2026 г.,3 м,,монолит,,"13,7 м²",,,,,,,,,,,,,,,,,,,,,,,
20653886,2-комнатная,"63,2 м²","28,3 м²",25 из 30,без отделки,2026 г.,3 м,,монолит,,"13,7 м²",,,,,,,,,,,,,,,,,,,,,,,
26430240,2-комнатная,"63,2 м²","35,3 м²",35 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
26651440,2-комнатная,"63,2 м²","35,3 м²",39 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
41303250,2-комнатная,"63,3 м²","27,7 м²",14 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,6 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
32884223,2-комнатная,"63,3 м²","26,6 м²",31 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
30209631,2-комнатная,"63,3 м²",28 м²,4 из 19,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"19,4 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
37125450,2-комнатная,"63,3 м²","27,7 м²",4 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,6 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
26858190,2-комнатная,"63,3 м²","35,4 м²",44 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
26934150,2-комнатная,"63,3 м²","35,4 м²",47 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
37885050,2-комнатная,"63,3 м²","27,7 м²",6 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,6 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
24150000,2-комнатная,"63,4 м²",33 м²,10 из 10,,,"3,15 м",есть,монолит,,17 м²,раздельный,1,,,центральное,Спортивная площадка,,на улицу,Дизайнерский,,,,,2018,,,,,,,,,
34635420,2-комнатная,"63,4 м²","25,3 м²",2 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,2 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
32782872,2-комнатная,"63,4 м²","26,6 м²",29 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
36664220,2-комнатная,"63,4 м²","25,3 м²",4 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,2 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
37425020,2-комнатная,"63,4 м²","25,3 м²",6 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"19,2 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
30545744,2-комнатная,"63,5 м²",28 м²,12 из 19,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"19,5 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
30834335,2-комнатная,"63,5 м²",28 м²,14 из 19,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"19,5 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
25013537,2-комнатная,"63,5 м²","26,9 м²",14 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"7,4 м²",,,,,,,,,,,,,,,,,,,,,,,
25372030,2-комнатная,"63,5 м²","26,9 м²",19 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"7,4 м²",,,,,,,,,,,,,,,,,,,,,,,
25500000,2-комнатная,"63,5 м²","27,6 м²",4 из 47,,,,,монолит,,"15,7 м²",,,,,,,,,Черновая отделка,,,,,2024,,,,,,,,,
26155650,2-комнатная,"63,5 м²","39,5 м²",4 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
20446149,2-комнатная,"63,5 м²","33,3 м²",41 из 68,без отделки,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,"11,8 м²",совмещённый,1,,,,,,во двор,,,,,,,,,,,,,,,
16827500,2-комнатная,"63,5 м²",24 м²,8 из 17,предчистовая,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"21,4 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
23500000,2-комнатная,"63,5 м²","29,4 м²",9 из 22,,,"2,8 м",есть,кирпич-монолит,подземная,10 м²,раздельный,1,,,центральное,Торговый центр,,во двор,Хороший,,,,,,,,,есть,,,,,
25726710,2-комнатная,"63,5 м²","26,9 м²",9 из 44,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"7,4 м²",,,,,,,,,,,,,,,,,,,,,,,
19811983,2-комнатная,"63,6 м²","33,1 м²",21 из 68,без отделки,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,"11,8 м²",совмещённый,1,,,,,,во двор,,,,,,,,,,,,,,,
19193526,2-комнатная,"63,6 м²","33,1 м²",3 из 30,без отделки,2026 г.,3 м,,монолит,,"11,5 м²",,,,,,,,,,,,,,,,,,,,,,,
33111050,2-комнатная,"63,6 м²","26,6 м²",32 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
20187212,2-комнатная,"63,6 м²","33,1 м²",5 из 30,без отделки,2026 г.,3 м,,монолит,,"11,5 м²",,,,,,,,,,,,,,,,,,,,,,,
12000000,2-комнатная,"63,7 м²","28,9 м²",1 из 14,,,"2,9 м",есть,кирпич-монолит,открытая,"8,5 м²",совмещённый,1,есть,,,,,во двор,Нужен ремонт,,,,,2021,,,,,,,,,
40307352,2-комнатная,"63,7 м²","20,5 м²",18 из 19,без отделки,3 кв. 2025 г.,"3,17 м",есть,монолит,закрытая,"25,7 м²",,2,,,,,,во двор,,,,,закрытая,,,,,,,,,,есть
33406000,2-комнатная,"63,7 м²","26,6 м²",36 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
22365070,2-комнатная,"63,7 м²",26 м²,7 из 28,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
26410020,2-комнатная,"63,7 м²","39,7 м²",9 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
30943000,2-комнатная,"63,8 м²",,10 из 11,,,,есть,,подземная,20 м²,раздельный,1,,,,,апартаменты,на улицу,Нужен ремонт,,,,,2024,,,,,,,,,
34822040,2-комнатная,"63,8 м²","26,6 м²",2 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"11,9 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
38161662,2-комнатная,"63,8 м²","21,7 м²",26 из 46,чистовая,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"21,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
33182652,2-комнатная,"63,8 м²","21,7 м²",34 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"21,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
33466429,2-комнатная,"63,8 м²","21,7 м²",38 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"21,6 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
14674000,2-комнатная,"63,8 м²","19,4 м²",4 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"23,1 м²",,2,,,,,,на улицу,,,,,,,,,,,,,,,
14674000,2-комнатная,"63,8 м²","19,4 м²",5 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"23,1 м²",,2,,,,,,на улицу,,,,,,,,,,,,,,,
30936521,2-комнатная,"63,8 м²","26,9 м²",5 из 47,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"18,8 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
37250000,2-комнатная,"63,8 м²","31,5 м²",7 из 23,,,"3,1 м",есть,монолит,подземная,"12,8 м²",совмещённый,2,есть,,центральное,Спортивная площадка,,на улицу,Дизайнерский,,,,,2019,есть,,,есть,,есть,,,
35253630,2-комнатная,"63,9 м²","26,7 м²",3 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"11,9 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
38455020,2-комнатная,"63,9 м²","26,7 м²",8 из 20,,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,"11,9 м²",раздельный,1,,,,,,,,,,,закрытая,,,,,,,,,,
18000000,2-комнатная,63 м²,,12 из 12,,,,,монолит,,13 м²,раздельный,1,,,,,,,Дизайнерский,во двор и на улицу,,,,2021,,,,нет,,,,,
12774776,2-комнатная,63 м²,"28,7 м²",12 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"22,6 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
20954757,2-комнатная,63 м²,"24,8 м²",14 из 19,без отделки,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
13095213,2-комнатная,63 м²,"28,7 м²",15 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"22,6 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
21020141,2-комнатная,63 м²,"24,8 м²",16 из 19,без отделки,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"21,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
13202026,2-комнатная,63 м²,"28,7 м²",16 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"22,6 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
18700000,2-комнатная,63 м²,36 м²,3 из 16,,,"2,8 м",есть,монолит,закрытая,11 м²,совмещённый,1,есть,,,,,,Хороший,,,,,,,,,нет,,,,,
27390000,2-комнатная,63 м²,30 м²,3 из 33,,,"3,05 м",есть,монолит,подземная,24 м²,совмещённый,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2023,есть,,,,,,,,
21200000,2-комнатная,63 м²,"32,1 м²",6 из 23,,,"3,1 м",есть,монолит,подземная,"13,6 м²",совмещённый,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2020,,,,,,,,,
31765048,2-комнатная,"64,1 м²","41,7 м²",17 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
15063500,2-комнатная,"64,1 м²","19,4 м²",17 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"23,3 м²",,2,,,,,,на улицу,,,,,,,,,,,,,,,
23070231,2-комнатная,"64,1 м²",32 м²,22 из 25,без отделки,2025 г.,"2,85 м",есть,монолит,подземная,"16,9 м²",,,,,центральное,,,,,,сталинка,,,,,,,,,,,,
19928626,2-комнатная,"64,1 м²","32,9 м²",22 из 30,без отделки,2026 г.,3 м,,монолит,,13 м²,,,,,,,,,,,,,,,,,,,,,,,
28000000,2-комнатная,"64,1 м²",34 м²,26 из 38,,,"3,1 м",есть,монолит,закрытая,15 м²,,2,есть,,,,,на улицу,Нужен ремонт,,,,,2021,,,,,,,,,
35552470,2-комнатная,"64,1 м²","25,6 м²",7 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,закрытая,,,,,,,,,,есть
35956454,2-комнатная,"64,1 м²","25,6 м²",8 из 23,без отделки,3 кв. 2025 г.,"3,02 м",есть,кирпич-монолит,закрытая,16 м²,,,,,,,,,,,,,закрытая,,,,,,,,,,есть
34004429,2-комнатная,"64,2 м²","32,1 м²",12 из 24,,,3 м,есть,монолит,открытая,"13,3 м²",совмещённый,2,,,,,апартаменты,на улицу,,,,,,2023,,,,,,,,,
31384314,2-комнатная,"64,2 м²","41,3 м²",13 из 24,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
28334670,2-комнатная,"64,2 м²","29,5 м²",16 из 21,,2025 г.,,,монолит,подземная,"13,2 м²",,,,,,,,,,,,,,,,,,,,,,,
30846816,2-комнатная,"64,2 м²",42 м²,17 из 21,,2025 г.,,,монолит,подземная,5 м²,,,,,,,,,,,,,,,,,,,,,,,
14576256,2-комнатная,"64,2 м²","31,1 м²",4 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"16,3 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
14743125,2-комнатная,"64,2 м²","31,1 м²",6 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"16,3 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
27440813,2-комнатная,"64,2 м²","29,5 м²",7 из 21,,2025 г.,,,монолит,подземная,"13,2 м²",,,,,,,,,,,,,,,,,,,,,,,
36588560,2-комнатная,"64,2 м²","25,4 м²",7 из 23,без отделки,,"3,02 м",есть,кирпич-монолит,закрытая,"16,3 м²",,,,,,,,,,,,,закрытая,2024,,,,,,,,,есть
31279681,2-комнатная,"64,2 м²","26,9 м²",8 из 47,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"18,8 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
14888671,2-комнатная,"64,2 м²","31,1 м²",9 из 23,чистовая,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"16,3 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
22627170,2-комнатная,"64,3 м²","21,2 м²",13 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
22966031,2-комнатная,"64,3 м²","21,2 м²",21 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
23053479,2-комнатная,"64,3 м²","21,2 м²",23 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
23184651,2-комнатная,"64,3 м²","21,2 м²",26 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
31260192,2-комнатная,"64,3 м²","25,1 м²",29 из 46,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"18,8 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
23534443,2-комнатная,"64,3 м²","21,2 м²",29 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
22260000,2-комнатная,"64,3 м²","22,6 м²",4 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
30000000,2-комнатная,"64,3 м²","35,2 м²",5 из 44,,,"3,1 м",есть,монолит,подземная,"9,8 м²",совмещённый,2,есть,,,,,на улицу,Нужен ремонт,,,,,2023,,,,,,,,,
22530000,2-комнатная,"64,3 м²","22,6 м²",6 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
55000000,2-комнатная,"64,3 м²",37 м²,6 из 8,,,,,кирпич,,10 м²,,,,,центральное,Хорошие школы,,,,,,,,,,,есть,есть,,есть,,есть,
22870000,2-комнатная,"64,3 м²","22,6 м²",9 из 24,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
23410000,2-комнатная,"64,4 м²","22,7 м²",10 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
23170000,2-комнатная,"64,4 м²","22,7 м²",10 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
23620000,2-комнатная,"64,4 м²","22,7 м²",12 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
32303519,2-комнатная,"64,4 м²","26,9 м²",29 из 47,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,19 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
32524554,2-комнатная,"64,4 м²","26,9 м²",32 из 47,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,19 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
26600000,2-комнатная,"64,4 м²","36,2 м²",4 из 5,,,3 м,,кирпич,,"7,4 м²",раздельный,1,,,центральное,,,,Хороший,во двор и на улицу,сталинка,,,,,,,,,,,,
38596497,2-комнатная,"64,4 м²","26,9 м²",40 из 47,чистовая,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,19 м²,,2,есть,,,,,,,,,,,,,,,,,,,,
36767699,2-комнатная,"64,4 м²","26,5 м²",40 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
24884804,2-комнатная,"64,4 м²","21,9 м²",47 из 59,без отделки,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
32000000,2-комнатная,"64,4 м²","35,4 м²",7 из 39,,,"3,2 м",есть,монолит,подземная,"21,6 м²",,2,,,,,,на улицу,Нужен ремонт,,,,,2024,,,,,,,,,
22690000,2-комнатная,"64,4 м²","22,7 м²",9 из 16,,2026 г.,,,,,"21,1 м²",,,,,,,,,,,,,,,,,,,,,,,
