price,Комнатность,Площадь квартиры,Жилая площадь,Этаж,Отделка,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Площадь кухни,Санузел,Кол-во санузлов,Балкон/лоджия,Серия дома,Отопление,,Тип жилья,Вид из окна,Ремонт,Вид из окон,Временная эпоха,Реновация,Территория,Год постройки,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Консьерж
24374801,2-комнатная,"58,8 м²","26,5 м²",4 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
24743040,2-комнатная,"58,8 м²","36,2 м²",4 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
26273523,2-комнатная,"58,8 м²",,9 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24824868,2-комнатная,"58,9 м²",,11 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22000000,2-комнатная,"58,9 м²","29,3 м²",15 из 15,,,"2,6 м",есть,кирпич,,"7,2 м²",раздельный,1,есть,,центральное,Спортивная площадка,,во двор,Нужен ремонт,,,,,,,,,есть,,есть,,,
31059594,2-комнатная,"58,9 м²","24,5 м²",19 из 47,без отделки,2 кв. 2027 г.,"2,95 м",,монолит,закрытая,"17,7 м²",,2,есть,,,,,,,,,,,,,,,,,,,,
32683126,2-комнатная,"58,9 м²",,21 из 25,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32327588,2-комнатная,"58,9 м²",,22 из 25,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31584418,2-комнатная,"58,9 м²","24,3 м²",27 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801050,2-комнатная,"58,9 м²","25,9 м²",44 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,"20,5 м²",,,,,,,,во двор,,,,,,,,,,,,,,,
28001889,2-комнатная,"58,9 м²","25,9 м²",48 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,"20,5 м²",,,,,,,,во двор,,,,,,,,,,,,,,,
26292960,2-комнатная,"58,9 м²","27,8 м²",7 из 21,чистовая,2025 г.,3 м,есть,монолит,подземная,"15,5 м²",,,,,,,,,,,,,,,,,,,,,,,
11894757,2-комнатная,"58,9 м²","20,9 м²",8 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"15,9 м²",,,,,,,,на улицу,,,,,закрытая,,,,,,,,,,
13500000,2-комнатная,58 м²,34 м²,1 из 17,,,"2,64 м",есть,панель,закрытая,10 м²,раздельный,1,,П-44,центральное,Хорошая школа,,,,,,,,,,,,,,,,,
13900000,2-комнатная,58 м²,34 м²,1 из 17,,,,есть,панель,,10 м²,,,,П-44,центральное,Спортивная площадка,,,Хороший,во двор и на улицу,,,,,,,,,,,,,
18500000,2-комнатная,58 м²,33 м²,10 из 16,,,,есть,панель,,10 м²,совмещённый,1,есть,П-44,центральное,Хорошие школы,,,Евро,во двор и на улицу,брежневка,,,,,,,нет,,есть,,,
16150000,2-комнатная,58 м²,"33,7 м²",11 из 17,,,"2,64 м",есть,монолит,закрытая,"12,5 м²",раздельный,1,,П-44,центральное,Хорошая школа,,,Евро,во двор и на улицу,,,,,,,,есть,,,,,
16150000,2-комнатная,58 м²,"33,7 м²",11 из 17,,,"2,64 м",есть,монолит,закрытая,"12,5 м²",раздельный,1,,П-44,центральное,Хорошая школа,,,Хороший,во двор и на улицу,,,,,,,,есть,,,,,
17000000,2-комнатная,58 м²,"33,7 м²",11 из 17,,,,,панель,,"12,5 м²",,,,П-44,центральное,,,,,,,,,,,,,,,,,,
22990000,2-комнатная,58 м²,40 м²,11 из 21,,,"3,15 м",,кирпич-монолит,подземная,13 м²,совмещённый,2,,,,,апартаменты,,Нужен ремонт,,,,,2024,,,,,,,,,
12500000,2-комнатная,58 м²,,13 из 17,,,,есть,,закрытая,6 м²,раздельный,1,,П-44,центральное,Спортивная площадка,,на улицу,Хороший,,,,,,,,,есть,,,,,
14500000,2-комнатная,58 м²,,13 из 18,,,,есть,панель,закрытая,"11,2 м²",совмещённый,1,,,,,,во двор,Евро,,,,,2017,,,,есть,,,,,
12194359,2-комнатная,58 м²,"27,2 м²",13 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"16,5 м²",,,,,,,,во двор,,,,,закрытая,,,,,,,,,,
22500000,2-комнатная,58 м²,"30,9 м²",16 из 30,,,"2,9 м",есть,кирпич-монолит,подземная,"12,2 м²",,2,,,,,,на улицу,Нужен ремонт,,,,,2024,,,,,,,,,
29900000,2-комнатная,58 м²,25 м²,2 из 13,,,"3,1 м",есть,кирпич-монолит,подземная,22 м²,,2,есть,,,,,,Дизайнерский,во двор и на улицу,,,,2025,,,,,,,,,
15600000,2-комнатная,58 м²,34 м²,2 из 17,,,"2,64 м",есть,панель,закрытая,10 м²,раздельный,1,,П-44,центральное,Хорошие школы,,во двор,Хороший,,,,,,,,,есть,,,,,
23728206,2-комнатная,58 м²,"29,1 м²",22 из 27,чистовая,2025 г.,3 м,есть,монолит,подземная,"11,2 м²",,,,,,,,,,,,,,,,,,,,,,,
29990000,2-комнатная,58 м²,,22 из 30,,,"2,64 м",есть,монолит,подземная,12 м²,раздельный,2,,,центральное,,,,Дизайнерский,во двор и на улицу,,,,2018,,,,есть,,,,,
14000000,2-комнатная,58 м²,"37,4 м²",4 из 10,,,"2,65 м",есть,монолит,открытая,10 м²,совмещённый,1,,,,,,,Евро,во двор и на улицу,,,,2017,есть,,,есть,,есть,,,
18500000,2-комнатная,58 м²,34 м²,4 из 17,,,,есть,панель,,"10,1 м²",раздельный,1,есть,П-44,центральное,Спортивная площадка,,во двор,,,,,,,,,,,есть,,,,
18500000,2-комнатная,58 м²,34 м²,4 из 17,,,,есть,панель,,"10,1 м²",раздельный,1,есть,П-44,центральное,Спортивная площадка,,во двор,Хороший,,,,,,,,,,,,,,
36453000,2-комнатная,58 м²,"24,1 м²",4 из 27,предчистовая,3 кв. 2025 г.,3 м,есть,кирпич-монолит,закрытая,,совмещённый,1,,,,Спортивная площадка,,,,,,,,,,,,,,,,,
33156918,2-комнатная,58 м²,"24,7 м²",45 из 54,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
34000000,2-комнатная,58 м²,"28,3 м²",5 из 24,,,"3,2 м",есть,кирпич-монолит,подземная,"12,7 м²",раздельный,2,,,,,,во двор,Дизайнерский,,,,,2020,есть,есть,есть,есть,,есть,,есть,
28500000,2-комнатная,58 м²,"25,5 м²",5 из 43,,2 кв. 2025 г.,"3,1 м",,кирпич-монолит,,"3,5 м²",,,есть,,,,,во двор,Черновая отделка,,,,,,,,,,,,,,
14800000,2-комнатная,58 м²,,6 из 17,,,,есть,панель,закрытая,10 м²,раздельный,1,есть,,,,,,Евро,во двор и на улицу,,,,,,,,есть,,,,,
18000000,2-комнатная,58 м²,"36,4 м²",6 из 7,,,"3,2 м",есть,кирпич,,"8,7 м²",раздельный,1,,,центральное,Хорошие школы,,,Нужен ремонт,во двор и на улицу,сталинка,,,,,,,,,,,,
23055348,2-комнатная,58 м²,"38,9 м²",7 из 13,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"7,8 м²",,,,,,,,,,,,,,,,,,,,,,,
15500000,2-комнатная,58 м²,34 м²,7 из 16,,,,есть,панель,закрытая,"12,9 м²",раздельный,1,есть,П-44,центральное,Детский сад,,,Евро,во двор и на улицу,,,,,,,,есть,,,,,
15500000,2-комнатная,58 м²,34 м²,7 из 17,,,"2,64 м",есть,панель,,"10,1 м²",совмещённый,1,есть,П-44,центральное,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
15500000,2-комнатная,58 м²,34 м²,7 из 17,,,"2,64 м",есть,панель,закрытая,"10,1 м²",совмещённый,1,есть,П-44,центральное,Спортивная площадка,,во двор,Хороший,,,,,,,,,,,,,,
29450000,2-комнатная,58 м²,30 м²,7 из 25,,,3 м,есть,монолит,подземная,12 м²,совмещённый,1,есть,,центральное,Спортивная площадка,апартаменты,на улицу,Дизайнерский,,,,,2017,есть,есть,есть,есть,,есть,есть,есть,
33000000,2-комнатная,58 м²,"31,2 м²",8 из 24,,,"2,73 м",есть,монолит,закрытая,"9,2 м²",совмещённый,1,есть,,центральное,Хорошая школа,,во двор,Евро,,,,,,,,,есть,,,,,
14000000,2-комнатная,58 м²,29 м²,9 из 12,,,"2,5 м",есть,панель,,12 м²,раздельный,1,есть,,,,,во двор,Евро,,,,,,есть,,,нет,,,,,
20043011,2-комнатная,"59,1 м²",22 м²,13 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
14300000,2-комнатная,"59,1 м²",35 м²,17 из 17,,,"2,7 м",есть,панель,,10 м²,раздельный,1,,,,,,на улицу,,,,,,,,,,,,,,,
14300000,2-комнатная,"59,1 м²",35 м²,17 из 19,,,"2,7 м",есть,панель,закрытая,10 м²,раздельный,1,есть,,,,,,Евро,во двор и на улицу,,,,,,,,есть,,,,,
20334073,2-комнатная,"59,1 м²",22 м²,18 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
21555135,2-комнатная,"59,1 м²",22 м²,21 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
26019026,2-комнатная,"59,1 м²",,21 из 28,,3 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21677457,2-комнатная,"59,1 м²",22 м²,23 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
21690000,2-комнатная,"59,1 м²","21,6 м²",24 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
21370000,2-комнатная,"59,1 м²","21,6 м²",24 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
21570000,2-комнатная,"59,1 м²","21,6 м²",25 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
21570000,2-комнатная,"59,1 м²","21,6 м²",25 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
21570000,2-комнатная,"59,1 м²","21,6 м²",26 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
22100000,2-комнатная,"59,1 м²","21,6 м²",28 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
20574537,2-комнатная,"59,1 м²","30,6 м²",64 из 68,без отделки,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,"11,5 м²",совмещённый,1,,,,,,во двор,,,,,,,,,,,,,,,
26154560,2-комнатная,"59,2 м²","33,7 м²",12 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
27060320,2-комнатная,"59,2 м²",37 м²,13 из 45,предчистовая,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,,совмещённый,1,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
26314400,2-комнатная,"59,2 м²","33,7 м²",15 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
32053603,2-комнатная,"59,2 м²","24,3 м²",31 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
32136187,2-комнатная,"59,2 м²","24,3 м²",32 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
30996528,2-комнатная,"59,2 м²","25,7 м²",33 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
23977480,2-комнатная,"59,2 м²","24,3 м²",4 из 46,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
15664355,2-комнатная,"59,3 м²",30 м²,14 из 14,,3 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
15274609,2-комнатная,"59,3 м²",30 м²,14 из 14,,3 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"13,9 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
39517860,2-комнатная,"59,3 м²","18,1 м²",2 из 19,без отделки,3 кв. 2025 г.,"3,02 м",есть,монолит,закрытая,"25,7 м²",совмещённый,1,,,,,,во двор,,,,,закрытая,,,,,,,,,,есть
27956985,2-комнатная,"59,3 м²",37 м²,21 из 45,предчистовая,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,,совмещённый,1,,,,Спортивная площадка,,на улицу,,,,,,,,,,,,,,,
32813655,2-комнатная,"59,3 м²","24,3 м²",40 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
24360000,2-комнатная,"59,4 м²","21,2 м²",28 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
32399433,2-комнатная,"59,4 м²","24,2 м²",34 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
32548586,2-комнатная,"59,4 м²","24,3 м²",36 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
33023668,2-комнатная,"59,4 м²","24,3 м²",42 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
22000000,2-комнатная,"59,4 м²",39 м²,8 из 8,,,"3,1 м",есть,,закрытая,"7,8 м²",раздельный,1,,,,Хорошие школы,,на улицу,Нужен ремонт,,сталинка,,,,,,,нет,,,,,
16541000,2-комнатная,"59,5 м²","18,6 м²",13 из 17,чистовая,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,"18,1 м²",,2,,,,,,во двор,,,,,,,,,,,,,,,
25614750,2-комнатная,"59,5 м²","36,5 м²",21 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
25769450,2-комнатная,"59,5 м²","36,5 м²",24 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
23360000,2-комнатная,"59,5 м²","25,1 м²",25 из 31,,2026 г.,,,,,"6,5 м²",,,,,,,,,,,,,,,,,,,,,,,
31352811,2-комнатная,"59,5 м²","25,7 м²",38 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
31513283,2-комнатная,"59,5 м²","25,7 м²",42 из 43,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,,,,,,,
23669100,2-комнатная,"59,5 м²",27 м²,44 из 48,предчистовая,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,,2,,,,,,во двор,,,,,,,,,,,,,,,
12000000,2-комнатная,"59,5 м²","25,8 м²",7 из 9,,,"2,85 м",,панель,открытая,"10,9 м²",,2,есть,,,,,,Нужен ремонт,во двор и на улицу,,,,2022,,,,,,,,,
13982500,2-комнатная,"59,5 м²",20 м²,8 из 30,без отделки,4 кв. 2027 г.,"2,88 м",,монолит,закрытая,19 м²,,2,,,,,,во двор,,,,,,,,,,,,,,,
16990000,2-комнатная,"59,5 м²","33,2 м²",9 из 16,,,,есть,панель,подземная,"11,1 м²",,2,,,,,,во двор,Евро,,,,,2022,,,,есть,,,,,
11667928,2-комнатная,"59,6 м²","27,5 м²",1 из 9,без отделки,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,"17,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
22141400,2-комнатная,"59,6 м²","21,9 м²",11 из 17,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
22463240,2-комнатная,"59,6 м²","21,9 м²",14 из 17,без отделки,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,совмещённый,2,,,,,,во двор,,,,,,,,,,,,,,,
28000000,2-комнатная,"59,6 м²",16 м²,14 из 43,,,3 м,есть,монолит,подземная,10 м²,,,есть,,,,,на улицу,Хороший,,,,,2023,,,,,,,,,
42000000,2-комнатная,"59,6 м²",34 м²,18 из 28,,,3 м,есть,кирпич-монолит,подземная,"10,9 м²",совмещённый,2,,,,Спортивная площадка,,на улицу,Дизайнерский,,,,,2024,есть,,,,,есть,,,
15057881,2-комнатная,"59,6 м²",27 м²,2 из 16,чистовая,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
45000000,2-комнатная,"59,6 м²","35,9 м²",20 из 28,,,3 м,есть,кирпич-монолит,подземная,"10,3 м²",совмещённый,2,,,,Спортивная площадка,,во двор,Дизайнерский,,,,,2023,есть,,,есть,,есть,,,
30090412,2-комнатная,"59,6 м²",,24 из 28,без отделки,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22840000,2-комнатная,"59,6 м²","21,3 м²",24 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
23240000,2-комнатная,"59,6 м²","21,3 м²",26 из 31,,2026 г.,,,,,21 м²,,,,,,,,,,,,,,,,,,,,,,,
15207572,2-комнатная,"59,6 м²",27 м²,3 из 16,чистовая,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
25589260,2-комнатная,"59,6 м²","39,4 м²",3 из 20,без отделки,1 кв. 2028 г.,3 м,есть,кирпич-монолит,закрытая,,совмещённый,1,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
26218040,2-комнатная,"59,6 м²","36,5 м²",32 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
15221705,2-комнатная,"59,6 м²",27 м²,4 из 16,чистовая,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
13651898,2-комнатная,"59,6 м²",27 м²,5 из 16,без отделки,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
11891451,2-комнатная,"59,7 м²","27,9 м²",14 из 14,без отделки,4 кв. 2025 г.,"2,8 м",,монолит,открытая,"18,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
12792842,2-комнатная,"59,7 м²","27,9 м²",14 из 14,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"18,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
12758224,2-комнатная,"59,7 м²","31,7 м²",14 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,6 м²",,,,,,,,на улицу,,,,,закрытая,,,,,,,,,,
12861446,2-комнатная,"59,7 м²","31,7 м²",15 из 23,без отделки,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,"14,6 м²",,,,,,,,на улицу,,,,,закрытая,,,,,,,,,,
11786319,2-комнатная,"59,7 м²","27,9 м²",2 из 14,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"18,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
19500000,2-комнатная,"59,7 м²",30 м²,20 из 25,,,"2,7 м",есть,монолит,подземная,15 м²,,2,,,,,,,Нужен ремонт,во двор и на улицу,,,,2023,,,,,,,,,
21933074,2-комнатная,"59,7 м²","23,8 м²",21 из 48,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
22560000,2-комнатная,"59,7 м²","24,4 м²",24 из 31,,2026 г.,,,,,"16,6 м²",,,,,,,,,,,,,,,,,,,,,,,
36734268,2-комнатная,"59,7 м²",,28 из 28,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13635016,2-комнатная,"59,7 м²","27,1 м²",3 из 16,без отделки,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
15220330,2-комнатная,"59,7 м²","27,1 м²",3 из 16,чистовая,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
27928872,2-комнатная,"59,7 м²",27 м²,37 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
13381909,2-комнатная,"59,7 м²","27,1 м²",4 из 16,без отделки,4 кв. 2026 г.,"2,95 м",,,,"16,9 м²",,,,,,,,,,,,,,,,,,,,,,,
13033165,2-комнатная,"59,7 м²",38 м²,4 из 7,,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,"17,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
39090526,2-комнатная,"59,7 м²","27,3 м²",6 из 6,без отделки,,"4,2 м",,,,,,,,,,,,на улицу,,,,,,2023,,,,,,,,,
11715009,2-комнатная,"59,7 м²","27,9 м²",9 из 14,без отделки,4 кв. 2025 г.,"2,8 м",,монолит,открытая,"18,3 м²",раздельный,1,,,,,,,,,,,,,,,,,,,,,
13436539,2-комнатная,"59,7 м²","27,9 м²",9 из 14,,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,"18,3 м²",совмещённый,2,,,,,,,,,,,,,,,,,,,,,
19900000,2-комнатная,"59,7 м²",26 м²,9 из 16,,,"2,8 м",есть,монолит,открытая,20 м²,,2,есть,,,,,на улицу,Евро,,,,,2023,,,,,,,,,
24664151,2-комнатная,"59,8 м²","35,9 м²",12 из 13,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,3 м²",,,,,,,,,,,,,,,,,,,,,,,
17450000,2-комнатная,"59,8 м²",23 м²,14 из 17,,,,,,,"21,1 м²",совмещённый,1,,,,,,во двор,,,,,,2020,,,,,,,,,
20736228,2-комнатная,"59,8 м²","25,3 м²",2 из 7,,4 кв. 2026 г.,"2,87 м",есть,монолит,открытая,"15,9 м²",совмещённый,2,,,,,,,,,,,,,,,,,,,,,
22580000,2-комнатная,"59,8 м²","24,4 м²",24 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
22540000,2-комнатная,"59,8 м²","24,4 м²",26 из 31,,2026 г.,,,,,"16,7 м²",,,,,,,,,,,,,,,,,,,,,,,
37391472,2-комнатная,"59,8 м²",,27 из 28,,2 кв. 2025 г.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26724620,2-комнатная,"59,8 м²","35,6 м²",52 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
26802360,2-комнатная,"59,8 м²","35,6 м²",55 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
24026085,2-комнатная,"59,8 м²","35,9 м²",6 из 13,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,3 м²",,,,,,,,,,,,,,,,,,,,,,,
23334164,2-комнатная,"59,9 м²","36,1 м²",10 из 13,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,3 м²",,,,,,,,,,,,,,,,,,,,,,,
23543335,2-комнатная,"59,9 м²","36,1 м²",12 из 13,без отделки,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,"6,3 м²",,,,,,,,,,,,,,,,,,,,,,,
26900000,2-комнатная,"59,9 м²","31,9 м²",12 из 24,,,"2,9 м",есть,кирпич-монолит,подземная,"10,5 м²",раздельный,2,есть,,,,,во двор,Хороший,,,,,,,,,нет,,,,,
20613928,2-комнатная,"59,9 м²","24,5 м²",18 из 19,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
26854368,2-комнатная,"59,9 м²","23,1 м²",3 из 29,предчистовая,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,22 м²,совмещённый,2,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
25200000,2-комнатная,"59,9 м²","29,7 м²",4 из 20,,,"2,7 м",есть,монолит,,"12,5 м²",раздельный,1,есть,,центральное,Спортивная площадка,,во двор,Дизайнерский,,,,закрытая,,есть,есть,,есть,,есть,,есть,
27038860,2-комнатная,"59,9 м²","23,1 м²",5 из 29,предчистовая,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,22 м²,совмещённый,2,,,,Спортивная площадка,,во двор,,,,,,,,,,,,,,,
27062820,2-комнатная,"59,9 м²","34,4 м²",50 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
24000000,2-комнатная,"59,9 м²",34 м²,7 из 20,,,"2,65 м",есть,монолит,,16 м²,раздельный,1,,,центральное,Хорошая школа,,,Евро,во двор и на улицу,,,,2018,,,,нет,,есть,,,
14700000,2-комнатная,59 м²,35 м²,1 из 17,,,,есть,панель,закрытая,11 м²,раздельный,1,,П-44,центральное,Хорошая школа,,,Хороший,во двор и на улицу,,,,,,,,есть,,,,,
15300000,2-комнатная,59 м²,"32,3 м²",11 из 17,,,"2,7 м",есть,панель,закрытая,"12,9 м²",раздельный,1,есть,П-44К,центральное,,,,Дизайнерский,во двор и на улицу,,,,,,,,есть,,,,,
12900000,2-комнатная,59 м²,36 м²,15 из 15,,,,есть,монолит,,"12,1 м²",совмещённый,1,есть,,центральное,Фитнес клуб,,во двор,Евро,,,,,,есть,,,нет,,,,,
25257900,2-комнатная,59 м²,"36,2 м²",15 из 59,без отделки,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
14600000,2-комнатная,59 м²,34 м²,2 из 17,,,"2,7 м",есть,панель,закрытая,"10,5 м²",раздельный,1,,П-44К,центральное,Хорошие школы,,во двор,Хороший,,,,,,,,,,,,,,
19000000,2-комнатная,59 м²,"31,5 м²",2 из 22,,,"2,6 м",есть,панель,,10 м²,совмещённый,1,есть,И-700,центральное,Спортивная площадка,,во двор,Евро,,,,закрытая,,есть,,,нет,есть,есть,,,есть
26261187,2-комнатная,59 м²,"26,5 м²",4 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
24177315,2-комнатная,59 м²,"25,2 м²",40 из 59,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,,,
26346665,2-комнатная,59 м²,"26,5 м²",5 из 53,предчистовая,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
29897790,2-комнатная,59 м²,35 м²,7 из 23,без отделки,2 кв. 2027 г.,"3,3 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,,,,,,,
19467779,2-комнатная,59 м²,"40,5 м²",7 из 27,предчистовая,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,во двор,,,,,,,,,,,,,,,
18974046,2-комнатная,59 м²,"30,6 м²",7 из 30,без отделки,2026 г.,3 м,,монолит,,"11,6 м²",,,,,,,,,,,,,,,,,,,,,,,
13500000,2-комнатная,59 м²,34 м²,9 из 20,,,,есть,,,"10,7 м²",,2,,,,,,,Нужен ремонт,,,,,,,,,,,,,,
15350000,2-комнатная,59 м²,32 м²,9 из 25,,,"2,8 м",есть,панель,закрытая,"15,5 м²",раздельный,1,,П-44Т,центральное,,,во двор,Евро,,,,,,,,,есть,,,,,
