price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Территория,Балкон/лоджия,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Отопление,Консьерж,,Вид из окон,Тип жилья,Вид из окна,Отделка,Год постройки,Временная эпоха,Серия дома,Реновация
93024240,3-комнатная,"117,1 м²",50 м²,"11,6 м²",9 из 9,совмещённый,1,2 кв. 2025 г.,"4,02 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
44750000,3-комнатная,"118,1 м²","62,8 м²","19,6 м²",19 из 23,раздельный,2,,3 м,есть,кирпич-монолит,,закрытая,есть,Дизайнерский,есть,есть,есть,есть,есть,есть,есть,есть,центральное,есть,Хорошая школа,во двор и на улицу,,,,,,,
152540000,3-комнатная,"118,3 м²","45,2 м²","26,6 м²",6 из 9,,2,3 кв. 2027 г.,"3,35 м",,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
161460000,3-комнатная,118 м²,"45,5 м²","27,4 м²",9 из 14,,2,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,во двор,без отделки,,,,
153170000,3-комнатная,"120,1 м²","44,1 м²","28,3 м²",3 из 7,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
46600000,3-комнатная,120 м²,65 м²,14 м²,17 из 34,,,,,,монолит,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,сталинка,,
59000000,3-комнатная,120 м²,80 м²,25 м²,21 из 41,совмещённый,4,,"3,1 м",есть,кирпич-монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2023,,,
47500000,3-комнатная,120 м²,70 м²,30 м²,7 из 13,совмещённый,2,,"3,2 м",есть,монолит,,,,Хороший,,,,,,,,,центральное,,Спортивная площадка,,,,,2019,,,
40900000,3-комнатная,120 м²,70 м²,15 м²,8 из 33,,,,,,монолит,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,,,
61000000,3-комнатная,121 м²,"57,8 м²",19 м²,21 из 27,,2,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2023,,,
86230800,3-комнатная,"122,4 м²",48 м²,12 м²,2 из 5,совмещённый,1,2 кв. 2025 г.,"3,23 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
110000000,3-комнатная,"122,5 м²",,"11,8 м²",5 из 13,раздельный,2,,,есть,кирпич,,закрытая,есть,Евро,,,есть,есть,есть,есть,есть,есть,,,Хорошие школы,,,во двор,,,,,
83111040,3-комнатная,"122,8 м²","43,7 м²","34,2 м²",3 из 18,раздельный,1,3 кв. 2028 г.,"3,36 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
57000000,3-комнатная,122 м²,35 м²,15 м²,15 из 29,раздельный,2,,3 м,есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2023,,,
45999999,3-комнатная,122 м²,57 м²,26 м²,6 из 22,,,,,,,,,есть,,,,,,,,,,центральное,,,,,,,,,,
187470000,3-комнатная,"123,4 м²",41 м²,"37,9 м²",5 из 9,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
82102800,3-комнатная,"123,5 м²","47,8 м²","35,5 м²",3 из 18,раздельный,1,3 кв. 2028 г.,"3,03 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
71371850,3-комнатная,"125,5 м²","49,5 м²","7,6 м²",2 из 9,совмещённый,1,2 кв. 2025 г.,"3,23 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
55000000,3-комнатная,125 м²,"60,2 м²","15,1 м²",12 из 18,совмещённый,1,,"3,05 м",есть,монолит,,,есть,Евро,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,,,
39460000,3-комнатная,125 м²,"31,2 м²","29,6 м²",27 из 31,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
33500000,3-комнатная,125 м²,65 м²,"20,5 м²",6 из 14,совмещённый,2,,3 м,есть,монолит,,,есть,Нужен ремонт,,,,,,,,,,,,,,во двор,,2015,,,
33500000,3-комнатная,125 м²,65 м²,"20,5 м²",6 из 14,,2,,3 м,есть,монолит,,,есть,Черновая отделка,,,,,,,,,,,Хорошие школы,,,во двор,,2015,,,
34970000,3-комнатная,"126,7 м²","31,1 м²","29,8 м²",2 из 9,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
165430000,3-комнатная,126 м²,"41,5 м²","44,4 м²",6 из 14,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
170570000,3-комнатная,"127,1 м²","46,3 м²","29,2 м²",3 из 14,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
173980000,3-комнатная,"127,1 м²","46,3 м²","29,2 м²",5 из 14,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
43590000,3-комнатная,"127,5 м²","39,2 м²","20,3 м²",24 из 31,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
167570000,3-комнатная,"127,5 м²","41,5 м²","44,4 м²",3 из 14,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
171920000,3-комнатная,"127,5 м²","41,5 м²","44,4 м²",5 из 14,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
38580000,3-комнатная,"128,6 м²","41,2 м²","41,9 м²",6 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
125000000,3-комнатная,128 м²,96 м²,15 м²,22 из 34,совмещённый,3,,"3,2 м",есть,блок,подземная,,,Дизайнерский,есть,,,,,,,,,,,во двор и на улицу,апартаменты,,,2024,,,
90976770,3-комнатная,"129,1 м²","49,5 м²","33,2 м²",10 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
40340000,3-комнатная,"129,2 м²","39,5 м²","42,9 м²",4 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
40720000,3-комнатная,"129,2 м²","39,5 м²","42,9 м²",5 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
41130000,3-комнатная,"129,2 м²","39,5 м²","42,9 м²",6 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
248530000,3-комнатная,"129,2 м²","46,2 м²","39,8 м²",9 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,на улицу,,,,,
207380000,3-комнатная,"129,4 м²","39,6 м²","35,9 м²",7 из 11,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
94000000,3-комнатная,129 м²,"58,5 м²","31,8 м²",10 из 14,,3,,"3,1 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2023,,,
179190000,3-комнатная,"130,3 м²","40,7 м²","35,9 м²",5 из 11,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
61852000,3-комнатная,130 м²,75 м²,35 м²,14 из 23,совмещённый,2,,"3,02 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,Спортивная площадка,во двор и на улицу,,,,2021,,,
122074420,3-комнатная,130 м²,,,4 из 9,,,,,,,,,,,,,,,,,,,центральное,,,,,,,,,,
55000000,3-комнатная,"131,1 м²","68,3 м²","24,4 м²",5 из 21,совмещённый,1,,,,,,,есть,,,,,,,,,,центральное,,Спортивная площадка,,,на улицу,,2019,,,
63654000,3-комнатная,131 м²,75 м²,35 м²,19 из 22,совмещённый,2,,"3,02 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,Спортивная площадка,,,на улицу,,2021,,,
29000000,3-комнатная,131 м²,"67,2 м²","21,3 м²",23 из 25,совмещённый,2,,"2,7 м",есть,панель,открытая,,есть,Евро,,,,есть,,есть,,,центральное,,Хорошие школы,во двор и на улицу,,,,,,П-44Т,
88268400,3-комнатная,132 м²,"50,7 м²","33,2 м²",10 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
45500000,3-комнатная,"133,9 м²",32 м²,"27,2 м²",24 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
185750000,3-комнатная,"134,2 м²","40,5 м²","35,9 м²",2 из 11,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,центральное,есть,Хорошие школы,,,во двор,,,сталинка,,
158720000,3-комнатная,"134,2 м²","47,1 м²","34,2 м²",5 из 9,,2,4 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,,,,,,,,,,,,есть,,,,во двор,,,,,
50000000,3-комнатная,134 м²,80 м²,18 м²,23 из 25,,3,,"2,75 м",есть,монолит,открытая,,,Дизайнерский,есть,,,есть,,есть,,,,,Спортивная площадка,во двор и на улицу,,,,2018,,,
44390000,3-комнатная,134 м²,32 м²,"27,2 м²",24 из 24,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
171500000,3-комнатная,"135,6 м²","43,9 м²","47,6 м²",4 из 14,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
186800000,3-комнатная,"137,1 м²","43,8 м²","47,6 м²",7 из 14,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
82075100,3-комнатная,"138,5 м²","50,1 м²","10,9 м²",2 из 7,совмещённый,1,2 кв. 2025 г.,"3,23 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
163860000,3-комнатная,"138,8 м²","50,4 м²","37,2 м²",3 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
164940000,3-комнатная,"138,8 м²","50,4 м²","37,2 м²",4 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
248890000,3-комнатная,"138,8 м²","50,4 м²","37,2 м²",9 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
98121140,3-комнатная,"139,1 м²","49,4 м²","9,9 м²",2 из 7,совмещённый,1,2 кв. 2025 г.,"3,23 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
164360000,3-комнатная,"139,8 м²","50,4 м²","37,2 м²",2 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
75000000,3-комнатная,144 м²,60 м²,10 м²,5 из 20,совмещённый,2,,3 м,есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,,во двор и на улицу,,,,2020,,,
69900000,3-комнатная,145 м²,,20 м²,12 из 15,совмещённый,2,,3 м,есть,монолит,подземная,,,Дизайнерский,,,,,,,,,,,Хорошие школы,,,во двор,,,,,
200140000,3-комнатная,"146,3 м²",70 м²,"41,9 м²",10 из 14,,2,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,во двор,без отделки,,,,
208350000,3-комнатная,"146,3 м²",70 м²,"41,9 м²",12 из 14,,2,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,во двор,без отделки,,,,
192900000,3-комнатная,"146,5 м²","44,4 м²","41,8 м²",8 из 14,,2,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,во двор,без отделки,,,,
311960000,3-комнатная,"147,2 м²","45,1 м²","44,2 м²",9 из 9,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,Хорошие школы,,,во двор,,,,,
102891960,3-комнатная,"147,6 м²","46,8 м²","14,6 м²",2 из 5,совмещённый,1,2 кв. 2025 г.,"3,23 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
289900000,3-комнатная,"149,6 м²","45,8 м²","47,9 м²",6 из 6,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,на улицу,,,,,
185070000,3-комнатная,"149,9 м²",,,5 из 14,,,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,,без отделки,,,,
173530000,3-комнатная,149 м²,"46,6 м²","40,5 м²",2 из 6,,2,3 кв. 2027 г.,"3,35 м",есть,монолит,,закрытая,есть,,,,,,,,,,,есть,,,,во двор,,,,,
180996000,3-комнатная,"150,2 м²","82,6 м²",,22 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
200120000,3-комнатная,"150,2 м²",,,9 из 14,,,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,,без отделки,,,,
208110000,3-комнатная,"150,3 м²",,,11 из 14,,,2 кв. 2028 г.,"3,55 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,есть,,,,,без отделки,,,,
285583360,3-комнатная,160 м²,"96,7 м²","13,5 м²",7 из 9,,3,,"3,3 м",есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,,,апартаменты,на улицу,,2023,,,
218256000,3-комнатная,"167,4 м²","95,5 м²",,23 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
74500000,3-комнатная,170 м²,94 м²,22 м²,8 из 12,совмещённый,2,,3 м,есть,кирпич,,закрытая,есть,Евро,есть,есть,есть,есть,есть,есть,,есть,,есть,,во двор и на улицу,,,,,сталинка,,
47690000,3-комнатная,"179,2 м²","40,9 м²","34,7 м²",1 из 9,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
129000000,3-комнатная,"185,4 м²",,74 м²,30 из 76,,3,,"3,2 м",есть,монолит,подземная,,,Дизайнерский,,,,,,,,,,,,во двор и на улицу,апартаменты,,,,,,
190000000,3-комнатная,186 м²,,20 м²,30 из 67,,3,,,есть,монолит,закрытая,,,Евро,,,,,,,,,,,,во двор и на улицу,апартаменты,,,,,,
51120000,3-комнатная,"193,9 м²","40,9 м²","34,7 м²",1 из 9,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
669336000,3-комнатная,"203,1 м²",,15 м²,6 из 9,,,,"3,5 м",есть,монолит,,закрытая,есть,Дизайнерский,есть,,,нет,есть,есть,,,центральное,,,во двор и на улицу,,,,2015,,,
317354509,3-комнатная,254 м²,,,11 из 11,,,,"3,5 м",,кирпич,,,,Черновая отделка,,,,нет,,,,,центральное,,Хорошие школы,во двор и на улицу,,,,,,,
18000000,3-комнатная,"43,2 м²","31,6 м²","5,9 м²",2 из 5,совмещённый,1,,"2,7 м",есть,кирпич,закрытая,,,Нужен ремонт,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,сталинка,,
13500000,3-комнатная,"48,6 м²","33,7 м²",6 м²,6 из 12,раздельный,1,,,есть,панель,,,есть,Хороший,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
12000000,3-комнатная,"48,9 м²","33,8 м²","6,1 м²",9 из 9,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,брежневка,II-49,
15000000,3-комнатная,"49,2 м²",33 м²,6 м²,1 из 9,раздельный,1,,"2,64 м",есть,панель,,,есть,,,,,,,,,,центральное,,,,,на улицу,,,брежневка,II-49,
15000000,3-комнатная,"49,2 м²",33 м²,6 м²,1 из 9,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,,,,на улицу,,,брежневка,II-49,
17843067,3-комнатная,"49,3 м²","17,9 м²","15,3 м²",5 из 23,совмещённый,1,2 кв. 2026 г.,"2,72 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,апартаменты,во двор,без отделки,,,,
11800000,3-комнатная,"49,3 м²","34,3 м²",6 м²,9 из 9,,,,,,панель,,,,,,,,,,,,,центральное,,,,,,,,брежневка,II-49,
14000000,3-комнатная,"49,4 м²","34,4 м²","5,9 м²",9 из 9,раздельный,1,,"2,64 м",есть,панель,,,есть,,,,,,,,,,центральное,,,,,во двор,,,брежневка,II-49,
13500000,3-комнатная,"49,5 м²",,6 м²,1 из 9,совмещённый,1,,"2,64 м",есть,панель,,,есть,Хороший,,,,,,,,,центральное,,Спортивная площадка,,,во двор,,,брежневка,II-49,
16400000,3-комнатная,"49,6 м²","33,8 м²",6 м²,9 из 9,раздельный,1,,"2,7 м",есть,панель,,закрытая,есть,Евро,,,есть,есть,есть,есть,,есть,центральное,,,во двор и на улицу,,,,,брежневка,II-49,
12500000,3-комнатная,49 м²,34 м²,6 м²,5 из 9,раздельный,1,,"2,6 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-49,
13700000,3-комнатная,"50,8 м²","33,8 м²",6 м²,5 из 9,раздельный,1,,"2,7 м",есть,панель,,,есть,Хороший,,,,,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,брежневка,II-49,
10950000,3-комнатная,"50,9 м²",34 м²,"6,2 м²",5 из 9,раздельный,1,,,есть,панель,,,есть,Хороший,,,,,,,,,центральное,,,,,во двор,,,брежневка,II-49,
11000000,3-комнатная,50 м²,,,2 из 9,раздельный,1,,,есть,панель,,,,,,,,есть,есть,есть,,есть,,,Хорошие школы,,,во двор,,,брежневка,II-49,
13500000,3-комнатная,50 м²,34 м²,7 м²,3 из 9,,,,,,панель,,,,,,,,,,,,,центральное,,Хорошие школы,,,,,,брежневка,II-49,
15100000,3-комнатная,50 м²,"33,9 м²",6 м²,3 из 9,совмещённый,1,,,есть,панель,,,есть,,,,,,,,,,центральное,,Хорошая школа,,,,,,брежневка,II-49,
15000000,3-комнатная,50 м²,"34,2 м²",6 м²,6 из 9,совмещённый,1,,,есть,,закрытая,,,Хороший,,,,есть,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,брежневка,II-49,
11900000,3-комнатная,"51,1 м²","34,7 м²","5,8 м²",1 из 9,раздельный,1,,"2,64 м",есть,панель,,,есть,Нужен ремонт,,,,,,,,,центральное,,Хорошие школы,,,во двор,,,брежневка,II-49,
13990000,3-комнатная,"51,1 м²",33 м²,6 м²,4 из 9,раздельный,1,,,есть,панель,,,есть,Хороший,,,,,,,,,центральное,,,,,во двор,,,брежневка,II-49,
13990000,3-комнатная,"51,1 м²",33 м²,6 м²,4 из 9,раздельный,1,,,есть,панель,,,есть,,,,,,,,,,центральное,,,,,,,,брежневка,II-49,
11500000,3-комнатная,"51,2 м²","33,8 м²","6,3 м²",2 из 9,раздельный,1,,"2,64 м",есть,панель,,,,Хороший,,,,,,,,,,,,,,во двор,,,брежневка,1-515,
15000000,3-комнатная,"51,3 м²","34,2 м²",6 м²,7 из 9,раздельный,1,,"2,5 м",есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,,во двор и на улицу,,,,,брежневка,II-49,
11819042,3-комнатная,"51,8 м²","36,4 м²","5,2 м²",12 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
11984685,3-комнатная,"51,8 м²","36,4 м²","5,2 м²",14 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
12005102,3-комнатная,"51,8 м²","36,4 м²","5,2 м²",15 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
10250000,3-комнатная,"51,8 м²","34,5 м²",6 м²,2 из 5,раздельный,1,,"2,6 м",есть,кирпич,,,,Евро,,,,есть,,,,,,,,,,во двор,,,,,
15890000,3-комнатная,"51,9 м²",34 м²,"5,8 м²",5 из 5,совмещённый,1,,"2,68 м",есть,кирпич,закрытая,,,Хороший,,,,есть,,,,,центральное,,,,,на улицу,,,,,
13800000,3-комнатная,51 м²,34 м²,6 м²,8 из 9,раздельный,1,,"2,7 м",есть,панель,,,,Евро,,,,,,,,,,,,,,во двор,,,,,
10700000,3-комнатная,52 м²,35 м²,6 м²,6 из 9,раздельный,1,,,,панель,,,есть,,,,,,,,,,центральное,,Хорошая школа,,,,,,брежневка,II-49,
16000000,3-комнатная,52 м²,34 м²,6 м²,9 из 12,раздельный,1,,"2,64 м",есть,панель,закрытая,,есть,Евро,,,,,,,,,центральное,,Спортивная площадка,во двор и на улицу,,,,,брежневка,II-49,
11000000,3-комнатная,"53,1 м²","34,7 м²","6,1 м²",9 из 9,раздельный,1,,,есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
11000000,3-комнатная,"53,1 м²","34,7 м²","6,1 м²",9 из 9,раздельный,1,,,есть,панель,закрытая,,есть,Хороший,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,II-49,
17000000,3-комнатная,"53,9 м²",35 м²,8 м²,1 из 16,раздельный,1,,"2,6 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,,,,во двор,,,,II-68,
12200000,3-комнатная,"53,9 м²",36 м²,6 м²,1 из 5,совмещённый,1,,"2,48 м",,кирпич,закрытая,,,Хороший,,,,нет,,,,,центральное,,Хорошие школы,,,,,,хрущевка,1-511,
26200000,3-комнатная,53 м²,24 м²,19 м²,10 из 30,,,,"2,88 м",есть,кирпич-монолит,подземная,,,Дизайнерский,,,,,,,,,,,,,,,,2024,,,
25899000,3-комнатная,53 м²,35 м²,10 м²,14 из 22,совмещённый,1,,"2,8 м",есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,,,апартаменты,на улицу,,2022,,,
10000000,3-комнатная,53 м²,33 м²,6 м²,2 из 5,раздельный,1,,"2,6 м",,монолит,,,,Хороший,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,брежневка,,
28092123,3-комнатная,53 м²,"25,1 м²","17,2 м²",23 из 31,совмещённый,1,2 кв. 2027 г.,"2,72 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
19000000,3-комнатная,"54,4 м²",37 м²,6 м²,5 из 5,совмещённый,1,,"2,5 м",,,закрытая,,,Евро,,,,есть,,,,,,,Хорошие школы,,,на улицу,,,,1-511,
13950000,3-комнатная,"54,5 м²",37 м²,5 м²,2 из 5,совмещённый,1,,"2,58 м",,панель,,,,Черновая отделка,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,хрущевка,1-511,
23900000,3-комнатная,"54,6 м²",40 м²,6 м²,4 из 5,раздельный,1,,"2,64 м",,кирпич,,,есть,,,,,нет,,,,,центральное,,Хорошие школы,во двор и на улицу,,,,,хрущевка,II-29,Подлежит реновации
16000000,3-комнатная,"54,8 м²","40,5 м²","5,5 м²",1 из 5,раздельный,1,,"2,64 м",есть,панель,закрытая,,,Нужен ремонт,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,хрущевка,1-515,
11319000,3-комнатная,"54,9 м²",37 м²,9 м²,2 из 9,,,,,есть,,,,,,,,,,,,,,центральное,,,,,,,,брежневка,II-49,
19500000,3-комнатная,54 м²,30 м²,10 м²,9 из 31,совмещённый,1,,3 м,есть,монолит,подземная,,есть,Нужен ремонт,,есть,есть,,,,есть,есть,центральное,,Хорошие школы,,апартаменты,на улицу,,2016,,,
23403141,3-комнатная,"55,2 м²","23,5 м²","21,5 м²",38 из 48,совмещённый,1,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
23481850,3-комнатная,"55,2 м²","23,5 м²","21,5 м²",40 из 48,совмещённый,1,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
23836034,3-комнатная,"55,2 м²","23,5 м²","21,5 м²",44 из 48,совмещённый,1,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
24715430,3-комнатная,"55,2 м²","23,5 м²","21,5 м²",46 из 48,совмещённый,1,4 кв. 2026 г.,"2,87 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,без отделки,,хрущевка,,Подлежит реновации
24000000,3-комнатная,"55,5 м²",30 м²,12 м²,23 из 31,совмещённый,1,,3 м,есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,центральное,,Хорошие школы,,апартаменты,на улицу,,2016,,,
21000000,3-комнатная,"55,7 м²","32,4 м²",20 м²,17 из 26,,,,"2,87 м",есть,монолит,,,,Нужен ремонт,,,,,,,,,,,,,,,,2024,,,
13500000,3-комнатная,"55,7 м²","26,7 м²",6 м²,2 из 5,,,,"2,48 м",,,закрытая,,,Нужен ремонт,,,,нет,,,,,,,Хорошая школа,,,,,,хрущевка,1-511,
20914860,3-комнатная,"55,8 м²","27,2 м²","19,5 м²",67 из 68,совмещённый,1,3 кв. 2027 г.,"2,85 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,во двор,без отделки,,,,
14600000,3-комнатная,"55,8 м²",38 м²,"5,8 м²",8 из 9,раздельный,1,,,есть,кирпич,,,,Нужен ремонт,,,,нет,,,,,,,Хорошие школы,,,во двор,,,брежневка,II-29,
12900000,3-комнатная,55 м²,"34,4 м²",6 м²,10 из 12,,,,,,панель,,,,Черновая отделка,,,,,,,,,центральное,,Хорошая школа,,,,,,брежневка,II-49,
16245000,3-комнатная,55 м²,36 м²,"6,2 м²",11 из 16,раздельный,1,,"2,65 м",есть,,закрытая,,есть,Нужен ремонт,,,,,,,,,центральное,,Хорошая школа,,,во двор,,,,,
17000000,3-комнатная,55 м²,"35,5 м²",6 м²,5 из 9,,,,,,кирпич,,,,,,,,,,,,,,,Хорошая школа,,,,,,,,
13022732,3-комнатная,"56,1 м²","36,9 м²","5,1 м²",16 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,чистовая,,,,
