price,Комнатность,Площадь квартиры,Жилая площадь,Площадь кухни,Этаж,Санузел,Кол-во санузлов,Срок сдачи,Высота потолков,Лифт,Материал стен,Парковка,Территория,Балкон/лоджия,Ремонт,Кондиционер,Посудомойка,Холодильник,Мебель,Интернет,Кухонная мебель,Телевизор,Стиральная машина,Отопление,Консьерж,,Вид из окон,Тип жилья,Вид из окна,Отделка,Год постройки,Временная эпоха,Серия дома,Реновация
16345320,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",13 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
16047270,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",13 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
15600580,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",14 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
15268856,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",14 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
37000000,3-комнатная,"78,3 м²",60 м²,10 м²,18 из 33,совмещённый,2,,"3,05 м",есть,монолит,подземная,,,Нужен ремонт,есть,,,,,,,,,,,во двор и на улицу,,,,2023,,,
15843070,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",2 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
30513510,3-комнатная,"78,3 м²","37,3 м²",,25 из 30,совмещённый,2,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
16107218,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",6 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
12720506,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",8 из 12,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,без отделки,,,,
16179392,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",8 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
15892563,3-комнатная,"78,3 м²","41,5 м²","12,5 м²",9 из 14,раздельный,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
33649123,3-комнатная,"78,4 м²","39,2 м²","23,5 м²",29 из 30,совмещённый,2,,"2,87 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,Спортивная площадка,,,во двор,предчистовая,2023,,,
34023475,3-комнатная,"78,4 м²","51,9 м²","12,4 м²",36 из 42,,2,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
34181154,3-комнатная,"78,4 м²","51,9 м²","12,4 м²",39 из 42,,2,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
34338833,3-комнатная,"78,4 м²","51,9 м²","12,4 м²",42 из 42,,2,4 кв. 2026 г.,"2,89 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,центральное,,,,,во двор,предчистовая,,хрущевка,,Подлежит реновации
11500000,3-комнатная,"78,5 м²",40 м²,12 м²,13 из 17,,,,"2,85 м",есть,кирпич-монолит,открытая,,есть,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,,,,
46178400,3-комнатная,"78,5 м²","37,9 м²",,15 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
16436960,3-комнатная,"78,5 м²","41,3 м²","12,5 м²",6 из 8,раздельный,1,3 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
13474024,3-комнатная,"78,5 м²","41,3 м²","12,5 м²",7 из 7,раздельный,2,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,без отделки,,,,
16646183,3-комнатная,"78,5 м²","39,3 м²","12,5 м²",7 из 9,раздельный,2,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
27810000,3-комнатная,"78,6 м²",45 м²,20 м²,10 из 21,раздельный,2,,"3,2 м",есть,монолит,,,,Нужен ремонт,,,,,,,,,,,,,апартаменты,,,2024,,,
22900000,3-комнатная,"78,6 м²",28 м²,31 м²,10 из 33,раздельный,2,,"2,75 м",есть,панель,,закрытая,,Евро,,,,нет,,,,,,,,во двор и на улицу,,,,,,,
46733760,3-комнатная,"78,6 м²",,,19 из 23,,,,"3,02 м",есть,кирпич-монолит,закрытая,закрытая,,,,,,,,,,,,есть,,,,,без отделки,2024,,,
29201174,3-комнатная,"78,7 м²","37,3 м²",,46 из 49,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
26000000,3-комнатная,"78,9 м²","45,8 м²","10,3 м²",6 из 25,,2,,"2,7 м",есть,монолит,подземная,,есть,Евро,,,,,,,,,,,,во двор и на улицу,,,,2021,,,
23000000,3-комнатная,78 м²,"46,2 м²",10 м²,10 из 17,,2,,"2,75 м",есть,панель,закрытая,,есть,Евро,,,,есть,,,,,центральное,,Хорошие школы,,,во двор,,,,П-3М,
20990000,3-комнатная,78 м²,"42,6 м²",10 м²,18 из 18,раздельный,2,,"2,7 м",есть,панель,,,есть,,есть,,,есть,есть,есть,,,центральное,есть,Спортивная площадка,,,во двор,,,,И-155,
19500000,3-комнатная,78 м²,47 м²,9 м²,2 из 14,раздельный,1,,"2,8 м",есть,кирпич,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,,,,во двор,,,брежневка,Башня Вулыха,
19500000,3-комнатная,78 м²,47 м²,9 м²,2 из 14,раздельный,1,,"2,8 м",есть,кирпич,,,есть,,,,,,,,,,центральное,,,,,во двор,,,брежневка,Башня Вулыха,
28300000,3-комнатная,78 м²,42 м²,12 м²,3 из 25,совмещённый,2,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,центральное,,Хорошие школы,во двор и на улицу,апартаменты,,,2017,,,
28500000,3-комнатная,78 м²,40 м²,10 м²,3 из 37,совмещённый,2,,"3,1 м",есть,монолит,закрытая,,есть,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2021,,,
31500000,3-комнатная,78 м²,"51,4 м²","10,5 м²",3 из 8,раздельный,1,,3 м,есть,кирпич,,закрытая,есть,,,,есть,есть,есть,есть,есть,есть,,,Хорошие школы,,,,,,сталинка,,
48200000,3-комнатная,78 м²,"48,6 м²","6,7 м²",5 из 17,совмещённый,2,,"3,13 м",есть,монолит,подземная,,,Нужен ремонт,,,,,,,,,,,,,апартаменты,во двор,,2023,,,
41990000,3-комнатная,78 м²,50 м²,20 м²,5 из 41,,2,,"3,3 м",есть,монолит,подземная,,есть,Чистовая отделка,,,,,,,,,,,,,,на улицу,,2023,,,
44490000,3-комнатная,78 м²,50 м²,20 м²,6 из 41,,2,,"3,3 м",есть,монолит,подземная,,есть,Чистовая отделка,,,,,,,,,,,,,,на улицу,,2023,,,
26500000,3-комнатная,78 м²,52 м²,11 м²,6 из 8,раздельный,1,,3 м,есть,,закрытая,,,Евро,,,,есть,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,сталинка,,
21550000,3-комнатная,78 м²,"48,6 м²",10 м²,7 из 17,раздельный,1,,"2,75 м",есть,панель,закрытая,,,Евро,,,,есть,,,,,домовая котельная,,Спортивная площадка,,,во двор,,,,,
21280000,3-комнатная,78 м²,47 м²,11 м²,8 из 16,раздельный,1,,,есть,панель,закрытая,,есть,Евро,,,,есть,,,,,центральное,,Спортивная площадка,,,во двор,,,,П-3,
29000000,3-комнатная,78 м²,,"10,5 м²",9 из 14,раздельный,1,,"2,7 м",есть,панель,закрытая,,есть,Хороший,,,,есть,,,,,центральное,,Спортивная площадка,,,во двор,,,,КОПЭ,
14569035,3-комнатная,"79,1 м²","40,4 м²","16,2 м²",2 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
16770758,3-комнатная,"79,1 м²","41,3 м²","12,5 м²",2 из 7,раздельный,1,3 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,,,,,
22500000,3-комнатная,"79,2 м²",,"10,2 м²",10 из 14,раздельный,1,,"2,64 м",есть,панель,закрытая,,,Дизайнерский,,,,есть,,,,,центральное,,Детский сад,,,во двор,,,,П-46,
33000000,3-комнатная,"79,2 м²","40,2 м²","20,6 м²",2 из 20,,3,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2021,,,
16861420,3-комнатная,"79,2 м²","41,3 м²","12,5 м²",3 из 7,раздельный,1,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,,,,,
16616984,3-комнатная,"79,2 м²","41,3 м²","12,5 м²",3 из 9,раздельный,1,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,,,,,
40958450,3-комнатная,"79,3 м²","33,8 м²","6,9 м²",7 из 13,раздельный,1,2 кв. 2025 г.,"3,08 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
41347020,3-комнатная,"79,3 м²","33,8 м²","6,9 м²",8 из 13,раздельный,1,2 кв. 2025 г.,"3,08 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
23879784,3-комнатная,"79,4 м²","40,5 м²",,2 из 26,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
25772082,3-комнатная,"79,5 м²","33,3 м²",,3 из 10,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
31425284,3-комнатная,"79,6 м²","35,7 м²","23,9 м²",12 из 13,,,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
27822624,3-комнатная,"79,6 м²","36,8 м²",,15 из 27,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
27983357,3-комнатная,"79,6 м²","36,8 м²",,17 из 27,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
25196587,3-комнатная,"79,6 м²","32,6 м²",,2 из 10,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
34000000,3-комнатная,"79,6 м²","40,2 м²","20,6 м²",3 из 20,,3,,"3,1 м",есть,монолит,подземная,,есть,Нужен ремонт,,,,,,,,,,,,,,на улицу,,2021,,,
25551976,3-комнатная,"79,6 м²","32,7 м²",,5 из 10,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
25803576,3-комнатная,"79,6 м²","32,7 м²",,7 из 10,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
26314836,3-комнатная,"79,6 м²","33,3 м²",,8 из 10,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
17700000,3-комнатная,"79,6 м²",48 м²,10 м²,8 из 14,раздельный,1,,"2,64 м",есть,панель,закрытая,,,Хороший,,,,есть,,,,,центральное,,Хорошая школа,,,во двор,,,,П-46,
26690627,3-комнатная,"79,7 м²","38,3 м²",,13 из 19,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
26845598,3-комнатная,"79,7 м²","38,3 м²",,15 из 19,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
31214623,3-комнатная,"79,7 м²",,,2 из 15,,,2026 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
25853420,3-комнатная,"79,8 м²","41,2 м²",,10 из 26,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
33037200,3-комнатная,"79,8 м²","51,8 м²",,20 из 59,,,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
29872332,3-комнатная,"79,8 м²","44,7 м²",,37 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,
29780727,3-комнатная,"79,9 м²","44,8 м²",,32 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,
17500000,3-комнатная,79 м²,37 м²,10 м²,1 из 5,,,,,,,,,,Хороший,,,,,,,,,,,,,,,,,,,
27900000,3-комнатная,79 м²,"45,2 м²",10 м²,17 из 22,раздельный,1,,"2,7 м",есть,панель,,,есть,Евро,есть,,есть,есть,есть,есть,,есть,,есть,Спортивная площадка,,,,,,,,
22750000,3-комнатная,79 м²,46 м²,"10,8 м²",19 из 22,раздельный,1,,"2,7 м",есть,панель,закрытая,,есть,Евро,,,,есть,,,,,центральное,,Спортивная площадка,,,во двор,,,,КОПЭ,
35000000,3-комнатная,79 м²,45 м²,20 м²,23 из 30,совмещённый,2,,"2,85 м",есть,монолит,подземная,,,Дизайнерский,есть,,,есть,,есть,,,,,,,,на улицу,,2021,,,
30000000,3-комнатная,79 м²,50 м²,8 м²,3 из 5,раздельный,1,,,есть,кирпич,,,есть,Дизайнерский,,,,,,,,,центральное,,,во двор и на улицу,,,,,сталинка,,
36950000,3-комнатная,79 м²,47 м²,9 м²,5 из 13,раздельный,1,,3 м,есть,кирпич,закрытая,,,Евро,,,,есть,,,,,,,,во двор и на улицу,,,,,,,
17800000,3-комнатная,79 м²,"43,5 м²","11,5 м²",5 из 17,раздельный,2,,"2,8 м",есть,панель,открытая,,есть,Евро,,,,есть,,есть,,,центральное,,Спортивная площадка,во двор и на улицу,,,,,,П-3М,
33000000,3-комнатная,"80,1 м²",53 м²,22 м²,12 из 51,,,,3 м,есть,блок,подземная,,,Нужен ремонт,,,,,,,,,,,,во двор и на улицу,,,,2023,,,
29787187,3-комнатная,"80,1 м²",45 м²,,30 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,
27700000,3-комнатная,"80,2 м²","48,3 м²","8,6 м²",13 из 14,раздельный,1,,"2,64 м",есть,панель,открытая,,есть,Евро,есть,,,есть,,есть,,,центральное,,,во двор и на улицу,,,,,,П-46,
35704318,3-комнатная,"80,2 м²","40,8 м²","14,5 м²",27 из 27,,,2025 г.,3 м,есть,монолит,подземная,,,,,,,,,,,,,,,,,,чистовая,,,,
29850000,3-комнатная,"80,2 м²","48,1 м²","8,5 м²",6 из 14,,,,,,панель,,,,,,,,,,,,,центральное,,Хорошие школы,,,,,,,,
26330000,3-комнатная,"80,3 м²","34,4 м²","24,3 м²",3 из 7,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
26570000,3-комнатная,"80,3 м²","34,4 м²","24,3 м²",4 из 7,,,2026 г.,,,,,,,,,,,,,,,,,,,,,,,,,,
30500000,3-комнатная,"80,3 м²","53,1 м²",10 м²,5 из 14,раздельный,1,,,есть,панель,закрытая,,есть,Евро,,,,есть,,,,,центральное,,,во двор и на улицу,,,,,,П-44К,
22000000,3-комнатная,"80,3 м²","48,2 м²","8,5 м²",9 из 14,раздельный,1,,"2,64 м",есть,панель,,,,Хороший,,,,,,,,,центральное,,Хорошая школа,,,на улицу,,,,П-30,
20300000,3-комнатная,"80,4 м²","47,7 м²","8,4 м²",12 из 12,,,,,,панель,,,,,,,,,,,,,,,,,,,,,,П-55,
25569541,3-комнатная,"80,4 м²","41,5 м²",,14 из 26,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
14931116,3-комнатная,"80,5 м²","59,7 м²","5,2 м²",10 из 14,совмещённый,2,4 кв. 2025 г.,"2,8 м",,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
30769515,3-комнатная,"80,5 м²","60,2 м²",5 м²,22 из 26,,,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,центральное,,,,,,без отделки,,сталинка,,
30769515,3-комнатная,"80,5 м²","60,2 м²",5 м²,26 из 26,,,2025 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,центральное,,,,,,без отделки,,сталинка,,
32450000,3-комнатная,"80,5 м²",56 м²,10 м²,3 из 8,совмещённый,1,,"2,85 м",есть,кирпич,,,,,,,,,,,,,центральное,,Фитнес клуб,,,на улицу,,,сталинка,,
13210591,3-комнатная,"80,5 м²","59,7 м²","5,2 м²",9 из 14,раздельный,1,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,без отделки,,,,
16860864,3-комнатная,"80,5 м²","59,7 м²","5,2 м²",9 из 14,совмещённый,2,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
30999163,3-комнатная,"80,6 м²","35,7 м²","23,9 м²",3 из 13,,,4 кв. 2027 г.,"2,92 м",есть,монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
32000000,3-комнатная,"80,6 м²",,15 м²,4 из 5,,2,,3 м,есть,кирпич,закрытая,,,Евро,,,,,,,,,центральное,,Хорошие школы,,,на улицу,,,сталинка,,
16473253,3-комнатная,"80,6 м²","59,7 м²","5,2 м²",4 из 8,совмещённый,1,3 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,,,,,
35000000,3-комнатная,"80,6 м²","53,5 м²","8,1 м²",6 из 8,совмещённый,1,,"2,8 м",,,,,,Хороший,,,,есть,,,,,,,Хорошие школы,,,во двор,,,сталинка,,
13421210,3-комнатная,"80,7 м²","49,3 м²","15,7 м²",5 из 5,совмещённый,2,4 кв. 2025 г.,"2,7 м",есть,монолит,открытая,,,,,,,,,,,,,,,,,,без отделки,,,,
35273970,3-комнатная,"80,7 м²","41,1 м²","14,5 м²",9 из 27,,,2025 г.,3 м,есть,монолит,подземная,,,,,,,,,,,,,,,,,,чистовая,,,,
16316248,3-комнатная,"80,8 м²","41,9 м²","16,9 м²",10 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
16451541,3-комнатная,"80,8 м²","41,9 м²","16,9 м²",11 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
14828033,3-комнатная,"80,8 м²","41,9 м²","16,9 м²",4 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
25064502,3-комнатная,"80,8 м²","44,4 м²",,7 из 27,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
15396260,3-комнатная,"80,8 м²","41,9 м²","16,9 м²",8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,во двор,без отделки,,,,
51800270,3-комнатная,"80,9 м²","33,3 м²","28,9 м²",3 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
15483045,3-комнатная,"80,9 м²","40,2 м²","18,2 м²",3 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,без отделки,,,,
32776000,3-комнатная,80 м²,"51,7 м²",,15 из 59,,,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
17800000,3-комнатная,80 м²,52 м²,8 м²,2 из 5,раздельный,1,,"2,85 м",есть,кирпич,закрытая,,,Нужен ремонт,,,,,,,,,,,Хорошие школы,,,во двор,,,сталинка,,
33168000,3-комнатная,80 м²,52 м²,,21 из 59,,,3 кв. 2028 г.,"2,85 м",есть,кирпич-монолит,закрытая,,,,,,,,,,,,,,,,,,без отделки,,,,
37000000,3-комнатная,80 м²,56 м²,7 м²,3 из 6,совмещённый,1,,"3,2 м",есть,кирпич,,,,,,,,,,,,,центральное,,,,,во двор,,,сталинка,,
20500000,3-комнатная,80 м²,53 м²,8 м²,4 из 7,раздельный,1,,3 м,,кирпич,,закрытая,есть,Нужен ремонт,,,,нет,,,,,центральное,,Хорошая школа,во двор и на улицу,,,,,сталинка,,
15000000,3-комнатная,80 м²,"48,2 м²","8,8 м²",6 из 14,раздельный,1,,,,,,,есть,,,,,,,,,,центральное,,Хорошие школы,,,на улицу,,,,П-46,
36500000,3-комнатная,80 м²,50 м²,25 м²,8 из 29,совмещённый,2,,3 м,есть,монолит,подземная,,,Дизайнерский,,,,,,,,,,,Фитнес клуб,,апартаменты,,,2017,сталинка,1-МГ-601,
33027569,3-комнатная,"81,1 м²",,,27 из 29,,,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,Спортивная площадка,,,во двор,предчистовая,,,,
13581493,3-комнатная,"81,2 м²","59,7 м²","5,2 м²",11 из 14,раздельный,1,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,без отделки,,,,
14004575,3-комнатная,"81,2 м²","59,7 м²","5,2 м²",12 из 14,раздельный,1,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,без отделки,,,,
34249754,3-комнатная,"81,2 м²","39,2 м²","21,8 м²",21 из 29,совмещённый,2,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,Спортивная площадка,,,во двор,предчистовая,,,,
34684580,3-комнатная,"81,2 м²",,,29 из 29,,,2025 г.,"2,87 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,Спортивная площадка,,,во двор,предчистовая,,,,
15662826,3-комнатная,"81,2 м²","40,5 м²","18,2 м²",5 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,без отделки,,,,
54006120,3-комнатная,"81,2 м²","33,4 м²","28,9 м²",7 из 22,раздельный,1,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
50758120,3-комнатная,"81,2 м²","33,4 м²","28,9 м²",7 из 22,раздельный,1,3 кв. 2028 г.,"3,38 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
15948346,3-комнатная,"81,2 м²","40,5 м²","18,2 м²",7 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,без отделки,,,,
13575221,3-комнатная,"81,2 м²","59,7 м²","5,2 м²",8 из 14,раздельный,1,4 кв. 2025 г.,"2,8 м",есть,монолит,открытая,,есть,,,,,,,,,,,,,,,,без отделки,,,,
35011210,3-комнатная,"81,3 м²","76,3 м²",,10 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
33771874,3-комнатная,"81,3 м²","76,3 м²",,6 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
34391541,3-комнатная,"81,3 м²","76,3 м²",,8 из 16,,,2027 г.,"3,06 м",,,,,,,,,,,,,,,,,,,,на улицу,без отделки,,,,
17141094,3-комнатная,"81,4 м²","40,5 м²","17,1 м²",14 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
16758583,3-комнатная,"81,4 м²","40,5 м²","17,1 м²",16 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
47282004,3-комнатная,"81,4 м²","31,1 м²",,21 из 36,,,2025 г.,3 м,,,,,,,,,,,,,,,,,,,,,чистовая,,,,
25499562,3-комнатная,"81,5 м²","44,3 м²",,10 из 27,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
30016857,3-комнатная,"81,5 м²","44,1 м²",,25 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,
24976599,3-комнатная,"81,5 м²","44,3 м²",,3 из 27,,,2027 г.,"2,85 м",есть,монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
19900000,3-комнатная,"81,5 м²",46 м²,10 м²,4 из 14,раздельный,1,,"2,75 м",есть,панель,,,есть,Нужен ремонт,,,,нет,есть,,,,центральное,,Спортивная площадка,во двор и на улицу,,,,,,П-55,
29498808,3-комнатная,"81,6 м²","42,6 м²",,16 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,,,,,
31138560,3-комнатная,"81,6 м²","38,3 м²",,29 из 48,совмещённый,2,2027 г.,"2,85 м",есть,кирпич-монолит,подземная,,,,,,,,,,,,,,,,,во двор,предчистовая,,,,
17423857,3-комнатная,"81,6 м²","40,8 м²","17,1 м²",3 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
17467932,3-комнатная,"81,6 м²","40,8 м²","17,1 м²",4 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
17864605,3-комнатная,"81,6 м²","40,8 м²","17,1 м²",7 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
18084979,3-комнатная,"81,6 м²","40,8 м²","17,1 м²",8 из 23,,,3 кв. 2026 г.,"3,4 м",есть,монолит,закрытая,закрытая,,,,,,,,,,,,,,,,,,,,,
17400000,3-комнатная,"81,8 м²","48,1 м²",10 м²,16 из 17,,,,,,панель,,,,,,,,,,,,,центральное,,Спортивная площадка,,,,,,,П-3М,
44000000,3-комнатная,"81,9 м²",45 м²,"16,7 м²",7 из 22,совмещённый,2,2025 г.,"3,1 м",есть,монолит,подземная,,,Черновая отделка,,,,,,,,,,,,во двор и на улицу,,,,,,,
32300000,3-комнатная,81 м²,,"19,1 м²",11 из 30,,2,,3 м,есть,,подземная,,,,,,,нет,,,,,,,Фитнес клуб,во двор и на улицу,,,,2021,,,
33500000,3-комнатная,81 м²,40 м²,21 м²,26 из 29,совмещённый,2,,"2,85 м",есть,кирпич-монолит,подземная,,,Евро,есть,,,есть,,есть,,,,,,,,на улицу,,2023,,,
19990000,3-комнатная,81 м²,45 м²,10 м²,4 из 14,раздельный,1,,"2,7 м",есть,панель,закрытая,,,Нужен ремонт,,,,нет,,,,,центральное,,Спортивная площадка,во двор и на улицу,,,,,,П-55,
31469448,3-комнатная,"82,2 м²","33,1 м²",,50 из 59,,,2028 г.,"2,85 м",,,,,,,,,,,,,,,,,,,,,без отделки,,,,
54021720,3-комнатная,"82,3 м²","33,4 м²","28,6 м²",6 из 22,раздельный,1,3 кв. 2028 г.,"3,07 м",есть,монолит,закрытая,закрытая,есть,,,,,,,,,,,,,,,,,,,,
